dm,width,sigma_x100,t,verdict
0,1,901,1113,-
0,2,761,55776,-
0,4,614,27992,-
0,8,564,15972,-
0,16,603,51874,-
0,32,486,51875,-
0,64,419,51872,-
0,128,331,6044,-
3174,1,901,1113,-
3174,2,761,55776,-
3174,4,614,27992,-
3174,8,564,15972,-
3174,16,603,51874,-
3174,32,486,51875,-
3174,64,419,51872,-
3174,128,331,6044,-
6349,1,901,1113,-
6349,2,761,55776,-
6349,4,614,27992,-
6349,8,564,15972,-
6349,16,603,51874,-
6349,32,486,51875,-
6349,64,419,51872,-
6349,128,331,6044,-
9523,1,945,62046,-
9523,2,797,55776,-
9523,4,613,57120,-
9523,8,558,15972,-
9523,16,582,51873,-
9523,32,487,51875,-
9523,64,410,51871,-
9523,128,331,6044,-
12698,1,970,58976,-
12698,2,787,34458,-
12698,4,638,47938,-
12698,8,594,15972,-
12698,16,575,51876,-
12698,32,481,51875,-
12698,64,410,51871,-
12698,128,336,6044,-
15873,1,896,62045,-
15873,2,851,55776,-
15873,4,682,12246,-
15873,8,583,15972,-
15873,16,586,51874,-
15873,32,482,51876,-
15873,64,405,51870,-
15873,128,334,6043,-
19047,1,823,62045,-
19047,2,824,55776,-
19047,4,662,12246,-
19047,8,591,32468,-
19047,16,585,51874,-
19047,32,485,51876,-
19047,64,402,51870,-
19047,128,334,6043,-
22222,1,976,12246,-
22222,2,814,34458,-
22222,4,664,12246,-
22222,8,567,646,-
22222,16,623,51874,-
22222,32,479,51875,-
22222,64,407,51869,-
22222,128,334,6057,-
25396,1,1064,12246,-
25396,2,779,34458,-
25396,4,655,12246,-
25396,8,569,15972,-
25396,16,626,51874,-
25396,32,481,51875,-
25396,64,408,51869,-
25396,128,336,6042,-
28571,1,1064,12246,-
28571,2,779,34458,-
28571,4,655,12246,-
28571,8,569,15972,-
28571,16,626,51874,-
28571,32,481,51875,-
28571,64,408,51869,-
28571,128,336,6042,-
31746,1,1104,1113,-
31746,2,836,34458,-
31746,4,657,12245,-
31746,8,591,59482,-
31746,16,643,51874,-
31746,32,489,59470,-
31746,64,402,51857,-
31746,128,333,6056,-
34920,1,1083,1113,-
34920,2,780,34458,-
34920,4,647,12245,-
34920,8,596,59482,-
34920,16,627,51874,-
34920,32,485,59470,-
34920,64,405,51869,-
34920,128,336,6042,-
38095,1,869,62042,-
38095,2,800,34458,-
38095,4,624,15968,-
38095,8,583,57122,-
38095,16,623,51874,-
38095,32,486,59470,-
38095,64,399,51857,-
38095,128,335,6042,-
41269,1,959,59484,-
41269,2,893,34458,-
41269,4,665,34457,-
41269,8,581,57122,-
41269,16,586,51873,-
41269,32,484,51875,-
41269,64,399,51857,-
41269,128,337,6042,-
44444,1,855,1113,-
44444,2,887,34458,-
44444,4,661,34457,-
44444,8,656,57122,-
44444,16,578,51873,-
44444,32,516,59470,-
44444,64,403,51859,-
44444,128,338,6054,-
47619,1,879,21539,-
47619,2,881,34458,-
47619,4,646,34457,-
47619,8,626,57122,-
47619,16,564,51873,-
47619,32,522,59470,-
47619,64,405,51859,-
47619,128,340,6054,-
50793,1,835,58137,-
50793,2,857,34458,-
50793,4,642,34457,-
50793,8,645,57122,-
50793,16,557,51871,-
50793,32,519,59470,-
50793,64,392,51858,-
50793,128,344,6053,-
53968,1,835,58137,-
53968,2,857,34458,-
53968,4,642,34457,-
53968,8,645,57122,-
53968,16,557,51871,-
53968,32,519,59470,-
53968,64,392,51858,-
53968,128,344,6053,-
57142,1,835,58137,-
57142,2,857,34458,-
57142,4,642,34457,-
57142,8,645,57122,-
57142,16,557,51871,-
57142,32,519,59470,-
57142,64,392,51858,-
57142,128,344,6053,-
60317,1,995,40373,-
60317,2,806,40373,-
60317,4,685,57120,-
60317,8,634,57121,-
60317,16,560,51870,-
60317,32,521,59469,-
60317,64,404,51857,-
60317,128,345,6052,-
63492,1,995,40373,-
63492,2,806,40373,-
63492,4,685,57120,-
63492,8,634,57121,-
63492,16,560,51870,-
63492,32,521,59469,-
63492,64,404,51857,-
63492,128,345,6052,-
66666,1,1013,58968,-
66666,2,847,40373,-
66666,4,723,57120,-
66666,8,673,57122,-
66666,16,550,51870,-
66666,32,521,59469,-
66666,64,396,51857,-
66666,128,343,6052,-
69841,1,993,58968,-
69841,2,867,40373,-
69841,4,705,57119,-
69841,8,677,57122,-
69841,16,563,51870,-
69841,32,507,59469,-
69841,64,397,51859,-
69841,128,344,6052,-
73015,1,795,14278,-
73015,2,865,57119,-
73015,4,840,57120,-
73015,8,668,57122,-
73015,16,537,51870,-
73015,32,473,40885,-
73015,64,402,51859,-
73015,128,342,6052,-
76190,1,818,62037,-
76190,2,879,57119,-
76190,4,846,57120,-
76190,8,670,57122,-
76190,16,538,51870,-
76190,32,472,40885,-
76190,64,401,51859,-
76190,128,342,6050,-
79365,1,798,59479,-
79365,2,774,57119,-
79365,4,776,57120,-
79365,8,657,57121,-
79365,16,510,51869,-
79365,32,469,40885,-
79365,64,396,51858,-
79365,128,343,6052,-
82539,1,894,58133,-
82539,2,737,57119,-
82539,4,786,57119,-
82539,8,662,57120,-
82539,16,528,4691,-
82539,32,468,59465,-
82539,64,400,51858,-
82539,128,342,6050,-
85714,1,887,58133,-
85714,2,758,57119,-
85714,4,792,57119,-
85714,8,675,57120,-
85714,16,528,4691,-
85714,32,474,59463,-
85714,64,398,51858,-
85714,128,341,6050,-
88888,1,836,1113,-
88888,2,707,34458,-
88888,4,745,57119,-
88888,8,675,14994,-
88888,16,544,4691,-
88888,32,489,59464,-
88888,64,405,51857,-
88888,128,340,6050,-
92063,1,863,1113,-
92063,2,751,34458,-
92063,4,738,57119,-
92063,8,648,14994,-
92063,16,543,4691,-
92063,32,494,59464,-
92063,64,404,51857,-
92063,128,339,6050,-
95238,1,864,62034,-
95238,2,760,34458,-
95238,4,684,34457,-
95238,8,620,14993,-
95238,16,538,4691,-
95238,32,492,59464,-
95238,64,401,51859,-
95238,128,347,6045,-
98412,1,931,62034,-
98412,2,766,34458,-
98412,4,698,58133,-
98412,8,624,14993,-
98412,16,553,59471,-
98412,32,493,59463,-
98412,64,406,51859,-
98412,128,349,6045,-
101587,1,802,10112,-
101587,2,767,34458,-
101587,4,660,58132,-
101587,8,626,57117,-
101587,16,550,4691,-
101587,32,504,59463,-
101587,64,409,51858,-
101587,128,362,6044,-
104761,1,851,1113,-
104761,2,788,34458,-
104761,4,671,58132,-
104761,8,598,14992,-
104761,16,552,4691,-
104761,32,499,59463,-
104761,64,404,51858,-
104761,128,364,6044,-
107936,1,820,10112,-
107936,2,713,10113,-
107936,4,668,58132,-
107936,8,614,57117,-
107936,16,539,4691,-
107936,32,492,59463,-
107936,64,403,51858,-
107936,128,362,6044,-
111111,1,929,10112,-
111111,2,692,10113,-
111111,4,654,34457,-
111111,8,614,14991,-
111111,16,557,4691,-
111111,32,490,59463,-
111111,64,415,51857,-
111111,128,373,6045,-
114285,1,929,10112,-
114285,2,692,10113,-
114285,4,654,34457,-
114285,8,614,14991,-
114285,16,557,4691,-
114285,32,490,59463,-
114285,64,415,51857,-
114285,128,373,6045,-
117460,1,877,16462,-
117460,2,696,10112,-
117460,4,630,14992,-
117460,8,601,14991,-
117460,16,568,4691,-
117460,32,464,59461,-
117460,64,407,51856,-
117460,128,377,6044,-
120634,1,877,16462,-
120634,2,696,10112,-
120634,4,630,14992,-
120634,8,601,14991,-
120634,16,568,4691,-
120634,32,464,59461,-
120634,64,407,51856,-
120634,128,377,6044,-
123809,1,1017,58960,-
123809,2,634,14992,-
123809,4,672,14991,-
123809,8,599,14991,-
123809,16,557,4690,-
123809,32,477,59459,-
123809,64,394,51857,-
123809,128,379,6043,-
126984,1,890,58960,-
126984,2,619,14992,-
126984,4,666,14991,-
126984,8,611,14991,-
126984,16,549,4691,-
126984,32,461,40882,-
126984,64,391,51856,-
126984,128,392,6043,-
130158,1,853,58960,-
130158,2,629,34458,-
130158,4,663,14991,-
130158,8,590,14991,-
130158,16,548,4691,-
130158,32,464,59459,-
130158,64,387,51856,-
130158,128,394,6043,-
133333,1,952,35515,-
133333,2,724,34458,-
133333,4,593,14991,-
133333,8,586,14991,-
133333,16,541,4691,-
133333,32,472,59459,-
133333,64,378,48338,-
133333,128,399,6043,-
136507,1,870,35515,-
136507,2,745,34458,-
136507,4,607,14991,-
136507,8,588,14991,-
136507,16,542,4691,-
136507,32,475,59459,-
136507,64,382,48339,-
136507,128,408,6043,-
139682,1,842,25416,-
139682,2,793,34458,-
139682,4,703,14572,-
139682,8,592,14991,-
139682,16,528,4691,-
139682,32,473,40881,-
139682,64,383,6011,-
139682,128,410,6043,-
142857,1,859,60073,-
142857,2,796,34458,-
142857,4,684,14572,-
142857,8,595,14991,-
142857,16,519,59471,-
142857,32,471,40881,-
142857,64,394,48338,-
142857,128,409,6043,-
146031,1,830,44945,-
146031,2,821,34458,-
146031,4,710,14572,-
146031,8,569,14989,-
146031,16,506,4687,-
146031,32,449,40882,-
146031,64,390,40864,-
146031,128,411,6043,-
149206,1,830,62027,-
149206,2,747,34458,-
149206,4,758,14572,-
149206,8,572,14989,-
149206,16,515,4687,-
149206,32,449,59458,-
149206,64,386,40864,-
149206,128,410,6043,-
152380,1,881,58956,-
152380,2,752,14988,-
152380,4,790,14572,-
152380,8,570,14574,-
152380,16,521,4686,-
152380,32,452,40879,-
152380,64,395,40864,-
152380,128,416,6043,-
155555,1,929,58956,-
155555,2,857,14571,-
155555,4,787,14572,-
155555,8,572,33769,-
155555,16,513,4686,-
155555,32,461,40880,-
155555,64,404,40864,-
155555,128,414,6043,-
158730,1,895,58956,-
158730,2,855,14571,-
158730,4,787,14572,-
158730,8,587,33769,-
158730,16,522,4686,-
158730,32,460,40880,-
158730,64,399,40864,-
158730,128,411,6043,-
161904,1,975,58955,-
161904,2,700,14571,-
161904,4,762,14571,-
161904,8,566,14989,-
161904,16,535,59462,-
161904,32,466,5995,-
161904,64,406,40862,-
161904,128,412,6043,-
165079,1,1088,58955,-
165079,2,787,34458,-
165079,4,781,14571,-
165079,8,565,59464,-
165079,16,532,59462,-
165079,32,470,5995,-
165079,64,406,40862,-
165079,128,414,6042,-
168253,1,992,59466,-
168253,2,789,34458,-
168253,4,657,14571,-
168253,8,570,33766,-
168253,16,542,59461,-
168253,32,489,5994,-
168253,64,410,40862,-
168253,128,413,6042,-
171428,1,992,59466,-
171428,2,789,34458,-
171428,4,657,14571,-
171428,8,570,33766,-
171428,16,542,59461,-
171428,32,489,5994,-
171428,64,410,40862,-
171428,128,413,6042,-
174603,1,862,18971,-
174603,2,791,34458,-
174603,4,657,15858,-
174603,8,560,17529,-
174603,16,538,59461,-
174603,32,484,5993,-
174603,64,406,40860,-
174603,128,408,6042,-
177777,1,862,18971,-
177777,2,791,34458,-
177777,4,657,15858,-
177777,8,560,17529,-
177777,16,538,59461,-
177777,32,484,5993,-
177777,64,406,40860,-
177777,128,408,6042,-
180952,1,862,18971,-
180952,2,791,34458,-
180952,4,657,15858,-
180952,8,560,17529,-
180952,16,538,59461,-
180952,32,484,5993,-
180952,64,406,40860,-
180952,128,408,6042,-
184126,1,840,25986,-
184126,2,799,34458,-
184126,4,655,15858,-
184126,8,596,17528,-
184126,16,546,59459,-
184126,32,475,5994,-
184126,64,410,40860,-
184126,128,410,6042,-
187301,1,878,6767,-
187301,2,742,25986,-
187301,4,648,15858,-
187301,8,593,17528,-
187301,16,554,59459,-
187301,32,478,5994,-
187301,64,410,40860,-
187301,128,411,6042,-
190476,1,820,28415,-
190476,2,856,34458,-
190476,4,612,59465,-
190476,8,586,17528,-
190476,16,548,59460,-
190476,32,476,5994,-
190476,64,412,40859,-
190476,128,416,6042,-
193650,1,858,38244,-
193650,2,854,34458,-
193650,4,611,33766,-
193650,8,610,33764,-
193650,16,550,59460,-
193650,32,481,5994,-
193650,64,407,40859,-
193650,128,419,6042,-
196825,1,986,62020,-
196825,2,852,34458,-
196825,4,600,33766,-
196825,8,557,5982,-
196825,16,546,59459,-
196825,32,472,5994,-
196825,64,398,40862,-
196825,128,416,6042,-
200000,1,939,62020,-
200000,2,849,34458,-
200000,4,626,34457,-
200000,8,526,17527,-
200000,16,554,59459,-
200000,32,471,5993,-
200000,64,406,40858,-
200000,128,407,6042,-
