dm,width,sigma_x100,t,verdict
57142,1,1095,33178,-
57142,2,767,64722,-
57142,4,749,21272,-
57142,8,546,21270,-
57142,16,442,26424,-
57142,32,487,35041,-
57142,64,517,26448,-
57142,128,394,26425,-
60317,1,1038,33178,-
60317,2,775,64721,-
60317,4,693,21271,-
60317,8,542,21271,-
60317,16,466,26423,-
60317,32,486,35040,-
60317,64,527,26447,-
60317,128,395,26424,-
63492,1,1038,33178,-
63492,2,775,64721,-
63492,4,693,21271,-
63492,8,542,21271,-
63492,16,466,26423,-
63492,32,486,35040,-
63492,64,527,26447,-
63492,128,395,26424,-
66666,1,1029,33178,-
66666,2,824,33196,-
66666,4,630,33196,-
66666,8,545,35047,-
66666,16,448,26463,-
66666,32,487,35045,-
66666,64,535,26447,-
66666,128,391,26423,-
69841,1,983,33178,-
69841,2,823,33196,-
69841,4,663,33196,-
69841,8,549,21270,-
69841,16,445,26463,-
69841,32,486,35039,-
69841,64,540,26446,-
69841,128,399,26423,-
73015,1,988,33178,-
73015,2,719,33196,-
73015,4,652,33196,-
73015,8,550,21270,-
73015,16,458,35050,-
73015,32,477,35037,-
73015,64,543,26446,-
73015,128,387,26423,-
76190,1,988,33178,-
76190,2,769,33196,-
76190,4,650,33196,-
76190,8,554,3512,-
76190,16,462,35050,-
76190,32,470,35038,-
76190,64,549,26446,-
76190,128,384,26423,-
79365,1,988,33178,-
79365,2,779,33196,-
79365,4,666,33195,-
79365,8,551,21270,-
79365,16,474,37371,-
79365,32,475,35038,-
79365,64,548,26446,-
79365,128,386,26423,-
82539,1,1010,33178,-
82539,2,739,26458,-
82539,4,687,33195,-
82539,8,543,3512,-
82539,16,504,37370,-
82539,32,500,35041,-
82539,64,540,26445,-
82539,128,385,26421,-
85714,1,1037,33178,-
85714,2,687,10459,-
85714,4,685,33195,-
85714,8,564,3512,-
85714,16,509,37370,-
85714,32,494,35041,-
85714,64,547,26445,-
85714,128,384,26421,-
88888,1,1020,33178,-
88888,2,792,26457,-
88888,4,625,33180,-
88888,8,553,35044,-
88888,16,545,37370,-
88888,32,505,35040,-
88888,64,551,26445,-
88888,128,388,34994,-
92063,1,1013,33178,-
92063,2,784,33179,-
92063,4,618,33180,-
92063,8,566,35044,-
92063,16,551,37370,-
92063,32,498,35040,-
92063,64,551,26445,-
92063,128,392,34994,-
95238,1,1117,33178,-
95238,2,860,33179,-
95238,4,601,33179,-
95238,8,527,35046,-
95238,16,525,37369,-
95238,32,494,35039,-
95238,64,546,26444,-
95238,128,392,34994,-
98412,1,1224,33178,-
98412,2,948,33179,-
98412,4,626,33179,-
98412,8,543,35046,-
98412,16,543,37369,-
98412,32,498,35039,-
98412,64,547,26444,-
98412,128,393,34993,-
101587,1,1295,33178,-
101587,2,956,33179,-
101587,4,645,33180,-
101587,8,520,35046,-
101587,16,537,37369,-
101587,32,485,35038,-
101587,64,545,26438,-
101587,128,395,34993,-
104761,1,1299,33178,-
104761,2,917,33179,-
104761,4,643,33180,-
104761,8,518,35047,-
104761,16,513,37369,-
104761,32,492,35038,-
104761,64,548,26438,-
104761,128,393,34993,-
107936,1,1312,33178,-
107936,2,937,33178,-
107936,4,631,33179,-
107936,8,521,35047,-
107936,16,524,37368,-
107936,32,491,35040,-
107936,64,558,26439,-
107936,128,393,34993,-
111111,1,1200,33178,-
111111,2,868,33178,-
111111,4,644,33179,-
111111,8,521,35044,-
111111,16,514,37368,-
111111,32,500,35037,-
111111,64,556,26439,-
111111,128,391,34992,-
114285,1,1200,33178,-
114285,2,868,33178,-
114285,4,644,33179,-
114285,8,521,35044,-
114285,16,514,37368,-
114285,32,500,35037,-
114285,64,556,26439,-
114285,128,391,34992,-
117460,1,1117,33178,-
117460,2,820,33179,-
117460,4,669,35045,-
117460,8,567,3512,-
117460,16,479,37368,-
117460,32,497,35036,-
117460,64,564,26439,-
117460,128,389,34992,-
120634,1,1117,33178,-
120634,2,820,33179,-
120634,4,669,35045,-
120634,8,567,3512,-
120634,16,479,37368,-
120634,32,497,35036,-
120634,64,564,26439,-
120634,128,389,34992,-
123809,1,1226,33178,-
123809,2,893,33178,-
123809,4,601,35045,-
123809,8,596,35047,-
123809,16,520,35043,-
123809,32,503,35035,-
123809,64,592,26438,-
123809,128,390,34992,-
126984,1,1298,33178,-
126984,2,864,33178,-
126984,4,614,35045,-
126984,8,587,3512,-
126984,16,511,35046,-
126984,32,492,35035,-
126984,64,584,26438,-
126984,128,396,34992,-
130158,1,1330,33178,-
130158,2,890,33179,-
130158,4,615,35045,-
130158,8,579,35047,-
130158,16,503,35043,-
130158,32,493,35035,-
130158,64,577,26438,-
130158,128,395,34992,-
133333,1,1203,33178,-
133333,2,848,33178,-
133333,4,618,35045,-
133333,8,596,35046,-
133333,16,510,35042,-
133333,32,485,35034,-
133333,64,603,26437,-
133333,128,388,34986,-
136507,1,1131,33178,-
136507,2,869,33178,-
136507,4,595,35045,-
136507,8,587,35046,-
136507,16,507,35042,-
136507,32,484,35034,-
136507,64,596,26437,-
136507,128,385,34991,-
139682,1,1142,33178,-
139682,2,838,33178,-
139682,4,578,33177,-
139682,8,592,35046,-
139682,16,507,35045,-
139682,32,479,26420,-
139682,64,600,26436,-
139682,128,392,26405,-
142857,1,1145,33178,-
142857,2,834,33178,-
142857,4,552,33178,-
142857,8,585,35046,-
142857,16,512,26451,-
142857,32,477,26420,-
142857,64,597,26436,-
142857,128,390,26405,-
146031,1,1094,33178,-
146031,2,768,33179,-
146031,4,583,35046,-
146031,8,590,35044,-
146031,16,535,35040,-
146031,32,478,35036,-
146031,64,593,26435,-
146031,128,409,34994,-
149206,1,1140,33178,-
149206,2,788,33178,-
149206,4,586,35046,-
149206,8,594,35046,-
149206,16,532,35040,-
149206,32,483,35041,-
149206,64,592,26436,-
149206,128,408,34994,-
152380,1,1197,33178,-
152380,2,826,33178,-
152380,4,734,35045,-
152380,8,607,26420,-
152380,16,529,35039,-
152380,32,511,35041,-
152380,64,594,26435,-
152380,128,419,34993,-
155555,1,1124,33178,-
155555,2,749,33179,-
155555,4,661,35045,-
155555,8,614,26420,-
155555,16,541,35039,-
155555,32,503,35041,-
155555,64,591,26435,-
155555,128,417,34993,-
158730,1,1084,33178,-
158730,2,758,33179,-
158730,4,664,35045,-
158730,8,618,26420,-
158730,16,534,35039,-
158730,32,502,35041,-
158730,64,592,26435,-
158730,128,415,34993,-
161904,1,1159,33178,-
161904,2,812,33178,-
161904,4,655,35045,-
161904,8,599,35043,-
161904,16,527,26423,-
161904,32,502,35040,-
161904,64,591,26435,-
161904,128,415,34992,-
165079,1,1145,33178,-
165079,2,816,33178,-
165079,4,625,35045,-
165079,8,639,26419,-
165079,16,546,26423,-
165079,32,510,35040,-
165079,64,580,26435,-
165079,128,421,34992,-
168253,1,1187,33178,-
168253,2,828,33179,-
168253,4,665,35045,-
168253,8,645,26418,-
168253,16,540,26422,-
168253,32,507,35040,-
168253,64,578,26435,-
168253,128,414,34993,-
171428,1,1187,33178,-
171428,2,828,33179,-
171428,4,665,35045,-
171428,8,645,26418,-
171428,16,540,26422,-
171428,32,507,35040,-
171428,64,578,26435,-
171428,128,414,34993,-
174603,1,1190,33178,-
174603,2,842,33178,-
174603,4,709,35045,-
174603,8,650,26417,-
174603,16,542,26421,-
174603,32,500,35039,-
174603,64,572,26432,-
174603,128,415,34992,-
177777,1,1190,33178,-
177777,2,842,33178,-
177777,4,709,35045,-
177777,8,650,26417,-
177777,16,542,26421,-
177777,32,500,35039,-
177777,64,572,26432,-
177777,128,415,34992,-
180952,1,1190,33178,-
180952,2,842,33178,-
180952,4,709,35045,-
180952,8,650,26417,-
180952,16,542,26421,-
180952,32,500,35039,-
180952,64,572,26432,-
180952,128,415,34992,-
184126,1,996,33178,-
184126,2,792,33178,-
184126,4,742,26417,-
184126,8,619,26419,-
184126,16,537,35039,-
184126,32,506,35039,-
184126,64,572,26431,-
184126,128,420,34991,-
187301,1,1004,33178,-
187301,2,787,33178,-
187301,4,750,26417,-
187301,8,630,26417,-
187301,16,548,35039,-
187301,32,496,35039,-
187301,64,575,26431,-
187301,128,417,34991,-
190476,1,1127,33178,-
190476,2,925,33179,-
190476,4,726,26417,-
190476,8,660,26417,-
190476,16,536,35039,-
190476,32,499,35038,-
190476,64,572,26431,-
190476,128,412,34991,-
193650,1,1267,33178,-
193650,2,913,33179,-
193650,4,724,26417,-
193650,8,629,26418,-
193650,16,546,35039,-
193650,32,505,35038,-
193650,64,566,26430,-
193650,128,418,34990,-
196825,1,1390,33178,-
196825,2,947,33178,-
196825,4,747,33177,-
196825,8,626,26418,-
196825,16,541,35039,-
196825,32,494,35037,-
196825,64,566,26430,-
196825,128,416,34990,-
200000,1,1356,33178,-
200000,2,955,33178,-
200000,4,746,26416,-
200000,8,639,26417,-
200000,16,548,26420,-
200000,32,503,35037,-
200000,64,570,26430,-
200000,128,415,34989,-
