dm,width,sigma_x100,t,verdict
0,1,907,42438,-
0,2,715,42439,-
0,4,563,20695,-
0,8,584,42442,-
0,16,514,46275,-
0,32,465,45167,-
0,64,445,45177,-
0,128,443,45164,-
3174,1,907,42438,-
3174,2,715,42439,-
3174,4,563,20695,-
3174,8,584,42442,-
3174,16,514,46275,-
3174,32,465,45167,-
3174,64,445,45177,-
3174,128,443,45164,-
6349,1,907,42438,-
6349,2,715,42439,-
6349,4,563,20695,-
6349,8,584,42442,-
6349,16,514,46275,-
6349,32,465,45167,-
6349,64,445,45177,-
6349,128,443,45164,-
9523,1,916,27388,-
9523,2,684,41211,-
9523,4,610,19228,-
9523,8,521,46271,-
9523,16,521,46274,-
9523,32,462,45167,-
9523,64,443,45167,-
9523,128,437,45165,-
12698,1,861,50223,-
12698,2,661,41211,-
12698,4,596,19228,-
12698,8,503,33519,-
12698,16,532,46274,-
12698,32,463,42891,-
12698,64,441,45167,-
12698,128,435,45168,-
15873,1,861,13677,-
15873,2,683,33515,-
15873,4,591,19228,-
15873,8,526,33518,-
15873,16,520,46274,-
15873,32,457,42891,-
15873,64,447,45167,-
15873,128,444,45175,-
19047,1,876,62027,-
19047,2,682,33515,-
19047,4,585,19228,-
19047,8,537,33518,-
19047,16,522,46274,-
19047,32,457,42891,-
19047,64,446,45154,-
19047,128,440,45175,-
22222,1,904,9449,-
22222,2,718,19227,-
22222,4,615,31615,-
22222,8,520,33518,-
22222,16,509,46273,-
22222,32,448,42890,-
22222,64,450,45166,-
22222,128,439,45165,-
25396,1,882,9449,-
25396,2,694,19227,-
25396,4,568,31615,-
25396,8,510,33518,-
25396,16,519,46273,-
25396,32,451,42889,-
25396,64,447,45166,-
25396,128,438,45165,-
28571,1,882,9449,-
28571,2,694,19227,-
28571,4,568,31615,-
28571,8,510,33518,-
28571,16,519,46273,-
28571,32,451,42889,-
28571,64,447,45166,-
28571,128,438,45165,-
31746,1,1058,42434,-
31746,2,682,42435,-
31746,4,571,12089,-
31746,8,514,65034,-
31746,16,509,46272,-
31746,32,457,42889,-
31746,64,457,45165,-
31746,128,441,45164,-
34920,1,1031,42434,-
34920,2,731,42435,-
34920,4,573,12089,-
34920,8,546,33518,-
34920,16,543,46271,-
34920,32,459,42889,-
34920,64,453,45165,-
34920,128,439,45164,-
38095,1,919,65030,-
38095,2,674,2550,-
38095,4,574,12089,-
38095,8,542,33518,-
38095,16,537,46271,-
38095,32,438,42890,-
38095,64,440,45165,-
38095,128,442,45164,-
41269,1,887,65030,-
41269,2,661,2550,-
41269,4,556,12089,-
41269,8,525,33518,-
41269,16,539,46271,-
41269,32,438,42432,-
41269,64,443,45166,-
41269,128,447,45164,-
44444,1,916,50218,-
44444,2,746,50218,-
44444,4,552,2120,-
44444,8,569,33518,-
44444,16,519,46270,-
44444,32,451,42889,-
44444,64,437,45166,-
44444,128,439,45164,-
47619,1,910,50218,-
47619,2,743,50218,-
47619,4,588,2120,-
47619,8,572,33518,-
47619,16,526,46270,-
47619,32,444,42889,-
47619,64,439,45167,-
47619,128,445,45164,-
50793,1,976,50217,-
50793,2,682,50217,-
50793,4,615,12089,-
50793,8,559,33518,-
50793,16,554,46268,-
50793,32,436,3345,-
50793,64,447,45166,-
50793,128,442,45164,-
53968,1,976,50217,-
53968,2,682,50217,-
53968,4,615,12089,-
53968,8,559,33518,-
53968,16,554,46268,-
53968,32,436,3345,-
53968,64,447,45166,-
53968,128,442,45164,-
57142,1,976,50217,-
57142,2,682,50217,-
57142,4,615,12089,-
57142,8,559,33518,-
57142,16,554,46268,-
57142,32,436,3345,-
57142,64,447,45166,-
57142,128,442,45164,-
60317,1,848,50216,-
60317,2,672,12088,-
60317,4,586,64268,-
60317,8,536,12088,-
60317,16,560,46267,-
60317,32,446,42431,-
60317,64,449,45165,-
60317,128,437,45171,-
63492,1,848,50216,-
63492,2,672,12088,-
63492,4,586,64268,-
63492,8,536,12088,-
63492,16,560,46267,-
63492,32,446,42431,-
63492,64,449,45165,-
63492,128,437,45171,-
66666,1,906,65356,-
66666,2,738,12088,-
66666,4,790,12089,-
66666,8,545,12087,-
66666,16,587,46267,-
66666,32,456,42430,-
66666,64,442,45164,-
66666,128,431,45171,-
69841,1,910,65356,-
69841,2,733,12088,-
69841,4,764,12089,-
69841,8,544,12087,-
69841,16,582,46267,-
69841,32,456,42430,-
69841,64,440,45164,-
69841,128,429,45171,-
73015,1,898,24452,-
73015,2,729,12088,-
73015,4,721,12089,-
73015,8,566,12086,-
73015,16,543,46267,-
73015,32,465,28636,-
73015,64,427,45165,-
73015,128,430,45170,-
76190,1,856,10358,-
76190,2,713,33515,-
76190,4,712,12089,-
76190,8,567,12086,-
76190,16,544,46267,-
76190,32,448,28636,-
76190,64,430,45165,-
76190,128,430,45171,-
79365,1,843,24452,-
79365,2,732,33515,-
79365,4,717,12089,-
79365,8,567,12088,-
79365,16,521,46267,-
79365,32,452,3343,-
79365,64,429,42878,-
79365,128,430,45164,-
82539,1,1056,42040,-
82539,2,938,12088,-
82539,4,727,12087,-
82539,8,562,12088,-
82539,16,513,46267,-
82539,32,461,28635,-
82539,64,426,45165,-
82539,128,430,45171,-
85714,1,1114,42040,-
85714,2,944,12088,-
85714,4,731,12087,-
85714,8,562,12085,-
85714,16,521,46265,-
85714,32,452,28634,-
85714,64,425,45186,-
85714,128,430,45172,-
88888,1,972,10358,-
88888,2,813,12088,-
88888,4,678,12087,-
88888,8,550,12088,-
88888,16,506,65025,-
88888,32,458,28634,-
88888,64,426,45164,-
88888,128,434,45171,-
92063,1,1028,10358,-
92063,2,823,12088,-
92063,4,675,12087,-
92063,8,543,12088,-
92063,16,522,46264,-
92063,32,459,3346,-
92063,64,425,45157,-
92063,128,438,45171,-
95238,1,1042,10358,-
95238,2,756,10359,-
95238,4,666,12087,-
95238,8,610,12088,-
95238,16,491,46264,-
95238,32,459,3345,-
95238,64,430,45155,-
95238,128,443,45171,-
98412,1,1032,65022,-
98412,2,724,10359,-
98412,4,656,12087,-
98412,8,565,12088,-
98412,16,495,46263,-
98412,32,466,3345,-
98412,64,429,45163,-
98412,128,441,45171,-
101587,1,1018,10358,-
101587,2,757,65021,-
101587,4,611,12087,-
101587,8,589,12087,-
101587,16,494,46263,-
101587,32,465,3343,-
101587,64,442,45154,-
101587,128,433,45170,-
104761,1,1028,10358,-
104761,2,755,65021,-
104761,4,589,10357,-
104761,8,593,12087,-
104761,16,497,46263,-
104761,32,464,3343,-
104761,64,443,45154,-
104761,128,436,45170,-
107936,1,980,10358,-
107936,2,788,65021,-
107936,4,600,20681,-
107936,8,573,12087,-
107936,16,496,46263,-
107936,32,463,3344,-
107936,64,444,45155,-
107936,128,434,45170,-
111111,1,1088,65020,-
111111,2,768,65021,-
111111,4,638,42422,-
111111,8,561,12086,-
111111,16,478,46263,-
111111,32,456,3342,-
111111,64,449,45154,-
111111,128,432,45154,-
114285,1,1088,65020,-
114285,2,768,65021,-
