dm,width,sigma_x100,t,verdict
0,1,813,38379,-
0,2,904,38379,-
0,4,716,38380,-
0,8,524,38381,-
0,16,500,4099,-
0,32,419,29333,-
0,64,375,29350,-
0,128,396,29348,-
3174,1,813,38379,-
3174,2,904,38379,-
3174,4,716,38380,-
3174,8,524,38381,-
3174,16,500,4099,-
3174,32,419,29333,-
3174,64,375,29350,-
3174,128,396,29348,-
6349,1,813,38379,-
6349,2,904,38379,-
6349,4,716,38380,-
6349,8,524,38381,-
6349,16,500,4099,-
6349,32,419,29333,-
6349,64,375,29350,-
6349,128,396,29348,-
9523,1,871,56506,-
9523,2,816,26673,-
9523,4,716,38378,-
9523,8,603,38380,-
9523,16,514,4098,-
9523,32,420,29333,-
9523,64,375,29350,-
9523,128,397,29349,-
12698,1,917,52775,-
12698,2,800,26673,-
12698,4,724,38379,-
12698,8,596,38380,-
12698,16,494,4098,-
12698,32,408,29333,-
12698,64,376,29350,-
12698,128,395,29349,-
15873,1,1113,26672,-
15873,2,782,26673,-
15873,4,683,38378,-
15873,8,583,38379,-
15873,16,470,4613,-
15873,32,403,29332,-
15873,64,373,29348,-
15873,128,393,29348,-
19047,1,1085,26672,-
19047,2,801,26673,-
19047,4,693,38378,-
19047,8,591,38379,-
19047,16,474,4098,-
19047,32,417,1543,-
19047,64,370,29348,-
19047,128,394,29348,-
22222,1,909,14218,-
22222,2,698,39141,-
22222,4,659,26673,-
22222,8,611,38378,-
22222,16,480,4613,-
22222,32,411,31,-
22222,64,375,29348,-
22222,128,398,29348,-
25396,1,930,39140,-
25396,2,729,39141,-
25396,4,672,26673,-
25396,8,622,38378,-
25396,16,483,4096,-
25396,32,401,29329,-
25396,64,378,29348,-
25396,128,398,29348,-
28571,1,930,39140,-
28571,2,729,39141,-
28571,4,672,26673,-
28571,8,622,38378,-
28571,16,483,4096,-
28571,32,401,29329,-
28571,64,378,29348,-
28571,128,398,29348,-
31746,1,876,41565,-
31746,2,779,1127,-
31746,4,663,26672,-
31746,8,609,38377,-
31746,16,495,4611,-
31746,32,424,31,-
31746,64,376,29345,-
31746,128,398,29350,-
34920,1,904,41565,-
34920,2,771,1127,-
34920,4,677,26672,-
34920,8,623,38377,-
34920,16,497,4611,-
34920,32,422,31,-
34920,64,378,29344,-
34920,128,395,29349,-
38095,1,871,38379,-
38095,2,780,1127,-
38095,4,656,1128,-
38095,8,625,38376,-
38095,16,511,4610,-
38095,32,430,31,-
38095,64,377,29344,-
38095,128,396,29349,-
41269,1,856,38379,-
41269,2,729,1127,-
41269,4,654,2846,-
41269,8,632,38376,-
41269,16,511,4610,-
41269,32,434,31,-
41269,64,378,29345,-
41269,128,398,29349,-
44444,1,907,49960,-
44444,2,818,1127,-
44444,4,662,1128,-
44444,8,616,38376,-
44444,16,508,4610,-
44444,32,427,31,-
44444,64,371,29344,-
44444,128,393,29348,-
47619,1,913,49960,-
47619,2,756,1127,-
47619,4,610,1128,-
47619,8,621,38376,-
47619,16,511,4610,-
47619,32,425,31,-
47619,64,373,29344,-
47619,128,402,29348,-
50793,1,972,52769,-
50793,2,831,1127,-
50793,4,582,1128,-
50793,8,569,52768,-
50793,16,494,4610,-
50793,32,430,31,-
50793,64,373,14016,-
50793,128,396,29348,-
53968,1,972,52769,-
53968,2,831,1127,-
53968,4,582,1128,-
53968,8,569,52768,-
53968,16,494,4610,-
53968,32,430,31,-
53968,64,373,14016,-
53968,128,396,29348,-
57142,1,972,52769,-
57142,2,831,1127,-
57142,4,582,1128,-
57142,8,569,52768,-
57142,16,494,4610,-
57142,32,430,31,-
57142,64,373,14016,-
57142,128,396,29348,-
60317,1,933,5276,-
60317,2,720,1127,-
60317,4,635,52768,-
60317,8,572,52767,-
60317,16,492,4607,-
60317,32,443,31,-
60317,64,372,14015,-
60317,128,374,29353,-
63492,1,933,5276,-
63492,2,720,1127,-
63492,4,635,52768,-
63492,8,572,52767,-
63492,16,492,4607,-
63492,32,443,31,-
63492,64,372,14015,-
63492,128,374,29353,-
66666,1,896,7025,-
66666,2,712,27878,-
66666,4,622,1128,-
66666,8,572,38373,-
66666,16,499,4607,-
66666,32,450,31,-
66666,64,373,27905,-
66666,128,377,29353,-
69841,1,918,7025,-
69841,2,738,27878,-
69841,4,612,27879,-
69841,8,578,52766,-
69841,16,490,4607,-
69841,32,454,31,-
69841,64,372,14014,-
69841,128,371,29351,-
73015,1,792,21711,-
73015,2,734,32293,-
73015,4,607,61859,-
73015,8,573,4609,-
73015,16,505,18,-
73015,32,472,31,-
73015,64,378,27904,-
73015,128,377,29349,-
76190,1,798,28276,-
76190,2,733,32293,-
76190,4,663,27878,-
76190,8,600,4609,-
76190,16,492,18,-
76190,32,459,31,-
76190,64,377,27904,-
76190,128,373,29349,-
79365,1,798,4608,-
79365,2,722,32293,-
79365,4,621,27878,-
79365,8,606,4609,-
79365,16,505,4606,-
79365,32,467,31,-
79365,64,374,14014,-
79365,128,375,29350,-
82539,1,886,32292,-
82539,2,745,32293,-
82539,4,625,52765,-
82539,8,609,4609,-
82539,16,487,4611,-
82539,32,448,30,-
82539,64,377,14014,-
82539,128,378,29348,-
85714,1,885,32292,-
85714,2,756,32293,-
85714,4,676,27877,-
85714,8,594,38371,-
85714,16,487,4610,-
85714,32,434,30,-
85714,64,375,14014,-
85714,128,375,29348,-
88888,1,892,7025,-
88888,2,790,1127,-
88888,4,621,52764,-
88888,8,578,52766,-
88888,16,485,4611,-
88888,32,435,31,-
88888,64,381,27902,-
88888,128,375,29349,-
92063,1,869,7025,-
92063,2,760,52765,-
92063,4,665,27876,-
92063,8,592,4607,-
92063,16,483,4610,-
92063,32,440,31,-
92063,64,380,27902,-
92063,128,371,29348,-
95238,1,921,7025,-
95238,2,788,28621,-
95238,4,616,61856,-
95238,8,621,4606,-
95238,16,478,4610,-
95238,32,430,28,-
95238,64,376,27902,-
95238,128,374,29349,-
98412,1,868,33256,-
98412,2,781,28621,-
98412,4,634,28621,-
98412,8,604,4607,-
98412,16,484,4610,-
98412,32,437,31,-
98412,64,379,27901,-
98412,128,371,29348,-
101587,1,968,16866,-
101587,2,766,28621,-
101587,4,622,56508,-
101587,8,619,4605,-
101587,16,472,52765,-
101587,32,427,27,-
101587,64,376,27901,-
101587,128,371,29348,-
104761,1,980,16866,-
104761,2,761,28621,-
104761,4,596,56508,-
104761,8,620,4605,-
104761,16,474,52765,-
104761,32,434,27,-
104761,64,375,27901,-
104761,128,372,29348,-
107936,1,986,62891,-
107936,2,734,28621,-
107936,4,667,13077,-
107936,8,621,4605,-
107936,16,478,52765,-
107936,32,438,31,-
107936,64,368,27900,-
107936,128,373,29348,-
111111,1,921,34269,-
111111,2,683,1127,-
