dm,width,sigma_x100,t,verdict
111111,4,656,13077,-
111111,8,629,4605,-
111111,16,475,52765,-
111111,32,472,31,-
111111,64,367,14037,-
111111,128,368,29348,-
114285,1,921,34269,-
114285,2,683,1127,-
114285,4,656,13077,-
114285,8,629,4605,-
114285,16,475,52765,-
114285,32,472,31,-
114285,64,367,14037,-
114285,128,368,29348,-
117460,1,798,17,-
117460,2,714,56506,-
117460,4,722,17,-
117460,8,646,4603,-
117460,16,485,52764,-
117460,32,494,31,-
117460,64,366,14037,-
117460,128,348,29348,-
120634,1,798,17,-
120634,2,714,56506,-
120634,4,722,17,-
120634,8,646,4603,-
120634,16,485,52764,-
120634,32,494,31,-
120634,64,366,14037,-
120634,128,348,29348,-
123809,1,860,64340,-
123809,2,734,7026,-
123809,4,704,16,-
123809,8,657,4603,-
123809,16,480,22,-
123809,32,458,30,-
123809,64,367,29331,-
123809,128,351,52752,-
126984,1,928,4605,-
126984,2,722,7026,-
126984,4,721,17,-
126984,8,654,4603,-
126984,16,485,4607,-
126984,32,461,31,-
126984,64,368,29330,-
126984,128,357,52752,-
130158,1,960,7025,-
130158,2,701,3269,-
130158,4,721,17,-
130158,8,656,4603,-
130158,16,486,4607,-
130158,32,468,30,-
130158,64,367,29330,-
130158,128,354,52752,-
133333,1,1040,7025,-
133333,2,746,3269,-
133333,4,702,16,-
133333,8,650,4602,-
133333,16,486,4598,-
133333,32,454,14022,-
133333,64,374,29330,-
133333,128,345,52752,-
136507,1,1038,15,-
136507,2,743,3269,-
136507,4,741,16,-
136507,8,639,4602,-
136507,16,502,4598,-
136507,32,442,14022,-
136507,64,376,29329,-
136507,128,351,52751,-
139682,1,854,34265,-
139682,2,793,15,-
139682,4,734,16,-
139682,8,601,4602,-
139682,16,488,9485,-
139682,32,437,14022,-
139682,64,380,29328,-
139682,128,350,52750,-
142857,1,861,64087,-
142857,2,770,15,-
142857,4,716,16,-
142857,8,571,4602,-
142857,16,485,9485,-
142857,32,461,14021,-
142857,64,384,29328,-
142857,128,351,52750,-
146031,1,1099,7025,-
146031,2,760,7025,-
146031,4,658,4604,-
146031,8,581,21704,-
146031,16,499,9485,-
146031,32,451,14021,-
146031,64,403,29328,-
146031,128,360,52749,-
149206,1,1089,7025,-
149206,2,769,7025,-
149206,4,665,4604,-
149206,8,577,21704,-
149206,16,502,9485,-
149206,32,454,14021,-
149206,64,404,29328,-
149206,128,361,52749,-
152380,1,844,21700,-
152380,2,748,28613,-
152380,4,583,28613,-
152380,8,592,21703,-
152380,16,528,9484,-
152380,32,459,14020,-
152380,64,403,29328,-
152380,128,361,52749,-
155555,1,851,21700,-
155555,2,748,28613,-
155555,4,618,28613,-
155555,8,614,21703,-
155555,16,524,9485,-
155555,32,445,14020,-
155555,64,403,29327,-
155555,128,367,52749,-
158730,1,889,21700,-
158730,2,712,28613,-
158730,4,604,28613,-
158730,8,607,21703,-
158730,16,526,9484,-
158730,32,447,14020,-
158730,64,404,29327,-
158730,128,363,52748,-
161904,1,958,30971,-
161904,2,706,30971,-
161904,4,604,28613,-
161904,8,581,21703,-
161904,16,549,9484,-
161904,32,437,14020,-
161904,64,404,29327,-
161904,128,362,52748,-
165079,1,931,30971,-
165079,2,728,28613,-
165079,4,607,28613,-
165079,8,625,21703,-
165079,16,547,9484,-
165079,32,429,14020,-
165079,64,408,29326,-
165079,128,370,52748,-
168253,1,791,60951,-
168253,2,638,24609,-
168253,4,577,1127,-
168253,8,538,21702,-
168253,16,519,9484,-
168253,32,431,14018,-
168253,64,411,29326,-
168253,128,361,52747,-
171428,1,791,60951,-
171428,2,638,24609,-
171428,4,577,1127,-
171428,8,538,21702,-
171428,16,519,9484,-
171428,32,431,14018,-
171428,64,411,29326,-
171428,128,361,52747,-
174603,1,930,42156,-
174603,2,759,42157,-
174603,4,592,42158,-
174603,8,510,21700,-
174603,16,516,9482,-
174603,32,433,14018,-
174603,64,410,29326,-
174603,128,361,52746,-
177777,1,930,42156,-
177777,2,759,42157,-
177777,4,592,42158,-
177777,8,510,21700,-
177777,16,516,9482,-
177777,32,433,14018,-
177777,64,410,29326,-
177777,128,361,52746,-
180952,1,930,42156,-
180952,2,759,42157,-
180952,4,592,42158,-
180952,8,510,21700,-
180952,16,516,9482,-
180952,32,433,14018,-
180952,64,410,29326,-
180952,128,361,52746,-
184126,1,1012,42156,-
184126,2,726,42156,-
184126,4,625,30970,-
184126,8,531,21699,-
184126,16,494,61851,-
184126,32,452,14016,-
184126,64,408,29326,-
184126,128,357,52746,-
187301,1,1038,42156,-
187301,2,727,42156,-
187301,4,612,30970,-
187301,8,532,21699,-
187301,16,504,61851,-
187301,32,449,14016,-
187301,64,396,14037,-
187301,128,358,52746,-
190476,1,937,57765,-
190476,2,673,27861,-
190476,4,658,56508,-
190476,8,549,21698,-
190476,16,520,9481,-
190476,32,439,14015,-
190476,64,384,14037,-
190476,128,352,52747,-
193650,1,986,573,-
193650,2,661,49181,-
193650,4,623,56508,-
193650,8,543,21698,-
193650,16,491,61850,-
193650,32,454,14015,-
193650,64,384,14037,-
193650,128,352,52746,-
196825,1,945,49105,-
196825,2,775,9382,-
196825,4,646,56508,-
196825,8,530,56506,-
196825,16,483,57772,-
196825,32,440,14015,-
196825,64,389,27887,-
196825,128,359,52746,-
200000,1,951,64340,-
200000,2,758,9382,-
200000,4,606,56508,-
200000,8,537,56506,-
200000,16,489,57772,-
200000,32,472,14014,-
200000,64,394,29331,-
200000,128,352,52746,-
