dm,width,sigma_x100,t,verdict
0,1,851,26937,-
0,2,679,30534,-
0,4,586,43100,-
0,8,540,30537,-
0,16,546,30541,-
0,32,644,30549,-
0,64,514,54458,-
0,128,388,54465,-
3174,1,851,26937,-
3174,2,679,30534,-
3174,4,586,43100,-
3174,8,540,30537,-
3174,16,546,30541,-
3174,32,644,30549,-
3174,64,514,54458,-
3174,128,388,54465,-
6349,1,851,26937,-
6349,2,679,30534,-
6349,4,586,43100,-
6349,8,540,30537,-
6349,16,546,30541,-
6349,32,644,30549,-
6349,64,514,54458,-
6349,128,388,54465,-
9523,1,854,15798,-
9523,2,697,21419,-
9523,4,609,35025,-
9523,8,498,1148,-
9523,16,508,30541,-
9523,32,625,30549,-
9523,64,521,54457,-
9523,128,390,54465,-
12698,1,895,35024,-
12698,2,709,21419,-
12698,4,625,35025,-
12698,8,493,43099,-
12698,16,488,30539,-
12698,32,611,30549,-
12698,64,522,54457,-
12698,128,392,54465,-
15873,1,920,1144,-
15873,2,807,35024,-
15873,4,630,35025,-
15873,8,493,43099,-
15873,16,491,30539,-
15873,32,571,30548,-
15873,64,517,54456,-
15873,128,393,54465,-
19047,1,914,35023,-
19047,2,819,35024,-
19047,4,643,35025,-
19047,8,496,43099,-
19047,16,489,30538,-
19047,32,573,30548,-
19047,64,518,54456,-
19047,128,397,54465,-
22222,1,920,19460,-
22222,2,685,1144,-
22222,4,600,1143,-
22222,8,488,43098,-
22222,16,496,30538,-
22222,32,578,30546,-
22222,64,518,54455,-
22222,128,387,54465,-
25396,1,927,19460,-
25396,2,665,48321,-
25396,4,621,1143,-
25396,8,489,43098,-
25396,16,486,30538,-
25396,32,569,30546,-
25396,64,519,54455,-
25396,128,386,54466,-
28571,1,927,19460,-
28571,2,665,48321,-
28571,4,621,1143,-
28571,8,489,43098,-
28571,16,486,30538,-
28571,32,569,30546,-
28571,64,519,54455,-
28571,128,386,54466,-
31746,1,787,59182,-
31746,2,680,35056,-
31746,4,578,47091,-
31746,8,524,43098,-
31746,16,491,30535,-
31746,32,578,30545,-
31746,64,524,54454,-
31746,128,386,54465,-
34920,1,853,2086,-
34920,2,681,1142,-
34920,4,600,1143,-
34920,8,525,43098,-
34920,16,504,30535,-
34920,32,569,30545,-
34920,64,527,54454,-
34920,128,395,54465,-
38095,1,999,1141,-
38095,2,714,1141,-
38095,4,650,1143,-
38095,8,525,59378,-
38095,16,520,30534,-
38095,32,563,30549,-
38095,64,536,54453,-
38095,128,394,54465,-
41269,1,1003,1141,-
41269,2,744,1141,-
41269,4,616,1143,-
41269,8,561,59378,-
41269,16,504,30534,-
41269,32,567,30549,-
41269,64,538,54453,-
41269,128,393,54466,-
44444,1,856,25099,-
44444,2,746,1141,-
44444,4,638,1142,-
44444,8,580,59377,-
44444,16,514,30534,-
44444,32,566,30549,-
44444,64,531,54453,-
44444,128,390,54465,-
47619,1,855,25099,-
47619,2,776,1141,-
47619,4,665,1142,-
47619,8,579,59377,-
47619,16,522,30534,-
47619,32,561,30549,-
47619,64,533,54453,-
47619,128,389,54465,-
50793,1,866,59379,-
50793,2,680,18287,-
50793,4,607,36792,-
50793,8,635,59376,-
50793,16,534,30534,-
50793,32,564,30542,-
50793,64,522,54453,-
50793,128,388,54465,-
53968,1,866,59379,-
53968,2,680,18287,-
53968,4,607,36792,-
53968,8,635,59376,-
53968,16,534,30534,-
53968,32,564,30542,-
53968,64,522,54453,-
53968,128,388,54465,-
57142,1,866,59379,-
57142,2,680,18287,-
57142,4,607,36792,-
57142,8,635,59376,-
57142,16,534,30534,-
57142,32,564,30542,-
57142,64,522,54453,-
57142,128,388,54465,-
60317,1,813,59590,-
60317,2,653,18286,-
60317,4,590,36792,-
60317,8,663,59376,-
60317,16,526,30533,-
60317,32,547,30541,-
60317,64,509,54450,-
60317,128,388,54464,-
63492,1,813,59590,-
63492,2,653,18286,-
63492,4,590,36792,-
63492,8,663,59376,-
63492,16,526,30533,-
63492,32,547,30541,-
63492,64,509,54450,-
63492,128,388,54464,-
66666,1,888,6262,-
66666,2,824,9474,-
66666,4,593,30550,-
66666,8,579,59376,-
66666,16,505,30532,-
66666,32,555,30540,-
66666,64,507,54450,-
66666,128,388,54464,-
69841,1,880,6262,-
69841,2,759,2102,-
69841,4,572,30550,-
69841,8,599,59375,-
69841,16,511,30532,-
69841,32,566,30540,-
69841,64,509,54450,-
69841,128,372,54464,-
73015,1,961,9473,-
73015,2,741,9473,-
73015,4,540,36791,-
73015,8,544,59374,-
73015,16,494,30531,-
73015,32,560,30548,-
73015,64,509,54449,-
73015,128,366,54463,-
76190,1,975,9473,-
76190,2,742,9473,-
76190,4,551,36791,-
76190,8,541,59373,-
76190,16,503,30531,-
76190,32,562,30548,-
76190,64,509,54449,-
76190,128,368,54463,-
79365,1,936,9473,-
79365,2,693,9473,-
79365,4,565,30535,-
79365,8,566,59373,-
79365,16,505,30531,-
79365,32,563,30539,-
79365,64,506,30550,-
79365,128,371,54464,-
82539,1,944,41992,-
82539,2,698,41993,-
82539,4,555,30549,-
82539,8,585,59373,-
82539,16,483,30531,-
82539,32,549,30539,-
82539,64,504,54441,-
82539,128,365,54453,-
85714,1,951,41992,-
85714,2,687,41993,-
85714,4,544,37119,-
85714,8,562,59373,-
85714,16,477,30531,-
85714,32,547,30547,-
85714,64,508,54441,-
85714,128,364,54460,-
88888,1,793,61883,-
88888,2,638,30534,-
88888,4,575,59375,-
88888,8,595,59372,-
88888,16,482,30528,-
88888,32,562,30536,-
88888,64,508,54440,-
88888,128,366,54461,-
92063,1,781,19511,-
92063,2,632,30534,-
92063,4,573,59374,-
92063,8,571,59372,-
92063,16,488,30528,-
92063,32,564,30536,-
92063,64,509,54441,-
92063,128,367,54461,-
95238,1,925,1133,-
95238,2,624,1134,-
95238,4,568,59374,-
95238,8,513,59371,-
95238,16,487,30528,-
95238,32,565,30536,-
95238,64,509,54441,-
95238,128,368,54460,-
98412,1,853,1133,-
98412,2,624,59374,-
98412,4,624,59374,-
98412,8,557,59371,-
98412,16,489,30528,-
98412,32,563,30536,-
98412,64,510,54441,-
98412,128,371,54460,-
101587,1,849,41992,-
101587,2,632,1133,-
101587,4,606,59374,-
101587,8,496,38206,-
101587,16,458,59373,-
101587,32,558,30536,-
101587,64,513,54439,-
101587,128,369,54460,-
104761,1,822,41992,-
104761,2,633,1133,-
104761,4,612,59374,-
104761,8,489,38206,-
104761,16,455,30528,-
104761,32,557,30536,-
104761,64,506,54441,-
104761,128,369,54450,-
107936,1,768,64895,-
107936,2,637,1133,-
107936,4,603,59374,-
107936,8,488,25352,-
107936,16,453,62514,-
107936,32,561,30536,-
107936,64,505,54439,-
107936,128,368,54450,-
111111,1,797,48731,-
111111,2,674,40864,-
111111,4,533,44275,-
111111,8,501,38206,-
111111,16,480,59372,-
111111,32,541,30535,-
111111,64,508,54439,-
111111,128,368,54450,-
114285,1,797,48731,-
114285,2,674,40864,-
114285,4,533,44275,-
114285,8,501,38206,-
114285,16,480,59372,-
114285,32,541,30535,-
114285,64,508,54439,-
114285,128,368,54450,-
117460,1,1004,40863,-
117460,2,702,40863,-
117460,4,630,44275,-
117460,8,505,38205,-
117460,16,457,1126,-
117460,32,547,30545,-
117460,64,502,54439,-
117460,128,370,54450,-
120634,1,1004,40863,-
120634,2,702,40863,-
120634,4,630,44275,-
120634,8,505,38205,-
120634,16,457,1126,-
120634,32,547,30545,-
120634,64,502,54439,-
120634,128,370,54450,-
123809,1,879,19506,-
123809,2,720,12613,-
123809,4,585,44274,-
123809,8,540,25351,-
123809,16,459,44270,-
123809,32,534,30536,-
123809,64,511,54441,-
123809,128,371,54450,-
126984,1,810,19506,-
126984,2,650,40863,-
126984,4,588,44274,-
126984,8,527,44273,-
126984,16,465,1126,-
126984,32,539,30536,-
126984,64,511,54441,-
126984,128,372,54449,-
130158,1,797,46407,-
130158,2,649,40863,-
130158,4,584,44274,-
130158,8,539,25351,-
130158,16,464,1126,-
130158,32,541,30536,-
130158,64,505,54441,-
130158,128,368,54449,-
133333,1,825,63375,-
133333,2,765,1083,-
133333,4,574,38995,-
133333,8,538,60792,-
133333,16,465,59370,-
133333,32,551,30536,-
133333,64,513,54440,-
133333,128,369,54449,-
136507,1,836,19505,-
136507,2,751,1083,-
136507,4,566,56694,-
136507,8,540,60792,-
136507,16,471,44270,-
136507,32,546,30536,-
136507,64,521,54440,-
136507,128,368,54450,-
139682,1,878,40863,-
139682,2,689,1083,-
139682,4,623,44272,-
139682,8,548,60791,-
139682,16,469,44270,-
139682,32,537,30536,-
139682,64,517,54439,-
139682,128,367,54450,-
142857,1,914,40863,-
142857,2,697,1083,-
142857,4,626,44272,-
142857,8,546,60791,-
142857,16,464,44270,-
142857,32,535,30536,-
142857,64,515,54439,-
142857,128,370,54450,-
146031,1,819,31710,-
146031,2,787,38993,-
146031,4,669,38994,-
146031,8,558,60791,-
146031,16,483,44269,-
146031,32,524,30536,-
146031,64,515,54439,-
146031,128,365,54447,-
149206,1,866,31710,-
149206,2,783,38993,-
149206,4,664,1082,-
149206,8,551,60791,-
149206,16,477,44269,-
149206,32,528,30536,-
149206,64,512,54439,-
149206,128,368,54449,-
152380,1,891,19502,-
152380,2,715,49635,-
152380,4,625,38993,-
152380,8,513,38201,-
152380,16,469,44269,-
152380,32,522,30536,-
152380,64,500,54439,-
152380,128,370,54449,-
155555,1,904,19502,-
155555,2,768,49635,-
155555,4,620,1082,-
155555,8,547,44272,-
155555,16,465,44269,-
155555,32,508,30535,-
155555,64,503,54439,-
155555,128,366,54449,-
158730,1,894,50359,-
158730,2,768,49635,-
158730,4,614,1082,-
158730,8,547,44272,-
158730,16,462,44269,-
158730,32,512,30535,-
158730,64,503,54439,-
158730,128,363,54449,-
161904,1,824,107,-
161904,2,729,47883,-
161904,4,630,38992,-
161904,8,518,60792,-
161904,16,460,44270,-
161904,32,532,30536,-
161904,64,497,54437,-
161904,128,361,54465,-
165079,1,802,49634,-
165079,2,727,7360,-
165079,4,610,38992,-
165079,8,526,44271,-
165079,16,467,44270,-
165079,32,526,30536,-
165079,64,500,54437,-
165079,128,363,54465,-
168253,1,840,31707,-
168253,2,659,6617,-
168253,4,607,12606,-
168253,8,530,60790,-
168253,16,454,44270,-
168253,32,512,30535,-
168253,64,493,54437,-
168253,128,363,54465,-
171428,1,840,31707,-
171428,2,659,6617,-
171428,4,607,12606,-
171428,8,530,60790,-
171428,16,454,44270,-
171428,32,512,30535,-
171428,64,493,54437,-
171428,128,363,54465,-
174603,1,862,40863,-
174603,2,650,49635,-
174603,4,612,12605,-
174603,8,532,60789,-
174603,16,461,44269,-
174603,32,501,30536,-
174603,64,483,54440,-
174603,128,363,54464,-
177777,1,862,40863,-
177777,2,650,49635,-
177777,4,612,12605,-
177777,8,532,60789,-
177777,16,461,44269,-
177777,32,501,30536,-
177777,64,483,54440,-
177777,128,363,54464,-
180952,1,862,40863,-
180952,2,650,49635,-
180952,4,612,12605,-
180952,8,532,60789,-
180952,16,461,44269,-
180952,32,501,30536,-
180952,64,483,54440,-
180952,128,363,54464,-
184126,1,877,8186,-
184126,2,792,12605,-
184126,4,612,12604,-
184126,8,556,60789,-
184126,16,472,60793,-
184126,32,508,30536,-
184126,64,470,54438,-
184126,128,368,54464,-
187301,1,860,8186,-
187301,2,855,12605,-
187301,4,631,12604,-
187301,8,569,60789,-
187301,16,479,60793,-
187301,32,503,30536,-
187301,64,473,54439,-
187301,128,363,54464,-
190476,1,992,1426,-
190476,2,758,1427,-
190476,4,615,12604,-
190476,8,529,60789,-
190476,16,475,28253,-
190476,32,493,54422,-
190476,64,469,30534,-
190476,128,362,54464,-
193650,1,987,1426,-
193650,2,824,1427,-
193650,4,635,12604,-
193650,8,529,60789,-
193650,16,466,28253,-
193650,32,492,30536,-
193650,64,472,54434,-
193650,128,358,54465,-
196825,1,889,10567,-
196825,2,695,10567,-
196825,4,679,10566,-
196825,8,523,60789,-
196825,16,467,44269,-
196825,32,484,54421,-
196825,64,467,54437,-
196825,128,359,54465,-
200000,1,881,19496,-
200000,2,704,10567,-
200000,4,690,10566,-
200000,8,542,60788,-
200000,16,486,28253,-
200000,32,486,54421,-
200000,64,476,30533,-
200000,128,360,54465,-
