dm,width,sigma_x100,t,verdict
0,1,1236,21123,-
0,2,898,21124,-
0,4,707,29617,-
0,8,531,32564,-
0,16,517,32569,-
0,32,521,32563,-
0,64,504,32550,-
0,128,424,51025,-
3174,1,1236,21123,-
3174,2,898,21124,-
3174,4,707,29617,-
3174,8,531,32564,-
3174,16,517,32569,-
3174,32,521,32563,-
3174,64,504,32550,-
3174,128,424,51025,-
6349,1,1236,21123,-
6349,2,898,21124,-
6349,4,707,29617,-
6349,8,531,32564,-
6349,16,517,32569,-
6349,32,521,32563,-
6349,64,504,32550,-
6349,128,424,51025,-
9523,1,963,38213,-
9523,2,846,21123,-
9523,4,669,29617,-
9523,8,540,6116,-
9523,16,530,32568,-
9523,32,513,32561,-
9523,64,497,32549,-
9523,128,432,51025,-
12698,1,941,13819,-
12698,2,809,29218,-
12698,4,680,32562,-
12698,8,566,6116,-
12698,16,537,32568,-
12698,32,510,32563,-
12698,64,497,32549,-
12698,128,436,51025,-
15873,1,882,48304,-
15873,2,717,29616,-
15873,4,698,32562,-
15873,8,561,6116,-
15873,16,533,32568,-
15873,32,508,32563,-
15873,64,490,32548,-
15873,128,438,51025,-
19047,1,881,10735,-
19047,2,737,32562,-
19047,4,703,32562,-
19047,8,548,6116,-
19047,16,539,32568,-
19047,32,512,32563,-
19047,64,491,32548,-
19047,128,439,51025,-
22222,1,894,38213,-
22222,2,757,48305,-
22222,4,660,32562,-
22222,8,539,32563,-
22222,16,543,32568,-
22222,32,503,32562,-
22222,64,486,32547,-
22222,128,434,51024,-
25396,1,932,10734,-
25396,2,806,48305,-
25396,4,704,32562,-
25396,8,531,32563,-
25396,16,542,32568,-
25396,32,509,32562,-
25396,64,486,32547,-
25396,128,441,51024,-
28571,1,932,10734,-
28571,2,806,48305,-
28571,4,704,32562,-
28571,8,531,32563,-
28571,16,542,32568,-
28571,32,509,32562,-
28571,64,486,32547,-
28571,128,441,51024,-
31746,1,1101,48304,-
31746,2,786,48305,-
31746,4,677,63373,-
31746,8,542,32562,-
31746,16,503,32567,-
31746,32,501,32561,-
31746,64,477,32546,-
31746,128,437,51024,-
34920,1,1206,48304,-
34920,2,831,48305,-
34920,4,692,32561,-
34920,8,562,32563,-
34920,16,508,51040,-
34920,32,505,32561,-
34920,64,476,32546,-
34920,128,439,51023,-
38095,1,1024,21118,-
38095,2,785,21119,-
38095,4,685,62005,-
38095,8,526,62007,-
38095,16,504,51040,-
38095,32,487,51035,-
38095,64,470,32545,-
38095,128,438,51023,-
41269,1,1025,21118,-
41269,2,814,62004,-
41269,4,685,62005,-
41269,8,538,32562,-
41269,16,481,32566,-
41269,32,475,32557,-
41269,64,474,32545,-
41269,128,434,51023,-
44444,1,974,21117,-
44444,2,753,62004,-
44444,4,642,54696,-
44444,8,535,62007,-
44444,16,472,32565,-
44444,32,473,51042,-
44444,64,468,51055,-
44444,128,427,51022,-
47619,1,985,11989,-
47619,2,747,62004,-
47619,4,664,6114,-
47619,8,529,62007,-
47619,16,497,51039,-
47619,32,481,51043,-
47619,64,466,51054,-
47619,128,433,51022,-
50793,1,1065,48304,-
50793,2,854,62004,-
50793,4,612,54696,-
50793,8,578,32562,-
50793,16,484,32564,-
50793,32,493,51041,-
50793,64,458,51054,-
50793,128,422,51032,-
53968,1,1065,48304,-
53968,2,854,62004,-
53968,4,612,54696,-
53968,8,578,32562,-
53968,16,484,32564,-
53968,32,493,51041,-
53968,64,458,51054,-
53968,128,422,51032,-
57142,1,1065,48304,-
57142,2,854,62004,-
57142,4,612,54696,-
57142,8,578,32562,-
57142,16,484,32564,-
57142,32,493,51041,-
57142,64,458,51054,-
57142,128,422,51032,-
60317,1,927,54695,-
60317,2,784,54695,-
60317,4,602,62005,-
60317,8,560,32561,-
60317,16,466,32891,-
60317,32,490,32555,-
60317,64,454,51053,-
60317,128,430,51031,-
63492,1,927,54695,-
63492,2,784,54695,-
63492,4,602,62005,-
63492,8,560,32561,-
63492,16,466,32891,-
63492,32,490,32555,-
63492,64,454,51053,-
63492,128,430,51031,-
66666,1,1040,21114,-
66666,2,773,21115,-
66666,4,648,32562,-
66666,8,528,32560,-
66666,16,463,32890,-
66666,32,484,32555,-
66666,64,454,51053,-
66666,128,439,51032,-
