dm,width,sigma_x100,t,verdict
92063,8,569,1630,-
92063,16,506,1627,-
92063,32,437,1620,-
92063,64,429,13431,-
92063,128,366,23837,-
95238,1,1048,31536,-
95238,2,756,1633,-
95238,4,614,31536,-
95238,8,569,1630,-
95238,16,511,1626,-
95238,32,453,1618,-
95238,64,434,13431,-
95238,128,368,23836,-
98412,1,1058,31536,-
98412,2,724,1633,-
98412,4,612,53299,-
98412,8,576,53301,-
98412,16,517,1626,-
98412,32,449,1618,-
98412,64,434,13423,-
98412,128,368,23836,-
101587,1,927,26813,-
101587,2,694,65027,-
101587,4,640,53299,-
101587,8,592,53299,-
101587,16,511,1627,-
101587,32,447,1619,-
101587,64,431,13429,-
101587,128,363,23837,-
104761,1,931,40797,-
104761,2,750,1632,-
104761,4,642,53299,-
104761,8,581,53299,-
104761,16,512,1627,-
104761,32,445,1619,-
104761,64,433,13428,-
104761,128,362,23836,-
107936,1,935,26813,-
107936,2,750,1632,-
107936,4,636,1631,-
107936,8,576,53299,-
107936,16,513,1625,-
107936,32,433,1618,-
107936,64,436,13426,-
107936,128,364,23836,-
111111,1,919,40797,-
111111,2,721,40798,-
111111,4,650,53299,-
111111,8,590,53298,-
111111,16,514,1626,-
111111,32,435,1618,-
111111,64,434,13429,-
111111,128,362,23836,-
114285,1,919,40797,-
114285,2,721,40798,-
114285,4,650,53299,-
114285,8,590,53298,-
114285,16,514,1626,-
114285,32,435,1618,-
114285,64,434,13429,-
114285,128,362,23836,-
117460,1,969,40797,-
117460,2,827,53299,-
117460,4,723,53299,-
117460,8,570,53297,-
117460,16,510,1626,-
117460,32,431,17117,-
117460,64,432,13427,-
117460,128,356,23837,-
120634,1,969,40797,-
120634,2,827,53299,-
120634,4,723,53299,-
120634,8,570,53297,-
120634,16,510,1626,-
120634,32,431,17117,-
120634,64,432,13427,-
120634,128,356,23837,-
123809,1,894,26810,-
123809,2,786,53299,-
123809,4,755,53298,-
123809,8,602,53296,-
123809,16,502,1625,-
123809,32,427,17115,-
123809,64,436,13427,-
123809,128,354,23835,-
126984,1,843,26810,-
126984,2,781,53299,-
126984,4,755,53298,-
126984,8,612,53296,-
126984,16,492,1625,-
126984,32,435,17115,-
126984,64,441,13427,-
126984,128,353,23836,-
130158,1,844,40797,-
130158,2,778,31092,-
130158,4,749,53298,-
130158,8,611,53296,-
130158,16,495,1625,-
130158,32,436,1623,-
130158,64,435,13427,-
130158,128,351,23836,-
133333,1,1089,31536,-
133333,2,748,31536,-
133333,4,748,53298,-
133333,8,590,53296,-
133333,16,464,1626,-
133333,32,435,17115,-
133333,64,434,13426,-
133333,128,355,52307,-
136507,1,1095,31536,-
136507,2,729,31537,-
136507,4,735,53298,-
136507,8,582,53296,-
136507,16,464,1625,-
136507,32,434,17115,-
136507,64,441,13426,-
136507,128,354,52266,-
139682,1,1025,26808,-
139682,2,743,31092,-
139682,4,624,31092,-
139682,8,541,53299,-
139682,16,471,1626,-
139682,32,428,17114,-
139682,64,435,13425,-
139682,128,355,23833,-
142857,1,1029,26808,-
142857,2,739,31092,-
142857,4,630,10367,-
142857,8,530,53299,-
142857,16,469,1626,-
142857,32,433,17114,-
142857,64,443,13425,-
142857,128,353,52307,-
146031,1,932,42586,-
146031,2,742,31092,-
146031,4,601,31091,-
146031,8,507,53299,-
146031,16,456,1626,-
146031,32,426,17112,-
146031,64,427,13422,-
146031,128,357,23832,-
149206,1,922,42586,-
149206,2,742,31092,-
149206,4,601,31091,-
149206,8,526,12662,-
149206,16,465,31530,-
149206,32,422,17112,-
149206,64,434,13424,-
149206,128,357,52306,-
152380,1,911,19880,-
152380,2,683,31092,-
152380,4,599,31091,-
152380,8,522,12662,-
152380,16,452,31529,-
152380,32,418,1619,-
152380,64,429,13422,-
152380,128,358,52305,-
155555,1,882,26806,-
155555,2,641,31092,-
155555,4,579,31091,-
155555,8,516,12662,-
155555,16,470,53298,-
155555,32,420,17112,-
155555,64,425,13422,-
155555,128,358,23831,-
158730,1,889,26806,-
158730,2,671,12664,-
158730,4,613,12663,-
158730,8,513,12662,-
158730,16,475,61364,-
158730,32,425,17112,-
158730,64,432,13423,-
158730,128,358,52263,-
161904,1,805,11538,-
161904,2,654,37427,-
161904,4,595,13399,-
161904,8,507,12662,-
161904,16,461,61364,-
161904,32,429,17110,-
161904,64,433,13422,-
161904,128,357,52305,-
165079,1,806,11538,-
165079,2,647,12664,-
165079,4,549,15204,-
165079,8,525,12662,-
165079,16,459,61364,-
165079,32,424,17110,-
165079,64,428,13422,-
165079,128,354,23830,-
168253,1,913,37426,-
168253,2,689,37426,-
168253,4,581,13398,-
168253,8,541,12662,-
168253,16,471,61363,-
168253,32,422,23804,-
168253,64,412,13421,-
168253,128,355,52287,-
171428,1,913,37426,-
171428,2,689,37426,-
171428,4,581,13398,-
171428,8,541,12662,-
171428,16,471,61363,-
171428,32,422,23804,-
171428,64,412,13421,-
171428,128,355,52287,-
174603,1,829,40797,-
174603,2,633,15203,-
174603,4,581,13398,-
174603,8,540,12661,-
174603,16,471,61362,-
174603,32,424,23803,-
174603,64,411,13422,-
174603,128,353,52297,-
177777,1,829,40797,-
177777,2,633,15203,-
177777,4,581,13398,-
177777,8,540,12661,-
177777,16,471,61362,-
177777,32,424,23803,-
177777,64,411,13422,-
177777,128,353,52297,-
180952,1,829,40797,-
180952,2,633,15203,-
180952,4,581,13398,-
180952,8,540,12661,-
180952,16,471,61362,-
180952,32,424,23803,-
180952,64,411,13422,-
180952,128,353,52297,-
184126,1,880,40797,-
184126,2,744,15928,-
184126,4,691,47607,-
184126,8,552,15925,-
184126,16,472,15931,-
184126,32,426,23803,-
184126,64,416,13426,-
184126,128,359,52298,-
187301,1,855,40797,-
187301,2,746,15928,-
187301,4,695,47607,-
187301,8,552,15925,-
187301,16,470,15931,-
187301,32,427,23803,-
187301,64,420,13426,-
187301,128,362,52298,-
190476,1,840,32892,-
190476,2,664,28648,-
190476,4,634,47606,-
190476,8,572,15925,-
190476,16,475,17114,-
190476,32,432,17106,-
190476,64,415,7523,-
190476,128,364,52297,-
193650,1,875,40797,-
193650,2,610,40797,-
193650,4,667,47606,-
193650,8,563,15925,-
193650,16,473,17114,-
193650,32,434,17105,-
193650,64,417,13425,-
193650,128,368,52297,-
196825,1,801,40797,-
196825,2,630,19548,-
196825,4,667,47606,-
196825,8,604,15925,-
196825,16,483,31530,-
196825,32,458,17105,-
196825,64,422,13425,-
196825,128,373,52298,-
200000,1,911,40797,-
200000,2,645,47606,-
200000,4,712,47606,-
200000,8,603,15925,-
200000,16,484,15929,-
200000,32,453,17105,-
200000,64,423,13425,-
200000,128,372,52298,-
