dm,width,sigma_x100,t,verdict
0,1,755,63266,-
0,2,657,7892,-
0,4,660,26402,-
0,8,505,26400,-
0,16,441,43220,-
0,32,474,62926,-
0,64,561,62913,-
0,128,478,62945,-
3174,1,755,63266,-
3174,2,657,7892,-
3174,4,660,26402,-
3174,8,505,26400,-
3174,16,441,43220,-
3174,32,474,62926,-
3174,64,561,62913,-
3174,128,478,62945,-
6349,1,755,63266,-
6349,2,657,7892,-
6349,4,660,26402,-
6349,8,505,26400,-
6349,16,441,43220,-
6349,32,474,62926,-
6349,64,561,62913,-
6349,128,478,62945,-
9523,1,977,1662,-
9523,2,703,1662,-
9523,4,630,26401,-
9523,8,544,21312,-
9523,16,436,43219,-
9523,32,473,62926,-
9523,64,548,62912,-
9523,128,472,62944,-
12698,1,986,1662,-
12698,2,705,1662,-
12698,4,615,26401,-
12698,8,494,21312,-
12698,16,459,43219,-
12698,32,472,62926,-
12698,64,560,62912,-
12698,128,474,62944,-
15873,1,843,7892,-
15873,2,732,37811,-
15873,4,624,26400,-
15873,8,520,21311,-
15873,16,442,43219,-
15873,32,470,62926,-
15873,64,544,62912,-
15873,128,463,62944,-
19047,1,834,7892,-
19047,2,746,42633,-
19047,4,603,26400,-
19047,8,533,21311,-
19047,16,444,26398,-
19047,32,468,62926,-
19047,64,546,62912,-
19047,128,465,62944,-
22222,1,781,4236,-
22222,2,760,965,-
22222,4,577,965,-
22222,8,530,27250,-
22222,16,452,26397,-
22222,32,467,62926,-
22222,64,545,62914,-
22222,128,458,62942,-
25396,1,849,61158,-
25396,2,745,965,-
25396,4,577,965,-
25396,8,534,27250,-
25396,16,473,26397,-
25396,32,469,62930,-
25396,64,547,62914,-
25396,128,464,62945,-
28571,1,849,61158,-
28571,2,745,965,-
28571,4,577,965,-
28571,8,534,27250,-
28571,16,473,26397,-
28571,32,469,62930,-
28571,64,547,62914,-
28571,128,464,62945,-
31746,1,897,1659,-
31746,2,702,964,-
31746,4,575,4235,-
31746,8,529,27250,-
31746,16,454,26396,-
31746,32,467,62923,-
31746,64,545,62914,-
31746,128,457,62941,-
34920,1,849,1659,-
34920,2,677,964,-
34920,4,604,4235,-
34920,8,531,21309,-
34920,16,475,26396,-
34920,32,473,62923,-
34920,64,549,62914,-
34920,128,462,62945,-
38095,1,774,44789,-
38095,2,700,8852,-
38095,4,655,27250,-
38095,8,524,27248,-
38095,16,425,28642,-
38095,32,495,62917,-
38095,64,547,62914,-
38095,128,461,62945,-
41269,1,974,44789,-
41269,2,741,8852,-
41269,4,655,27250,-
41269,8,526,27249,-
41269,16,430,28642,-
41269,32,481,62917,-
41269,64,545,62914,-
41269,128,460,62945,-
44444,1,851,63260,-
44444,2,688,8851,-
44444,4,682,27249,-
44444,8,520,27251,-
44444,16,451,28642,-
44444,32,490,62916,-
44444,64,545,62907,-
44444,128,462,62945,-
47619,1,859,47074,-
47619,2,737,8851,-
47619,4,664,27249,-
47619,8,518,27248,-
47619,16,451,28641,-
47619,32,487,62923,-
47619,64,543,62914,-
47619,128,462,62945,-
50793,1,955,34925,-
50793,2,766,27248,-
50793,4,699,27248,-
50793,8,557,27250,-
50793,16,457,28641,-
50793,32,508,62915,-
50793,64,547,62914,-
50793,128,461,62944,-
53968,1,955,34925,-
53968,2,766,27248,-
53968,4,699,27248,-
53968,8,557,27250,-
53968,16,457,28641,-
53968,32,508,62915,-
53968,64,547,62914,-
53968,128,461,62944,-
57142,1,955,34925,-
57142,2,766,27248,-
57142,4,699,27248,-
57142,8,557,27250,-
57142,16,457,28641,-
57142,32,508,62915,-
57142,64,547,62914,-
57142,128,461,62944,-
60317,1,839,27248,-
60317,2,915,27248,-
60317,4,698,27247,-
60317,8,545,27249,-
