dm,width,sigma_x100,t,verdict
0,1,936,19709,-
0,2,671,55264,-
0,4,705,27822,-
0,8,526,53860,-
0,16,525,7698,-
0,32,409,27812,-
0,64,395,55358,-
0,128,504,55315,-
3174,1,936,19709,-
3174,2,671,55264,-
3174,4,705,27822,-
3174,8,526,53860,-
3174,16,525,7698,-
3174,32,409,27812,-
3174,64,395,55358,-
3174,128,504,55315,-
6349,1,936,19709,-
6349,2,671,55264,-
6349,4,705,27822,-
6349,8,526,53860,-
6349,16,525,7698,-
6349,32,409,27812,-
6349,64,395,55358,-
6349,128,504,55315,-
9523,1,936,34318,-
9523,2,652,19709,-
9523,4,582,27822,-
9523,8,516,53859,-
9523,16,514,7698,-
9523,32,404,27812,-
9523,64,405,55358,-
9523,128,497,55322,-
12698,1,973,34318,-
12698,2,677,14922,-
12698,4,575,27822,-
12698,8,529,53859,-
12698,16,527,7698,-
12698,32,408,27812,-
12698,64,407,55358,-
12698,128,503,55314,-
15873,1,886,34318,-
15873,2,838,56813,-
15873,4,588,56812,-
15873,8,505,55260,-
15873,16,531,7698,-
15873,32,418,27812,-
15873,64,416,55358,-
15873,128,502,55314,-
19047,1,954,26389,-
19047,2,832,56813,-
19047,4,587,56812,-
19047,8,507,7695,-
19047,16,520,7698,-
19047,32,417,27812,-
19047,64,404,55358,-
19047,128,500,55314,-
22222,1,1055,7691,-
22222,2,784,26389,-
22222,4,629,19711,-
22222,8,521,19712,-
22222,16,498,7698,-
22222,32,399,27811,-
22222,64,406,55357,-
22222,128,506,55314,-
25396,1,1043,7691,-
25396,2,801,56812,-
25396,4,595,26388,-
25396,8,518,7695,-
25396,16,488,7698,-
25396,32,424,27812,-
25396,64,397,55357,-
25396,128,499,55314,-
28571,1,1043,7691,-
28571,2,801,56812,-
28571,4,595,26388,-
28571,8,518,7695,-
28571,16,488,7698,-
28571,32,424,27812,-
28571,64,397,55357,-
28571,128,499,55314,-
31746,1,966,29914,-
31746,2,753,26389,-
31746,4,625,26388,-
31746,8,530,7694,-
31746,16,473,7698,-
31746,32,404,27810,-
31746,64,410,55356,-
31746,128,499,55313,-
34920,1,1014,26389,-
34920,2,718,26389,-
34920,4,641,26388,-
34920,8,539,7694,-
34920,16,466,7698,-
34920,32,421,27811,-
34920,64,401,55356,-
34920,128,493,55313,-
38095,1,1065,49543,-
38095,2,705,26389,-
38095,4,690,19711,-
38095,8,569,19710,-
38095,16,445,50812,-
38095,32,397,15454,-
38095,64,396,55357,-
38095,128,494,55313,-
