dm,width,sigma_x100,t,verdict
0,1,1011,7284,-
0,2,664,12219,-
0,4,593,30209,-
0,8,494,36649,-
0,16,480,36644,-
0,32,452,13086,-
0,64,409,56116,-
0,128,391,11739,-
3174,1,1011,7284,-
3174,2,664,12219,-
3174,4,593,30209,-
3174,8,494,36649,-
3174,16,480,36644,-
3174,32,452,13086,-
3174,64,409,56116,-
3174,128,391,11739,-
6349,1,1011,7284,-
6349,2,664,12219,-
6349,4,593,30209,-
6349,8,494,36649,-
6349,16,480,36644,-
6349,32,452,13086,-
6349,64,409,56116,-
6349,128,391,11739,-
9523,1,944,30208,-
9523,2,660,61139,-
9523,4,550,21741,-
9523,8,465,9011,-
9523,16,484,36644,-
9523,32,477,13085,-
9523,64,410,56116,-
9523,128,386,11739,-
12698,1,931,30208,-
12698,2,700,30209,-
12698,4,587,21741,-
12698,8,471,16524,-
12698,16,481,36644,-
12698,32,469,13085,-
12698,64,414,56113,-
12698,128,383,11738,-
15873,1,857,7284,-
15873,2,650,30208,-
15873,4,536,30207,-
15873,8,479,9011,-
15873,16,462,16521,-
15873,32,457,13085,-
15873,64,416,56112,-
15873,128,386,11734,-
19047,1,854,55097,-
19047,2,663,16985,-
19047,4,569,40212,-
19047,8,477,9011,-
19047,16,453,16522,-
19047,32,458,13085,-
19047,64,416,56112,-
19047,128,387,11734,-
22222,1,931,58273,-
22222,2,686,58274,-
22222,4,566,40212,-
22222,8,493,16521,-
22222,16,473,16521,-
22222,32,459,13083,-
22222,64,424,56112,-
22222,128,382,11733,-
25396,1,859,28169,-
25396,2,689,16984,-
25396,4,552,16518,-
25396,8,496,16520,-
25396,16,472,16521,-
25396,32,460,13083,-
25396,64,423,56112,-
25396,128,381,11733,-
28571,1,859,28169,-
28571,2,689,16984,-
28571,4,552,16518,-
28571,8,496,16520,-
28571,16,472,16521,-
28571,32,460,13083,-
28571,64,423,56112,-
28571,128,381,11733,-
31746,1,868,37010,-
31746,2,719,58273,-
31746,4,619,40211,-
31746,8,538,16520,-
31746,16,474,16520,-
31746,32,460,13083,-
31746,64,421,56112,-
31746,128,379,11732,-
34920,1,861,37010,-
34920,2,708,16518,-
34920,4,600,40211,-
34920,8,531,16520,-
34920,16,471,16520,-
34920,32,454,13083,-
34920,64,425,56112,-
34920,128,378,11732,-
38095,1,926,16517,-
38095,2,784,16517,-
38095,4,582,16516,-
38095,8,531,16520,-
38095,16,481,16522,-
38095,32,465,13083,-
38095,64,425,56112,-
38095,128,380,11729,-
41269,1,948,16517,-
41269,2,822,16517,-
41269,4,606,16518,-
41269,8,539,16520,-
41269,16,470,16522,-
41269,32,457,13083,-
41269,64,415,56112,-
41269,128,385,11731,-
44444,1,943,16516,-
44444,2,806,16517,-
44444,4,599,16518,-
44444,8,582,16520,-
44444,16,490,16521,-
44444,32,457,55823,-
44444,64,413,56112,-
44444,128,386,11728,-
47619,1,954,7284,-
47619,2,825,16517,-
