dm,width,sigma_x100,t,verdict
0,1,1124,14587,-
0,2,832,14588,-
0,4,715,14589,-
0,8,548,9824,-
0,16,520,14588,-
0,32,472,47885,-
0,64,424,9453,-
0,128,372,47892,-
3225,1,806,6412,-
3225,2,914,6412,-
3225,4,622,6411,-
3225,8,503,6410,-
3225,16,501,31877,-
3225,32,484,6979,-
3225,64,423,9447,-
3225,128,368,47892,-
6451,1,1014,9418,-
6451,2,789,9418,-
6451,4,540,14576,-
6451,8,562,6409,-
6451,16,486,23743,-
6451,32,423,6979,-
6451,64,432,9442,-
6451,128,369,9450,-
9677,1,886,60686,-
9677,2,655,13965,-
9677,4,620,26658,-
9677,8,501,26657,-
9677,16,461,23734,-
9677,32,412,25142,-
9677,64,399,47857,-
9677,128,380,47892,-
12903,1,881,53685,-
12903,2,678,60686,-
12903,4,581,60687,-
12903,8,476,12394,-
12903,16,438,49115,-
12903,32,429,25140,-
12903,64,381,47859,-
12903,128,388,47892,-
16129,1,863,16425,-
16129,2,685,9793,-
16129,4,584,29958,-
16129,8,484,19803,-
16129,16,448,49108,-
16129,32,412,25132,-
16129,64,396,9420,-
16129,128,399,47892,-
19354,1,912,61349,-
19354,2,687,61350,-
19354,4,552,61351,-
19354,8,463,50658,-
19354,16,434,25138,-
19354,32,423,25129,-
19354,64,398,31855,-
19354,128,388,47891,-
22580,1,878,48777,-
22580,2,787,48777,-
22580,4,661,60685,-
22580,8,530,37593,-
22580,16,450,6150,-
22580,32,399,25129,-
22580,64,406,31853,-
22580,128,379,47872,-
25806,1,872,37590,-
25806,2,759,37591,-
25806,4,581,47595,-
25806,8,466,43739,-
25806,16,438,25125,-
25806,32,419,25129,-
25806,64,382,31846,-
25806,128,378,47872,-
29032,1,768,14528,-
29032,2,666,39080,-
29032,4,521,48776,-
29032,8,508,16422,-
29032,16,457,14678,-
29032,32,451,47140,-
29032,64,376,31853,-
29032,128,392,47872,-
32258,1,841,9365,-
32258,2,677,24913,-
32258,4,626,39095,-
32258,8,502,59674,-
32258,16,474,47139,-
32258,32,456,6127,-
32258,64,373,63915,-
32258,128,379,47861,-
35483,1,929,2524,-
35483,2,859,2524,-
35483,4,596,2524,-
35483,8,486,2527,-
35483,16,494,47131,-
35483,32,449,47133,-
35483,64,406,63909,-
35483,128,366,47882,-
38709,1,840,61349,-
38709,2,765,64677,-
38709,4,603,64678,-
38709,8,498,47131,-
38709,16,493,47127,-
38709,32,407,47127,-
38709,64,391,30932,-
38709,128,352,8844,-
41935,1,865,9346,-
41935,2,782,47124,-
41935,4,532,47125,-
41935,8,519,18656,-
41935,16,503,47129,-
41935,32,407,34935,-
41935,64,383,63897,-
41935,128,360,47873,-
45161,1,829,9339,-
45161,2,681,19277,-
45161,4,588,62400,-
45161,8,526,62401,-
45161,16,426,18652,-
45161,32,461,34935,-
45161,64,410,30932,-
45161,128,359,8858,-
48387,1,1027,2497,-
48387,2,871,2498,-
48387,4,654,2499,-
48387,8,502,2501,-
48387,16,494,30907,-
48387,32,481,34931,-
48387,64,426,30929,-
48387,128,369,8853,-
51612,1,965,11368,-
51612,2,645,11369,-
51612,4,547,28630,-
51612,8,514,2495,-
51612,16,544,30909,-
51612,32,474,34923,-
51612,64,410,30925,-
51612,128,373,8849,-
54838,1,929,9319,-
54838,2,683,9319,-
54838,4,688,36327,-
54838,8,560,30909,-
54838,16,560,30907,-
54838,32,422,519,-
54838,64,392,30931,-
54838,128,377,8858,-
58064,1,897,60945,-
58064,2,678,37554,-
58064,4,585,47126,-
58064,8,574,520,-
58064,16,589,519,-
58064,32,421,529,-
58064,64,395,30924,-
58064,128,376,8853,-
61290,1,977,60686,-
61290,2,730,15255,-
61290,4,590,47123,-
61290,8,512,515,-
61290,16,533,33103,-
61290,32,458,524,-
61290,64,423,9844,-
61290,128,386,8849,-
64516,1,914,60686,-
64516,2,709,35677,-
64516,4,615,48777,-
64516,8,682,33101,-
64516,16,535,51400,-
64516,32,439,521,-
64516,64,447,9841,-
64516,128,378,8849,-
67741,1,828,27117,-
67741,2,674,27118,-
67741,4,571,33096,-
67741,8,626,33098,-
67741,16,511,33099,-
67741,32,438,515,-
67741,64,439,63893,-
67741,128,400,8858,-
70967,1,866,2451,-
70967,2,686,61350,-
70967,4,545,14444,-
70967,8,544,35605,-
70967,16,536,9821,-
70967,32,428,9666,-
70967,64,446,63890,-
70967,128,395,8851,-
74193,1,990,9279,-
74193,2,836,7386,-
74193,4,661,28585,-
74193,8,555,513,-
74193,16,497,516,-
74193,32,459,18660,-
74193,64,444,63883,-
74193,128,411,8844,-
77419,1,1095,2438,-
77419,2,788,2439,-
77419,4,621,9652,-
77419,8,549,9654,-
77419,16,497,35601,-
77419,32,470,18655,-
77419,64,452,63879,-
77419,128,382,8844,-
80645,1,854,9266,-
80645,2,675,39887,-
80645,4,637,39888,-
80645,8,537,51371,-
80645,16,503,9654,-
80645,32,481,18649,-
80645,64,429,63876,-
80645,128,398,8850,-
83870,1,1006,31315,-
83870,2,704,31316,-
83870,4,603,62401,-
83870,8,548,62402,-
83870,16,496,9648,-
83870,32,438,18644,-
83870,64,398,63873,-
83870,128,400,8846,-
87096,1,904,60686,-
87096,2,648,14409,-
87096,4,653,14408,-
87096,8,498,9792,-
87096,16,463,37396,-
87096,32,437,18637,-
87096,64,383,18652,-
87096,128,394,8845,-
90322,1,1227,61494,-
90322,2,875,61494,-
90322,4,589,61493,-
90322,8,613,37395,-
90322,16,461,51348,-
90322,32,430,18638,-
90322,64,396,63894,-
90322,128,384,8844,-
93548,1,878,38948,-
93548,2,655,61350,-
93548,4,538,5781,-
93548,8,556,51346,-
93548,16,568,51342,-
93548,32,468,51334,-
93548,64,410,63890,-
93548,128,362,21368,-
96774,1,882,5775,-
96774,2,683,4301,-
96774,4,599,5981,-
96774,8,558,51339,-
96774,16,611,51335,-
96774,32,486,51340,-
96774,64,410,51324,-
96774,128,387,47146,-
100000,1,835,57352,-
100000,2,720,5983,-
100000,4,690,64552,-
100000,8,593,36710,-
100000,16,581,51331,-
100000,32,519,51334,-
100000,64,414,8821,-
100000,128,379,47146,-
