dm,width,sigma_x100,t,verdict
32258,128,425,50819,-
35483,1,851,13690,-
35483,2,799,13690,-
35483,4,634,51190,-
35483,8,552,13874,-
35483,16,455,50865,-
35483,32,456,50868,-
35483,64,431,50852,-
35483,128,419,62899,-
38709,1,905,13683,-
38709,2,669,46950,-
38709,4,624,28562,-
38709,8,509,13872,-
38709,16,450,28564,-
38709,32,435,50866,-
38709,64,479,50850,-
38709,128,419,62899,-
41935,1,901,65407,-
41935,2,738,13677,-
41935,4,677,20800,-
41935,8,557,20799,-
41935,16,451,20797,-
41935,32,418,50864,-
41935,64,484,50850,-
41935,128,423,50818,-
45161,1,901,13670,-
45161,2,746,29317,-
45161,4,620,20793,-
45161,8,584,20795,-
45161,16,463,20794,-
45161,32,419,50831,-
45161,64,495,50848,-
45161,128,404,62897,-
48387,1,1109,13663,-
48387,2,929,13663,-
48387,4,601,13662,-
48387,8,522,20788,-
48387,16,491,3616,-
48387,32,418,50831,-
48387,64,448,50848,-
48387,128,403,49278,-
51612,1,1058,13657,-
51612,2,926,13657,-
51612,4,646,13658,-
51612,8,569,50826,-
51612,16,533,50826,-
51612,32,430,50826,-
51612,64,451,50851,-
51612,128,399,50821,-
54838,1,895,23477,-
54838,2,771,50822,-
54838,4,777,50822,-
54838,8,641,50820,-
54838,16,573,15833,-
54838,32,441,15829,-
54838,64,435,50850,-
54838,128,402,50819,-
58064,1,990,35712,-
58064,2,662,17364,-
58064,4,632,3594,-
58064,8,526,3593,-
58064,16,564,56695,-
58064,32,492,15827,-
58064,64,400,62831,-
58064,128,404,49261,-
61290,1,826,41454,-
61290,2,715,5325,-
61290,4,596,49311,-
61290,8,583,56693,-
61290,16,533,3593,-
61290,32,432,15827,-
61290,64,404,62831,-
61290,128,405,49256,-
64516,1,878,13630,-
64516,2,798,13630,-
64516,4,620,63476,-
64516,8,569,41448,-
64516,16,529,3588,-
64516,32,437,49301,-
64516,64,436,1318,-
64516,128,400,49251,-
67741,1,963,13624,-
67741,2,755,26089,-
67741,4,626,23529,-
67741,8,513,26088,-
67741,16,487,18089,-
67741,32,479,49297,-
67741,64,461,1330,-
67741,128,399,49249,-
70967,1,991,13617,-
70967,2,748,13617,-
70967,4,610,13618,-
70967,8,576,26086,-
70967,16,528,13612,-
70967,32,485,3579,-
70967,64,466,1318,-
70967,128,390,49253,-
74193,1,874,13610,-
74193,2,806,13610,-
74193,4,660,13609,-
74193,8,559,13607,-
74193,16,495,13604,-
74193,32,427,47003,-
74193,64,528,1318,-
74193,128,381,49238,-
77419,1,1249,13604,-
77419,2,946,13604,-
77419,4,712,13603,-
77419,8,585,13601,-
77419,16,506,13601,-
77419,32,437,1309,-
77419,64,501,1312,-
77419,128,378,49240,-
80645,1,1053,13597,-
80645,2,825,13597,-
80645,4,657,13596,-
80645,8,488,13599,-
80645,16,434,33589,-
80645,32,476,1305,-
80645,64,472,1318,-
80645,128,396,49263,-
83870,1,1007,13591,-
83870,2,930,13591,-
83870,4,716,13591,-
83870,8,510,50761,-
83870,16,449,1311,-
83870,32,492,62804,-
83870,64,463,1312,-
83870,128,400,49263,-
87096,1,871,13584,-
87096,2,785,13584,-
87096,4,574,13585,-
87096,8,559,37142,-
87096,16,486,62800,-
87096,32,483,1307,-
87096,64,437,1311,-
87096,128,403,49262,-
90322,1,899,13577,-
90322,2,696,27802,-
90322,4,578,53640,-
90322,8,559,12806,-
90322,16,468,56629,-
90322,32,518,1303,-
90322,64,389,1308,-
90322,128,395,49261,-
93548,1,945,13571,-
93548,2,761,12802,-
93548,4,586,40388,-
93548,8,534,56627,-
93548,16,531,56625,-
93548,32,483,1296,-
93548,64,377,24710,-
93548,128,380,49249,-
96774,1,898,13564,-
96774,2,700,13564,-
96774,4,671,20687,-
96774,8,602,56621,-
96774,16,487,56624,-
96774,32,469,1296,-
96774,64,375,24710,-
96774,128,388,49249,-
100000,1,861,14336,-
100000,2,727,13557,-
100000,4,607,25744,-
100000,8,519,9671,-
100000,16,461,56617,-
100000,32,452,1295,-
100000,64,367,11594,-
100000,128,379,50926,-
