dm,width,sigma_x100,t,verdict
0,1,946,38403,-
0,2,764,38404,-
0,4,634,38991,-
0,8,514,64143,-
0,16,471,7628,-
0,32,477,7620,-
0,64,400,27259,-
0,128,355,44407,-
3225,1,881,15915,-
3225,2,780,48779,-
3225,4,552,48780,-
3225,8,559,61317,-
3225,16,467,61317,-
3225,32,484,27235,-
3225,64,403,27252,-
3225,128,391,27283,-
6451,1,919,48772,-
6451,2,677,48772,-
6451,4,558,62966,-
6451,8,549,62964,-
6451,16,478,61316,-
6451,32,461,27237,-
6451,64,402,27248,-
6451,128,377,58781,-
9677,1,997,38403,-
9677,2,775,38404,-
9677,4,552,18720,-
9677,8,503,38407,-
9677,16,463,61310,-
9677,32,460,27236,-
9677,64,368,27243,-
9677,128,392,58777,-
12903,1,1072,38403,-
12903,2,800,38403,-
12903,4,689,38403,-
12903,8,531,38404,-
12903,16,453,7315,-
12903,32,516,44359,-
12903,64,393,44375,-
12903,128,392,58772,-
16129,1,978,18704,-
16129,2,701,7636,-
16129,4,695,18705,-
16129,8,491,52639,-
16129,16,459,1185,-
16129,32,416,1189,-
16129,64,388,44369,-
16129,128,397,58769,-
19354,1,922,52259,-
19354,2,706,48746,-
19354,4,611,48780,-
19354,8,602,48781,-
19354,16,506,1179,-
19354,32,480,44358,-
19354,64,368,44364,-
19354,128,402,58769,-
22580,1,954,7635,-
22580,2,779,52253,-
22580,4,640,44345,-
22580,8,580,48776,-
22580,16,434,29407,-
22580,32,452,44358,-
22580,64,360,9049,-
22580,128,392,58762,-
25806,1,1074,57337,-
25806,2,801,38404,-
25806,4,619,40259,-
25806,8,501,9255,-
25806,16,479,18680,-
25806,32,434,18679,-
25806,64,376,44351,-
25806,128,387,58760,-
29032,1,1168,7635,-
29032,2,918,7635,-
29032,4,676,18679,-
29032,8,537,18681,-
29032,16,489,18673,-
29032,32,481,44358,-
29032,64,360,44342,-
29032,128,402,18620,-
32258,1,998,48754,-
32258,2,788,29412,-
32258,4,705,29412,-
32258,8,534,29413,-
32258,16,496,18669,-
32258,32,453,18674,-
32258,64,350,18656,-
32258,128,400,18620,-
35483,1,889,7635,-
35483,2,682,25536,-
35483,4,613,7636,-
35483,8,558,38407,-
35483,16,520,18671,-
35483,32,457,18668,-
35483,64,373,45101,-
35483,128,398,18620,-
38709,1,982,7635,-
38709,2,728,48742,-
38709,4,636,16759,-
38709,8,536,7633,-
38709,16,497,29407,-
38709,32,445,18660,-
38709,64,347,28041,-
38709,128,393,18617,-
41935,1,1016,46615,-
41935,2,814,46615,-
41935,4,622,44344,-
41935,8,598,44347,-
41935,16,456,44343,-
41935,32,435,18655,-
41935,64,357,28039,-
41935,128,389,18615,-
45161,1,878,18645,-
45161,2,730,36709,-
45161,4,605,35419,-
45161,8,566,42844,-
45161,16,514,42841,-
45161,32,469,16984,-
45161,64,367,42478,-
45161,128,387,52730,-
48387,1,915,30670,-
48387,2,755,31312,-
48387,4,751,18639,-
48387,8,645,18639,-
48387,16,467,47385,-
48387,32,451,47377,-
48387,64,372,30702,-
48387,128,377,52728,-
51612,1,1058,47386,-
51612,2,899,47386,-
51612,4,674,18634,-
51612,8,534,7639,-
51612,16,471,6693,-
51612,32,440,47371,-
51612,64,365,30690,-
51612,128,382,52696,-
54838,1,857,52186,-
54838,2,770,7635,-
54838,4,619,39653,-
54838,8,595,39655,-
54838,16,495,7632,-
54838,32,426,47372,-
54838,64,404,42478,-
54838,128,385,52695,-
58064,1,908,42598,-
58064,2,788,47363,-
58064,4,592,47363,-
58064,8,507,39651,-
58064,16,487,7629,-
58064,32,433,30694,-
58064,64,393,30676,-
58064,128,397,52705,-
61290,1,881,38403,-
61290,2,702,36676,-
61290,4,603,36676,-
61290,8,604,48780,-
61290,16,519,48779,-
61290,32,412,49838,-
61290,64,438,42479,-
61290,128,432,52699,-
64516,1,859,18605,-
64516,2,787,45070,-
64516,4,664,26511,-
64516,8,544,30120,-
64516,16,584,48776,-
64516,32,411,60011,-
64516,64,444,42473,-
64516,128,440,52695,-
67741,1,1009,7635,-
67741,2,726,48778,-
67741,4,681,30115,-
67741,8,551,30117,-
67741,16,521,48771,-
67741,32,472,18602,-
67741,64,438,42473,-
67741,128,436,52695,-
70967,1,913,38403,-
70967,2,748,38404,-
70967,4,849,18594,-
70967,8,551,18594,-
70967,16,463,18588,-
70967,32,486,18596,-
70967,64,442,52669,-
70967,128,415,52701,-
74193,1,1065,7635,-
74193,2,761,7636,-
74193,4,671,7637,-
74193,8,558,53193,-
74193,16,491,7315,-
74193,32,492,18597,-
74193,64,453,52666,-
74193,128,410,52700,-
77419,1,1262,62822,-
77419,2,854,62823,-
77419,4,648,18581,-
77419,8,587,28499,-
77419,16,498,7312,-
77419,32,525,18595,-
77419,64,490,52667,-
77419,128,420,52699,-
80645,1,1010,38403,-
80645,2,737,38404,-
80645,4,565,18574,-
80645,8,597,7458,-
80645,16,445,28496,-
80645,32,542,18586,-
80645,64,478,52665,-
80645,128,426,52699,-
83870,1,937,28487,-
83870,2,686,38403,-
83870,4,524,55629,-
83870,8,576,7454,-
83870,16,468,28495,-
83870,32,483,18582,-
83870,64,451,52665,-
83870,128,406,52695,-
87096,1,968,54014,-
87096,2,745,9644,-
87096,4,657,9645,-
87096,8,493,9647,-
87096,16,491,20920,-
87096,32,444,52641,-
87096,64,447,52658,-
87096,128,406,52671,-
90322,1,919,48600,-
90322,2,698,18053,-
90322,4,677,18053,-
90322,8,586,29410,-
90322,16,502,48784,-
90322,32,422,52638,-
90322,64,452,52665,-
90322,128,392,52696,-
93548,1,1030,48778,-
93548,2,834,26511,-
93548,4,783,55609,-
93548,8,629,48776,-
93548,16,572,48780,-
93548,32,433,9121,-
93548,64,433,38259,-
93548,128,410,18610,-
96774,1,906,48778,-
96774,2,703,36841,-
96774,4,567,36840,-
96774,8,695,48775,-
96774,16,541,48775,-
96774,32,416,22108,-
96774,64,478,38253,-
96774,128,416,18580,-
100000,1,1021,52093,-
100000,2,804,38403,-
100000,4,621,671,-
100000,8,555,38406,-
100000,16,496,32848,-
100000,32,452,22101,-
100000,64,483,38253,-
100000,128,409,18574,-
