dm,width,sigma_x100,t,verdict
0,1,1097,46107,-
0,2,856,46107,-
0,4,560,46108,-
0,8,551,21293,-
0,16,485,54173,-
0,32,475,17022,-
0,64,484,17032,-
0,128,415,33919,-
3225,1,900,25225,-
3225,2,762,61970,-
3225,4,878,61971,-
3225,8,656,61973,-
3225,16,540,21291,-
3225,32,450,42826,-
3225,64,455,54191,-
3225,128,432,33912,-
6451,1,783,40405,-
6451,2,676,19600,-
6451,4,574,14323,-
6451,8,576,61968,-
6451,16,453,42821,-
6451,32,438,42821,-
6451,64,464,17019,-
6451,128,433,33910,-
9677,1,866,7378,-
9677,2,721,54471,-
9677,4,609,32540,-
9677,8,548,42818,-
9677,16,479,42819,-
9677,32,435,42811,-
9677,64,465,17015,-
9677,128,429,33908,-
12903,1,941,32628,-
12903,2,771,38321,-
12903,4,585,42813,-
12903,8,512,56199,-
12903,16,434,17035,-
12903,32,436,35308,-
12903,64,479,17006,-
12903,128,404,33900,-
16129,1,804,57092,-
16129,2,725,57092,-
16129,4,594,57092,-
16129,8,545,57089,-
16129,16,448,22347,-
16129,32,423,22354,-
16129,64,461,17002,-
16129,128,387,17008,-
19354,1,870,45643,-
19354,2,799,42701,-
19354,4,638,57885,-
19354,8,493,17025,-
19354,16,482,33866,-
19354,32,415,22356,-
19354,64,455,33842,-
19354,128,382,17002,-
22580,1,888,40405,-
22580,2,755,5621,-
22580,4,591,61598,-
22580,8,505,15510,-
22580,16,554,33860,-
22580,32,399,35288,-
22580,64,463,33837,-
22580,128,395,16995,-
25806,1,848,47881,-
25806,2,705,5586,-
25806,4,659,32630,-
25806,8,604,32632,-
25806,16,557,33855,-
25806,32,411,54908,-
25806,64,448,33830,-
25806,128,385,16993,-
29032,1,861,41453,-
29032,2,750,41453,-
29032,4,569,33922,-
29032,8,582,33852,-
29032,16,545,33849,-
29032,32,424,54905,-
29032,64,446,33824,-
29032,128,398,16982,-
32258,1,1113,25165,-
32258,2,789,25166,-
32258,4,640,21438,-
32258,8,519,10986,-
32258,16,473,54902,-
32258,32,404,3955,-
32258,64,410,33821,-
32258,128,392,22357,-
35483,1,1061,25159,-
35483,2,913,25160,-
35483,4,626,25161,-
35483,8,564,54898,-
35483,16,490,54899,-
35483,32,403,54890,-
35483,64,408,22360,-
35483,128,396,22356,-
38709,1,842,30825,-
38709,2,669,47687,-
38709,4,575,54896,-
38709,8,574,21212,-
38709,16,517,21214,-
38709,32,447,21210,-
38709,64,469,33802,-
38709,128,392,22354,-
41935,1,975,25146,-
41935,2,690,25146,-
41935,4,576,21436,-
41935,8,540,32600,-
41935,16,634,21212,-
41935,32,509,21204,-
41935,64,482,33802,-
41935,128,387,22352,-
45161,1,911,64336,-
45161,2,736,47079,-
45161,4,604,15052,-
45161,8,635,33774,-
45161,16,523,21205,-
45161,32,460,21200,-
45161,64,480,33798,-
45161,128,374,22348,-
48387,1,911,40077,-
48387,2,768,5540,-
48387,4,630,6006,-
48387,8,578,33805,-
48387,16,561,33771,-
48387,32,418,21194,-
48387,64,474,33784,-
48387,128,378,22347,-
51612,1,871,64336,-
51612,2,678,46108,-
51612,4,544,33802,-
51612,8,585,33803,-
51612,16,468,16898,-
51612,32,411,6258,-
51612,64,477,33777,-
51612,128,392,33759,-
54838,1,857,5620,-
54838,2,757,5621,-
54838,4,691,21437,-
54838,8,545,21435,-
54838,16,506,21431,-
54838,32,422,33787,-
54838,64,477,33777,-
54838,128,408,33736,-
58064,1,895,25112,-
58064,2,770,4578,-
58064,4,593,4579,-
58064,8,578,10162,-
58064,16,516,21174,-
58064,32,472,33786,-
58064,64,473,33777,-
58064,128,391,33733,-
61290,1,869,38320,-
61290,2,691,14211,-
61290,4,682,14212,-
61290,8,527,10162,-
61290,16,512,21173,-
61290,32,461,33783,-
61290,64,460,33758,-
61290,128,396,33737,-
64516,1,945,60947,-
64516,2,764,33776,-
64516,4,689,33775,-
64516,8,619,33774,-
64516,16,576,21165,-
64516,32,505,33780,-
64516,64,446,33749,-
64516,128,425,33732,-
67741,1,914,16527,-
67741,2,828,16528,-
67741,4,688,33771,-
67741,8,629,33773,-
67741,16,577,33769,-
67741,32,529,33774,-
67741,64,455,33757,-
67741,128,418,33726,-
70967,1,815,15051,-
70967,2,715,33497,-
70967,4,691,33498,-
70967,8,589,32540,-
70967,16,540,21153,-
70967,32,502,33769,-
70967,64,418,33750,-
70967,128,431,33720,-
74193,1,854,25079,-
74193,2,693,25079,-
74193,4,573,31934,-
74193,8,542,5870,-
74193,16,514,21472,-
74193,32,493,33761,-
74193,64,410,33492,-
74193,128,431,33713,-
77419,1,844,33497,-
77419,2,726,33497,-
77419,4,601,33498,-
77419,8,533,44997,-
77419,16,524,33491,-
77419,32,479,33761,-
77419,64,432,33483,-
77419,128,406,33731,-
80645,1,841,25066,-
80645,2,630,33490,-
80645,4,660,44991,-
80645,8,632,44993,-
80645,16,532,44997,-
80645,32,468,33483,-
80645,64,420,33481,-
80645,128,414,33722,-
83870,1,945,34402,-
83870,2,661,23619,-
83870,4,588,14399,-
83870,8,620,10162,-
83870,16,526,33492,-
83870,32,478,33484,-
83870,64,395,33481,-
83870,128,428,33722,-
87096,1,840,31274,-
87096,2,697,46125,-
87096,4,573,35304,-
87096,8,524,10162,-
87096,16,495,10163,-
87096,32,473,33477,-
87096,64,385,35292,-
87096,128,414,33717,-
90322,1,888,31267,-
90322,2,683,54471,-
90322,4,563,21438,-
90322,8,505,10162,-
90322,16,485,35299,-
90322,32,443,33470,-
90322,64,398,35292,-
90322,128,431,33722,-
93548,1,843,25040,-
93548,2,630,57733,-
93548,4,526,5868,-
93548,8,573,10162,-
93548,16,457,35298,-
93548,32,463,33464,-
93548,64,417,33689,-
93548,128,426,33719,-
96774,1,1011,41314,-
96774,2,756,41315,-
96774,4,610,54470,-
96774,8,599,10162,-
96774,16,467,10164,-
96774,32,411,46121,-
96774,64,441,33684,-
96774,128,417,33717,-
100000,1,914,10160,-
100000,2,757,41370,-
100000,4,597,33660,-
100000,8,600,10164,-
100000,16,478,35468,-
100000,32,457,35289,-
100000,64,452,33679,-
100000,128,435,33714,-
