dm,width,sigma_x100,t,verdict
48387,4,626,31046,-
48387,8,591,30949,-
48387,16,456,30953,-
48387,32,417,30961,-
48387,64,394,10050,-
48387,128,382,27911,-
51612,1,1049,42520,-
51612,2,731,42520,-
51612,4,610,29186,-
51612,8,551,32103,-
51612,16,500,15827,-
51612,32,435,62404,-
51612,64,434,10050,-
51612,128,372,45167,-
54838,1,976,42520,-
54838,2,708,63516,-
54838,4,617,11218,-
54838,8,581,10022,-
54838,16,500,32094,-
54838,32,431,27864,-
54838,64,393,10049,-
54838,128,404,45166,-
58064,1,1030,42520,-
58064,2,714,28590,-
58064,4,562,4085,-
58064,8,563,10021,-
58064,16,454,28588,-
58064,32,425,27864,-
58064,64,392,33599,-
58064,128,429,45157,-
61290,1,1062,42520,-
61290,2,770,42520,-
61290,4,679,9038,-
61290,8,579,40831,-
61290,16,491,40832,-
61290,32,394,4468,-
61290,64,415,33593,-
61290,128,432,45153,-
64516,1,1013,42520,-
64516,2,659,42521,-
64516,4,667,30246,-
64516,8,545,8659,-
64516,16,489,56118,-
64516,32,441,28589,-
64516,64,434,33587,-
64516,128,421,33554,-
67741,1,981,42520,-
67741,2,685,42520,-
67741,4,589,47730,-
67741,8,530,8659,-
67741,16,560,56113,-
67741,32,440,14766,-
67741,64,419,33581,-
67741,128,438,33548,-
70967,1,998,42520,-
70967,2,712,25801,-
70967,4,537,25270,-
70967,8,523,33601,-
70967,16,518,14768,-
70967,32,466,14763,-
70967,64,460,33573,-
70967,128,466,33541,-
74193,1,960,42520,-
74193,2,683,49027,-
74193,4,570,6623,-
74193,8,610,32056,-
74193,16,515,25228,-
74193,32,489,14762,-
74193,64,437,33570,-
74193,128,461,33536,-
77419,1,1057,42520,-
77419,2,830,49027,-
77419,4,588,40831,-
77419,8,607,14765,-
77419,16,492,25226,-
77419,32,509,40949,-
77419,64,419,33568,-
77419,128,452,33534,-
80645,1,1086,42520,-
80645,2,879,42520,-
80645,4,707,42521,-
80645,8,472,42519,-
80645,16,466,5219,-
80645,32,499,40948,-
80645,64,405,33562,-
80645,128,440,33553,-
83870,1,1064,42520,-
83870,2,760,46995,-
83870,4,668,46994,-
83870,8,579,46993,-
83870,16,460,5219,-
83870,32,490,40949,-
83870,64,401,40955,-
83870,128,440,33548,-
87096,1,978,42520,-
87096,2,780,42520,-
87096,4,574,42521,-
87096,8,530,8660,-
87096,16,555,62530,-
87096,32,478,62522,-
87096,64,408,40950,-
87096,128,430,33544,-
90322,1,1150,42520,-
90322,2,778,42521,-
90322,4,747,29106,-
90322,8,654,62524,-
90322,16,614,62525,-
90322,32,471,62513,-
90322,64,401,40948,-
90322,128,435,33501,-
93548,1,952,5211,-
93548,2,741,5211,-
93548,4,632,53421,-
93548,8,546,62520,-
93548,16,624,62521,-
93548,32,452,62518,-
93548,64,407,40949,-
93548,128,427,33496,-
96774,1,1096,42520,-
96774,2,757,42521,-
96774,4,600,32009,-
96774,8,520,32011,-
96774,16,514,62521,-
96774,32,454,40949,-
96774,64,439,40933,-
96774,128,430,33543,-
100000,1,1106,42520,-
100000,2,788,48553,-
100000,4,654,53404,-
100000,8,557,53405,-
100000,16,500,14232,-
100000,32,449,62513,-
100000,64,464,40933,-
100000,128,437,33510,-
