dm,width,sigma_x100,t,verdict
48387,16,445,19690,-
48387,32,482,12145,-
48387,64,394,14239,-
48387,128,417,21637,-
51612,1,785,26225,-
51612,2,731,43822,-
51612,4,689,41628,-
51612,8,534,59099,-
51612,16,490,43824,-
51612,32,475,12144,-
51612,64,394,14236,-
51612,128,415,21616,-
54838,1,933,38080,-
54838,2,652,33200,-
54838,4,728,35538,-
54838,8,639,802,-
54838,16,520,57289,-
54838,32,421,7103,-
54838,64,405,14229,-
54838,128,410,11413,-
58064,1,807,15803,-
58064,2,717,30357,-
58064,4,571,801,-
58064,8,568,799,-
58064,16,478,11356,-
58064,32,429,33201,-
58064,64,397,14222,-
58064,128,416,11412,-
61290,1,947,15803,-
61290,2,755,30357,-
61290,4,627,11351,-
61290,8,535,59078,-
61290,16,497,59075,-
61290,32,399,41739,-
61290,64,386,49626,-
61290,128,423,21593,-
64516,1,935,63200,-
64516,2,696,63200,-
64516,4,618,63199,-
64516,8,612,59071,-
64516,16,494,59073,-
64516,32,387,33189,-
64516,64,381,49622,-
64516,128,417,21590,-
67741,1,960,63194,-
67741,2,655,15803,-
67741,4,634,63196,-
67741,8,534,59066,-
67741,16,479,59068,-
67741,32,388,22247,-
67741,64,398,49625,-
67741,128,406,21583,-
70967,1,837,63187,-
70967,2,748,30357,-
70967,4,648,50537,-
70967,8,520,11387,-
70967,16,462,63334,-
70967,32,386,35551,-
70967,64,421,49621,-
70967,128,414,21601,-
74193,1,753,15803,-
74193,2,727,17034,-
74193,4,611,63564,-
74193,8,529,63180,-
74193,16,452,11381,-
74193,32,415,35551,-
74193,64,425,49599,-
74193,128,389,21595,-
77419,1,770,41899,-
77419,2,749,19213,-
77419,4,574,19213,-
77419,8,581,18909,-
77419,16,431,11384,-
77419,32,438,11375,-
77419,64,452,49599,-
77419,128,383,21582,-
80645,1,949,19611,-
80645,2,801,10940,-
80645,4,599,10939,-
80645,8,547,18904,-
80645,16,455,18910,-
80645,32,461,35552,-
80645,64,462,49598,-
80645,128,385,11358,-
83870,1,849,26268,-
83870,2,691,17015,-
83870,4,634,40734,-
83870,8,583,12839,-
83870,16,499,24505,-
83870,32,470,35555,-
83870,64,477,49592,-
83870,128,400,11358,-
87096,1,793,39749,-
87096,2,769,30357,-
87096,4,630,19613,-
87096,8,631,30360,-
87096,16,510,35547,-
87096,32,506,35552,-
87096,64,472,49588,-
87096,128,412,11351,-
90322,1,873,30356,-
90322,2,1038,30357,-
90322,4,822,30356,-
90322,8,578,30354,-
90322,16,536,35544,-
90322,32,512,35549,-
90322,64,480,11381,-
90322,128,393,11344,-
93548,1,889,9398,-
93548,2,711,9399,-
93548,4,616,30356,-
93548,8,502,15267,-
93548,16,512,43078,-
93548,32,500,11360,-
93548,64,478,11357,-
93548,128,386,11341,-
96774,1,1032,30356,-
96774,2,875,30357,-
96774,4,637,30356,-
96774,8,528,11362,-
96774,16,562,11358,-
96774,32,487,11353,-
96774,64,447,11353,-
96774,128,369,19643,-
100000,1,1008,19611,-
100000,2,830,30357,-
100000,4,652,19613,-
100000,8,595,3720,-
100000,16,574,11358,-
100000,32,458,11350,-
100000,64,435,11350,-
100000,128,359,19632,-
