dm,width,sigma_x100,t,verdict
0,1,904,17406,-
0,2,744,43005,-
0,4,623,57700,-
0,8,508,61050,-
0,16,520,8823,-
0,32,413,52472,-
0,64,395,2395,-
0,128,375,24406,-
3225,1,916,10979,-
3225,2,749,10980,-
3225,4,580,34216,-
3225,8,514,36478,-
3225,16,499,33734,-
3225,32,394,17385,-
3225,64,415,2395,-
3225,128,376,33682,-
6451,1,1130,17393,-
6451,2,896,17393,-
6451,4,775,17394,-
6451,8,592,17391,-
6451,16,528,17388,-
6451,32,397,2486,-
6451,64,375,33709,-
6451,128,363,24410,-
9677,1,1063,48247,-
9677,2,861,48247,-
9677,4,587,48248,-
9677,8,638,5398,-
9677,16,495,17390,-
9677,32,425,782,-
9677,64,360,2397,-
9677,128,369,24404,-
12903,1,877,17380,-
12903,2,715,34345,-
12903,4,648,34344,-
12903,8,586,34346,-
12903,16,508,17388,-
12903,32,471,13402,-
12903,64,389,13418,-
12903,128,380,24405,-
16129,1,1072,17373,-
16129,2,766,17374,-
16129,4,703,16675,-
16129,8,575,16673,-
16129,16,507,16670,-
16129,32,528,13399,-
16129,64,381,13407,-
16129,128,382,2421,-
19354,1,907,17367,-
19354,2,657,54566,-
19354,4,692,61053,-
19354,8,550,61051,-
19354,16,457,61046,-
19354,32,505,13398,-
19354,64,387,13384,-
19354,128,384,2420,-
22580,1,1002,17360,-
22580,2,761,51269,-
22580,4,607,16676,-
22580,8,492,60211,-
22580,16,524,16670,-
22580,32,498,13391,-
22580,64,380,13380,-
22580,128,407,2420,-
25806,1,964,61053,-
25806,2,755,17355,-
25806,4,609,51125,-
25806,8,508,41665,-
25806,16,513,61046,-
25806,32,446,13385,-
25806,64,400,13389,-
25806,128,414,2421,-
29032,1,865,17347,-
29032,2,694,61053,-
29032,4,576,39933,-
29032,8,477,56314,-
29032,16,503,2636,-
29032,32,435,13379,-
29032,64,412,13378,-
29032,128,399,2418,-
32258,1,1073,6350,-
32258,2,779,61053,-
32258,4,616,10816,-
32258,8,545,34304,-
32258,16,444,18088,-
32258,32,482,13371,-
32258,64,422,13373,-
32258,128,380,2420,-
35483,1,939,17334,-
35483,2,669,64157,-
35483,4,538,51382,-
35483,8,649,18081,-
35483,16,486,51386,-
35483,32,471,18092,-
35483,64,416,2410,-
35483,128,396,2418,-
38709,1,1024,17327,-
38709,2,683,17327,-
38709,4,522,7707,-
38709,8,476,9873,-
38709,16,463,13362,-
38709,32,497,18085,-
38709,64,448,2403,-
38709,128,398,2433,-
41935,1,1007,17321,-
41935,2,669,12001,-
41935,4,580,2634,-
41935,8,477,2147,-
41935,16,453,13362,-
41935,32,432,8708,-
41935,64,471,2406,-
41935,128,409,2438,-
45161,1,959,12000,-
45161,2,718,43042,-
45161,4,583,43043,-
45161,8,493,18080,-
45161,16,421,11263,-
45161,32,449,18071,-
45161,64,526,2403,-
45161,128,421,2435,-
48387,1,1091,17307,-
48387,2,777,17308,-
48387,4,610,34270,-
48387,8,628,33430,-
48387,16,453,13657,-
48387,32,484,2392,-
48387,64,537,2403,-
48387,128,439,2435,-
51612,1,954,17301,-
51612,2,714,17301,-
51612,4,584,16676,-
51612,8,550,33429,-
51612,16,509,13651,-
51612,32,531,2385,-
51612,64,531,2397,-
51612,128,446,2433,-
54838,1,1007,17294,-
54838,2,748,17295,-
54838,4,594,63407,-
54838,8,520,16674,-
54838,16,488,28982,-
54838,32,522,2382,-
54838,64,538,2395,-
54838,128,462,2422,-
58064,1,1041,2380,-
58064,2,791,2381,-
58064,4,576,2382,-
58064,8,646,2384,-
58064,16,556,57572,-
58064,32,571,2378,-
58064,64,538,2394,-
58064,128,485,2422,-
61290,1,888,17281,-
61290,2,742,30821,-
61290,4,643,2382,-
61290,8,560,10757,-
61290,16,620,57569,-
61290,32,597,57561,-
61290,64,493,2386,-
61290,128,487,2421,-
64516,1,990,23195,-
64516,2,666,23195,-
64516,4,594,34237,-
64516,8,565,34238,-
64516,16,641,57562,-
64516,32,644,57554,-
64516,64,493,57557,-
64516,128,452,2415,-
67741,1,919,17268,-
67741,2,676,23267,-
67741,4,594,24846,-
67741,8,631,57557,-
67741,16,651,57556,-
67741,32,615,57553,-
67741,64,511,57555,-
67741,128,462,2420,-
70967,1,999,17261,-
70967,2,725,57554,-
70967,4,659,57555,-
70967,8,570,14942,-
70967,16,685,57549,-
70967,32,613,57557,-
70967,64,517,57551,-
70967,128,471,2417,-
74193,1,1000,12000,-
74193,2,742,34216,-
74193,4,706,34217,-
74193,8,632,34218,-
74193,16,563,57542,-
74193,32,620,57551,-
74193,64,507,57550,-
74193,128,419,2421,-
77419,1,1077,17248,-
77419,2,788,23604,-
77419,4,641,11536,-
77419,8,644,34214,-
77419,16,576,18624,-
77419,32,600,57549,-
77419,64,530,57548,-
77419,128,411,2417,-
80645,1,863,17760,-
80645,2,708,22439,-
80645,4,626,34204,-
80645,8,595,18617,-
80645,16,556,18619,-
80645,32,540,57542,-
80645,64,531,57550,-
80645,128,400,2363,-
83870,1,910,17760,-
83870,2,705,5249,-
83870,4,565,20285,-
83870,8,511,34200,-
83870,16,539,57554,-
83870,32,463,57545,-
83870,64,567,57547,-
83870,128,408,57516,-
87096,1,984,17228,-
87096,2,674,17283,-
87096,4,676,427,-
87096,8,635,34193,-
87096,16,528,424,-
87096,32,459,57556,-
87096,64,524,57545,-
87096,128,417,57508,-
90322,1,1026,2479,-
90322,2,712,54566,-
90322,4,700,61053,-
90322,8,521,419,-
90322,16,527,423,-
90322,32,448,57549,-
90322,64,473,57538,-
90322,128,402,2362,-
93548,1,969,12000,-
93548,2,755,34216,-
93548,4,574,38455,-
93548,8,467,18395,-
93548,16,461,420,-
93548,32,430,20271,-
93548,64,445,57528,-
93548,128,373,57504,-
96774,1,947,17208,-
96774,2,664,63406,-
96774,4,601,15899,-
96774,8,488,28981,-
96774,16,452,56319,-
96774,32,428,20270,-
96774,64,428,57525,-
96774,128,380,33490,-
100000,1,918,12000,-
100000,2,708,64078,-
100000,4,541,35613,-
100000,8,483,29585,-
100000,16,435,36081,-
100000,32,403,61932,-
100000,64,383,8582,-
100000,128,372,33480,-
