dm,width,sigma_x100,t,verdict
90322,16,507,6102,-
90322,32,463,11965,-
90322,64,460,17044,-
90322,128,472,17010,-
93548,1,1213,6097,-
93548,2,975,6098,-
93548,4,742,6099,-
93548,8,567,6097,-
93548,16,473,47906,-
93548,32,433,11961,-
93548,64,487,17039,-
93548,128,462,17007,-
96774,1,1130,57419,-
96774,2,744,57420,-
96774,4,633,16138,-
96774,8,604,55695,-
96774,16,485,56020,-
96774,32,506,40620,-
96774,64,498,17030,-
96774,128,465,17007,-
100000,1,791,2080,-
100000,2,759,41603,-
100000,4,588,41602,-
100000,8,492,16136,-
100000,16,482,40614,-
100000,32,469,40618,-
100000,64,481,17029,-
100000,128,456,16997,-
