dm,width,sigma_x100,t,verdict
0,1,796,62240,-
0,2,668,13599,-
0,4,533,17416,-
0,8,507,17413,-
0,16,633,17417,-
0,32,526,17421,-
0,64,466,17420,-
0,128,332,23369,-
3225,1,863,34418,-
3225,2,641,62399,-
3225,4,528,58949,-
3225,8,466,45976,-
3225,16,535,17421,-
3225,32,548,17412,-
3225,64,429,17419,-
3225,128,327,38409,-
6451,1,940,23135,-
6451,2,650,53926,-
6451,4,615,56141,-
6451,8,567,28578,-
6451,16,485,17419,-
6451,32,499,17417,-
6451,64,410,17405,-
6451,128,321,38410,-
9677,1,1003,53926,-
9677,2,711,28999,-
9677,4,608,28577,-
9677,8,488,41181,-
9677,16,516,17421,-
9677,32,490,17409,-
9677,64,431,22533,-
9677,128,334,54730,-
12903,1,1149,2259,-
12903,2,727,2260,-
12903,4,569,3963,-
12903,8,584,3961,-
12903,16,479,17417,-
12903,32,475,22516,-
12903,64,431,22528,-
12903,128,343,54729,-
16129,1,779,40684,-
16129,2,684,16304,-
16129,4,659,16304,-
16129,8,521,16306,-
16129,16,454,17417,-
16129,32,476,22513,-
16129,64,465,22521,-
16129,128,337,54701,-
19354,1,972,41768,-
19354,2,722,41769,-
19354,4,618,2245,-
19354,8,520,1721,-
19354,16,453,47240,-
19354,32,488,22509,-
19354,64,470,22510,-
19354,128,345,54696,-
22580,1,881,2239,-
22580,2,862,31028,-
22580,4,596,47239,-
22580,8,603,47237,-
22580,16,487,47237,-
22580,32,438,22499,-
22580,64,476,22508,-
22580,128,347,22473,-
25806,1,936,20428,-
25806,2,728,12071,-
25806,4,637,47234,-
25806,8,600,47232,-
25806,16,538,47236,-
25806,32,450,22508,-
25806,64,486,22507,-
25806,128,350,22460,-
29032,1,956,64860,-
29032,2,752,64860,-
29032,4,569,28578,-
29032,8,550,7315,-
29032,16,526,19800,-
29032,32,448,22489,-
29032,64,484,22503,-
29032,128,356,22460,-
32258,1,914,32005,-
32258,2,754,6222,-
32258,4,626,54724,-
32258,8,675,19796,-
32258,16,526,19800,-
32258,32,443,22497,-
32258,64,481,22498,-
32258,128,375,54696,-
35483,1,911,16265,-
35483,2,748,28522,-
35483,4,631,28521,-
35483,8,594,17584,-
35483,16,513,19793,-
35483,32,438,4257,-
35483,64,429,22492,-
35483,128,372,54692,-
38709,1,1071,53926,-
38709,2,773,53926,-
38709,4,621,22795,-
38709,8,559,55814,-
38709,16,442,3396,-
38709,32,478,4254,-
38709,64,442,54699,-
38709,128,363,54684,-
41935,1,831,34905,-
41935,2,768,6203,-
41935,4,615,6203,-
41935,8,559,55808,-
41935,16,462,57935,-
41935,32,439,19785,-
41935,64,431,54699,-
41935,128,373,54679,-
45161,1,825,2193,-
45161,2,757,56393,-
45161,4,581,22782,-
45161,8,543,6199,-
45161,16,501,56020,-
45161,32,404,12189,-
45161,64,424,54694,-
45161,128,377,9338,-
48387,1,838,6189,-
48387,2,665,6189,-
48387,4,544,14250,-
48387,8,500,7770,-
48387,16,470,64319,-
48387,32,409,64312,-
48387,64,401,54700,-
48387,128,357,9337,-
51612,1,1366,2180,-
51612,2,952,2181,-
51612,4,686,2179,-
51612,8,507,56014,-
51612,16,466,64313,-
51612,32,430,64311,-
51612,64,402,58063,-
51612,128,379,9338,-
54838,1,875,16225,-
54838,2,681,40606,-
54838,4,585,40607,-
54838,8,445,62166,-
54838,16,475,54674,-
54838,32,437,58048,-
54838,64,402,58059,-
54838,128,401,9337,-
58064,1,899,41603,-
58064,2,786,54672,-
58064,4,627,54671,-
58064,8,559,54675,-
58064,16,457,27033,-
58064,32,484,58044,-
58064,64,396,54692,-
58064,128,376,1927,-
61290,1,918,2160,-
61290,2,731,12015,-
61290,4,571,12891,-
61290,8,533,54669,-
61290,16,463,54673,-
61290,32,510,58047,-
61290,64,432,58031,-
61290,128,384,17036,-
64516,1,873,6156,-
64516,2,695,21678,-
64516,4,611,39662,-
64516,8,557,22743,-
64516,16,463,58036,-
64516,32,532,58040,-
64516,64,448,58024,-
64516,128,409,17036,-
67741,1,970,20815,-
67741,2,702,55970,-
67741,4,654,56016,-
67741,8,536,56016,-
67741,16,488,22742,-
67741,32,496,58038,-
67741,64,438,58039,-
67741,128,408,17028,-
70967,1,1000,6143,-
70967,2,758,6143,-
70967,4,562,50720,-
70967,8,490,56011,-
70967,16,457,12198,-
70967,32,463,58031,-
70967,64,462,58028,-
70967,128,417,17025,-
74193,1,914,53926,-
74193,2,663,23691,-
74193,4,625,35865,-
74193,8,517,57944,-
74193,16,533,58028,-
74193,32,519,11975,-
74193,64,456,58025,-
74193,128,457,39599,-
77419,1,947,57419,-
77419,2,750,57420,-
77419,4,581,11966,-
77419,8,523,11978,-
77419,16,491,17851,-
77419,32,535,11977,-
77419,64,442,17029,-
77419,128,437,17036,-
80645,1,1132,62240,-
80645,2,862,62240,-
80645,4,608,62239,-
80645,8,529,58201,-
80645,16,509,11969,-
80645,32,540,11972,-
80645,64,426,17039,-
80645,128,453,39599,-
83870,1,904,4173,-
83870,2,721,57420,-
83870,4,576,22701,-
83870,8,565,11966,-
83870,16,537,11969,-
83870,32,544,11966,-
83870,64,446,17017,-
83870,128,446,17034,-
87096,1,964,3059,-
87096,2,817,2108,-
87096,4,709,2107,-
87096,8,618,27096,-
87096,16,513,11961,-
87096,32,496,11969,-
87096,64,443,11964,-
87096,128,447,17013,-
90322,1,943,53926,-
90322,2,749,13599,-
90322,4,646,22965,-
90322,8,550,12893,-
