dm,width,sigma_x100,t,verdict
90322,32,430,10490,-
90322,64,409,29155,-
90322,128,408,45665,-
93548,1,953,36151,-
93548,2,923,11914,-
93548,4,644,11913,-
93548,8,539,11912,-
93548,16,470,29139,-
93548,32,409,29137,-
93548,64,452,29149,-
93548,128,397,45662,-
96774,1,1009,183,-
96774,2,901,36151,-
96774,4,675,36151,-
96774,8,536,11911,-
96774,16,535,3107,-
96774,32,467,29129,-
96774,64,479,29142,-
96774,128,385,45693,-
100000,1,1180,31536,-
100000,2,832,31536,-
100000,4,660,31535,-
100000,8,635,3102,-
100000,16,526,3098,-
100000,32,506,29126,-
100000,64,523,29142,-
100000,128,382,29174,-
