dm,width,sigma_x100,t,verdict
0,1,937,28394,-
0,2,872,48922,-
0,4,649,48923,-
0,8,596,50547,-
0,16,532,50551,-
0,32,484,28410,-
0,64,526,18195,-
0,128,369,50592,-
3225,1,886,46750,-
3225,2,695,35307,-
3225,4,656,35308,-
3225,8,538,35306,-
3225,16,485,21334,-
3225,32,485,50545,-
3225,64,489,18191,-
3225,128,379,18210,-
6451,1,954,7407,-
6451,2,714,30278,-
6451,4,692,58377,-
6451,8,533,55058,-
6451,16,549,1702,-
6451,32,471,50538,-
6451,64,513,18179,-
6451,128,374,18213,-
9677,1,863,18381,-
9677,2,909,1696,-
9677,4,782,1695,-
9677,8,548,1694,-
9677,16,599,1702,-
9677,32,478,50538,-
9677,64,551,18176,-
9677,128,383,18208,-
12903,1,904,42337,-
12903,2,786,1696,-
12903,4,669,1696,-
12903,8,547,28371,-
12903,16,483,1695,-
12903,32,445,1703,-
12903,64,512,18174,-
12903,128,391,18203,-
16129,1,873,46723,-
16129,2,691,50514,-
16129,4,593,23152,-
16129,8,571,40362,-
16129,16,503,42909,-
16129,32,450,18175,-
16129,64,489,18174,-
16129,128,362,18202,-
19354,1,940,63262,-
19354,2,782,50274,-
19354,4,665,1697,-
19354,8,488,63190,-
19354,16,549,1703,-
19354,32,456,18172,-
19354,64,469,18169,-
19354,128,362,18185,-
22580,1,957,56607,-
22580,2,707,55463,-
22580,4,610,35308,-
22580,8,519,48425,-
22580,16,464,1696,-
22580,32,449,28362,-
22580,64,423,35327,-
22580,128,358,28410,-
25806,1,992,63249,-
25806,2,726,1696,-
25806,4,810,1696,-
25806,8,611,1695,-
25806,16,542,19040,-
25806,32,434,1705,-
25806,64,420,35329,-
25806,128,368,28349,-
29032,1,867,63242,-
29032,2,713,23154,-
29032,4,686,35306,-
29032,8,571,39795,-
29032,16,483,18157,-
29032,32,466,1703,-
29032,64,423,35325,-
29032,128,378,18163,-
32258,1,874,31397,-
32258,2,737,52908,-
32258,4,609,48922,-
32258,8,507,18153,-
32258,16,495,18153,-
32258,32,410,25932,-
32258,64,419,35318,-
32258,128,369,28341,-
35483,1,930,25342,-
35483,2,801,22317,-
35483,4,627,1745,-
35483,8,509,18150,-
35483,16,425,50276,-
35483,32,400,35308,-
35483,64,419,35324,-
35483,128,358,41768,-
38709,1,829,51554,-
38709,2,719,50274,-
38709,4,614,50273,-
38709,8,572,50275,-
38709,16,442,42909,-
38709,32,398,35319,-
38709,64,439,35316,-
38709,128,372,28364,-
41935,1,854,51548,-
41935,2,732,56706,-
41935,4,594,50273,-
41935,8,510,2326,-
41935,16,447,50278,-
41935,32,384,35308,-
41935,64,409,35310,-
41935,128,364,28360,-
45161,1,1061,31371,-
45161,2,753,31371,-
45161,4,633,50273,-
45161,8,596,42337,-
45161,16,477,42340,-
45161,32,400,11991,-
45161,64,397,35302,-
45161,128,372,28356,-
48387,1,1027,24113,-
48387,2,778,24114,-
48387,4,671,60690,-
48387,8,596,42337,-
48387,16,524,14328,-
48387,32,415,28301,-
48387,64,375,11998,-
48387,128,382,28344,-
51612,1,910,52908,-
51612,2,723,50274,-
51612,4,667,42905,-
51612,8,579,42907,-
51612,16,508,42903,-
51612,32,472,28302,-
51612,64,394,35290,-
