dm,width,sigma_x100,t,verdict
45161,4,600,6620,-
45161,8,542,39179,-
45161,16,537,6734,-
45161,32,434,27555,-
45161,64,378,6749,-
45161,128,365,22775,-
48387,1,841,37638,-
48387,2,649,5428,-
48387,4,654,52594,-
48387,8,530,5239,-
48387,16,551,6734,-
48387,32,409,6735,-
48387,64,372,22753,-
48387,128,357,22788,-
51612,1,895,5427,-
51612,2,641,5428,-
51612,4,536,6729,-
51612,8,478,64834,-
51612,16,449,43301,-
51612,32,402,22749,-
51612,64,377,22765,-
51612,128,366,22797,-
54838,1,915,48347,-
54838,2,721,10773,-
54838,4,606,64829,-
54838,8,509,39098,-
54838,16,450,43298,-
54838,32,447,22746,-
54838,64,419,22763,-
54838,128,390,22795,-
58064,1,802,5427,-
58064,2,724,5428,-
58064,4,733,5428,-
58064,8,540,50713,-
58064,16,437,22739,-
58064,32,428,22746,-
58064,64,413,22755,-
58064,128,396,22794,-
61290,1,945,55501,-
61290,2,765,25134,-
61290,4,646,25135,-
61290,8,516,52566,-
61290,16,460,22740,-
61290,32,399,21490,-
61290,64,424,22754,-
61290,128,374,22791,-
64516,1,900,5427,-
64516,2,730,64962,-
64516,4,585,61882,-
64516,8,605,61882,-
64516,16,469,22739,-
64516,32,424,22747,-
64516,64,413,22748,-
64516,128,356,2940,-
67741,1,873,29231,-
67741,2,688,61879,-
67741,4,764,61879,-
67741,8,595,61877,-
67741,16,472,22737,-
67741,32,442,22746,-
67741,64,358,22746,-
67741,128,353,2932,-
70967,1,871,13188,-
70967,2,743,34821,-
70967,4,586,25115,-
70967,8,545,5548,-
70967,16,433,46490,-
70967,32,400,60033,-
70967,64,371,26141,-
70967,128,370,47699,-
74193,1,1138,5427,-
74193,2,846,5428,-
74193,4,634,2307,-
74193,8,497,5547,-
74193,16,445,52672,-
74193,32,429,60031,-
74193,64,380,18890,-
74193,128,393,6733,-
77419,1,963,5427,-
77419,2,759,47242,-
77419,4,608,50712,-
77419,8,508,54136,-
77419,16,455,29975,-
77419,32,473,22747,-
77419,64,387,18889,-
77419,128,404,47699,-
80645,1,1013,37572,-
80645,2,755,2307,-
80645,4,621,27569,-
80645,8,503,41942,-
80645,16,499,46395,-
80645,32,475,54133,-
80645,64,380,18882,-
80645,128,401,47695,-
83870,1,961,5427,-
83870,2,660,25088,-
83870,4,597,39098,-
83870,8,583,39100,-
83870,16,461,54126,-
83870,32,493,54128,-
83870,64,386,18875,-
83870,128,394,47690,-
87096,1,942,5427,-
87096,2,714,5428,-
87096,4,632,31078,-
87096,8,585,53359,-
87096,16,438,53363,-
87096,32,482,54120,-
87096,64,372,13457,-
87096,128,386,47682,-
90322,1,926,40340,-
90322,2,704,40341,-
90322,4,614,53357,-
90322,8,491,43602,-
90322,16,444,3648,-
90322,32,485,54116,-
90322,64,371,54102,-
90322,128,369,47672,-
93548,1,982,64961,-
93548,2,724,59285,-
93548,4,597,27569,-
93548,8,534,57296,-
93548,16,444,9699,-
93548,32,470,26593,-
93548,64,380,61852,-
93548,128,388,47681,-
96774,1,893,27536,-
96774,2,809,27537,-
96774,4,676,27538,-
96774,8,542,5073,-
96774,16,464,44467,-
96774,32,479,44459,-
96774,64,392,54107,-
96774,128,381,47679,-
100000,1,1051,5427,-
100000,2,746,5428,-
100000,4,576,6623,-
100000,8,538,44462,-
100000,16,519,61813,-
100000,32,485,44455,-
100000,64,392,54083,-
100000,128,372,47652,-
