dm,width,sigma_x100,t,verdict
0,1,1054,3856,-
0,2,752,3856,-
0,4,635,60326,-
0,8,552,60325,-
0,16,515,60321,-
0,32,434,40041,-
0,64,462,40013,-
0,128,468,40040,-
3225,1,857,11991,-
3225,2,802,10519,-
3225,4,625,11993,-
3225,8,495,1305,-
3225,16,472,60319,-
3225,32,459,60311,-
3225,64,457,40017,-
3225,128,462,40040,-
6451,1,983,8291,-
6451,2,737,3844,-
6451,4,634,7932,-
6451,8,499,35412,-
6451,16,461,48634,-
6451,32,455,27856,-
6451,64,472,40017,-
6451,128,451,40039,-
9677,1,904,16447,-
9677,2,732,45949,-
9677,4,605,19430,-
9677,8,535,22155,-
9677,16,470,27854,-
9677,32,473,27852,-
9677,64,495,40019,-
9677,128,434,40037,-
12903,1,889,48629,-
12903,2,717,48630,-
12903,4,624,14559,-
12903,8,636,27848,-
12903,16,570,27851,-
12903,32,503,40004,-
12903,64,486,40020,-
12903,128,442,40008,-
16129,1,920,53351,-
16129,2,697,36913,-
16129,4,661,19429,-
16129,8,573,41608,-
16129,16,556,27843,-
16129,32,544,39998,-
16129,64,494,40017,-
16129,128,457,40003,-
19354,1,920,53843,-
19354,2,762,19572,-
19354,4,627,57997,-
19354,8,596,19427,-
19354,16,544,3161,-
19354,32,574,39998,-
19354,64,524,40017,-
19354,128,450,39997,-
22580,1,812,36900,-
22580,2,779,14560,-
22580,4,638,3161,-
22580,8,604,61846,-
22580,16,616,3156,-
22580,32,587,39995,-
22580,64,504,40026,-
22580,128,447,39994,-
25806,1,804,36894,-
25806,2,641,11946,-
25806,4,611,13924,-
25806,8,568,3152,-
25806,16,543,39996,-
25806,32,514,39988,-
25806,64,510,40020,-
25806,128,440,39993,-
29032,1,975,51723,-
29032,2,806,3148,-
29032,4,665,3149,-
29032,8,542,3145,-
29032,16,525,3143,-
29032,32,504,39993,-
29032,64,511,40017,-
29032,128,426,39994,-
32258,1,893,10562,-
32258,2,724,19429,-
32258,4,578,19429,-
32258,8,574,19426,-
32258,16,445,38720,-
32258,32,447,39987,-
32258,64,441,40017,-
32258,128,425,39988,-
35483,1,892,3784,-
35483,2,669,14560,-
35483,4,637,63720,-
35483,8,582,36284,-
35483,16,482,19427,-
35483,32,409,3144,-
35483,64,421,40012,-
35483,128,426,39987,-
38709,1,1079,27108,-
38709,2,829,27108,-
38709,4,585,27107,-
38709,8,570,19427,-
38709,16,482,60284,-
38709,32,402,61850,-
38709,64,398,40019,-
38709,128,424,39985,-
41935,1,904,57998,-
41935,2,887,63984,-
41935,4,655,20123,-
41935,8,480,27846,-
41935,16,489,13131,-
41935,32,414,61842,-
41935,64,410,13155,-
41935,128,425,40002,-
45161,1,868,36854,-
45161,2,865,14560,-
45161,4,584,5010,-
45161,8,510,14557,-
45161,16,538,13126,-
45161,32,432,47739,-
45161,64,404,36256,-
45161,128,427,39993,-
48387,1,1015,12265,-
48387,2,716,12266,-
48387,4,571,7388,-
48387,8,523,7385,-
48387,16,486,47745,-
48387,32,480,47739,-
48387,64,383,36255,-
48387,128,399,39985,-
51612,1,965,19428,-
51612,2,816,19429,-
51612,4,639,45862,-
51612,8,545,56362,-
51612,16,484,47739,-
51612,32,448,47738,-
51612,64,394,6778,-
51612,128,402,39993,-
54838,1,879,60326,-
54838,2,690,60327,-
54838,4,582,48628,-
54838,8,548,36229,-
54838,16,481,47737,-
54838,32,430,47731,-
54838,64,393,6776,-
54838,128,394,39987,-
58064,1,964,3737,-
58064,2,749,51724,-
58064,4,586,51723,-
58064,8,505,49354,-
58064,16,468,36230,-
58064,32,435,47737,-
58064,64,396,6778,-
58064,128,359,39985,-
61290,1,871,10562,-
61290,2,698,19429,-
61290,4,564,63037,-
61290,8,563,41377,-
61290,16,461,49353,-
61290,32,434,47731,-
61290,64,391,34043,-
61290,128,340,61887,-
64516,1,987,12232,-
64516,2,718,36815,-
64516,4,644,36815,-
64516,8,507,11647,-
64516,16,460,47734,-
64516,32,443,41365,-
64516,64,406,34036,-
64516,128,340,6760,-
67741,1,828,10562,-
67741,2,733,14560,-
67741,4,679,63036,-
67741,8,594,63036,-
67741,16,507,63033,-
67741,32,466,41364,-
67741,64,389,34027,-
67741,128,328,36274,-
70967,1,923,3711,-
70967,2,770,3062,-
70967,4,652,37075,-
70967,8,535,37076,-
70967,16,497,19432,-
70967,32,438,6748,-
70967,64,400,63371,-
70967,128,337,52777,-
74193,1,924,41350,-
74193,2,755,41350,-
74193,4,634,41352,-
74193,8,529,19432,-
74193,16,464,63030,-
74193,32,482,6748,-
74193,64,393,6745,-
74193,128,329,52772,-
77419,1,926,36788,-
77419,2,772,36789,-
77419,4,654,19428,-
77419,8,682,19427,-
77419,16,554,19430,-
77419,32,468,6744,-
77419,64,392,6730,-
77419,128,318,36254,-
80645,1,1037,34413,-
80645,2,786,19429,-
80645,4,624,14561,-
80645,8,537,19426,-
80645,16,564,19426,-
80645,32,439,6750,-
80645,64,381,6734,-
80645,128,338,52757,-
83870,1,938,36775,-
83870,2,732,16750,-
83870,4,581,34408,-
83870,8,541,14558,-
83870,16,516,58139,-
83870,32,452,41365,-
83870,64,377,61854,-
83870,128,333,52753,-
87096,1,973,55475,-
87096,2,715,55476,-
87096,4,614,27566,-
87096,8,588,19431,-
87096,16,500,58132,-
87096,32,442,41363,-
87096,64,390,6734,-
87096,128,356,36289,-
90322,1,874,19428,-
90322,2,762,27222,-
90322,4,720,19427,-
90322,8,735,19427,-
90322,16,530,19428,-
90322,32,435,61856,-
90322,64,390,48633,-
90322,128,379,36288,-
93548,1,1080,36755,-
93548,2,844,45777,-
93548,4,672,26995,-
93548,8,519,38586,-
93548,16,526,19426,-
93548,32,469,48642,-
93548,64,396,48625,-
93548,128,386,36288,-
96774,1,906,8106,-
96774,2,741,14560,-
96774,4,696,34381,-
96774,8,583,34383,-
96774,16,506,16756,-
96774,32,453,48639,-
96774,64,382,33968,-
96774,128,396,36285,-
100000,1,969,20001,-
100000,2,947,3651,-
100000,4,697,3651,-
100000,8,578,16752,-
100000,16,489,16755,-
100000,32,435,58112,-
100000,64,415,36311,-
100000,128,406,36284,-
