dm,width,sigma_x100,t,verdict
0,1,1013,52259,-
0,2,728,52260,-
0,4,616,6352,-
0,8,550,13296,-
0,16,475,21162,-
0,32,458,40863,-
0,64,365,63726,-
0,128,358,59346,-
3225,1,957,13960,-
3225,2,690,33829,-
3225,4,644,33830,-
3225,8,511,33829,-
3225,16,517,21160,-
3225,32,422,2403,-
3225,64,350,63732,-
3225,128,359,59342,-
6451,1,1174,52246,-
6451,2,775,52247,-
6451,4,614,13294,-
6451,8,533,13292,-
6451,16,523,57728,-
6451,32,428,20557,-
6451,64,326,46463,-
6451,128,361,59342,-
9677,1,977,52240,-
9677,2,720,52241,-
9677,4,586,12223,-
9677,8,555,33520,-
9677,16,459,27091,-
9677,32,385,57731,-
9677,64,330,19379,-
9677,128,366,59337,-
12903,1,1015,52233,-
12903,2,706,52234,-
12903,4,549,61507,-
12903,8,479,16756,-
12903,16,419,27088,-
12903,32,412,38782,-
12903,64,341,19372,-
12903,128,356,59330,-
16129,1,1301,52226,-
16129,2,848,52227,-
16129,4,651,16067,-
16129,8,543,27084,-
16129,16,504,53808,-
16129,32,376,58819,-
16129,64,396,19377,-
16129,128,367,59330,-
19354,1,918,52220,-
19354,2,814,19210,-
19354,4,646,19210,-
19354,8,577,19208,-
19354,16,525,53804,-
19354,32,424,53796,-
19354,64,411,19375,-
19354,128,364,19377,-
22580,1,1013,52213,-
22580,2,734,23208,-
22580,4,613,13919,-
22580,8,557,52210,-
22580,16,512,53797,-
22580,32,467,53790,-
22580,64,387,19370,-
22580,128,373,19370,-
25806,1,1307,52207,-
25806,2,1005,52207,-
25806,4,761,52208,-
25806,8,570,52206,-
25806,16,468,52202,-
25806,32,408,2116,-
25806,64,388,19369,-
25806,128,383,19370,-
29032,1,1190,53789,-
29032,2,783,52201,-
29032,4,730,44987,-
29032,8,564,44985,-
29032,16,564,53784,-
29032,32,412,53776,-
29032,64,387,19376,-
29032,128,398,19356,-
32258,1,990,52193,-
32258,2,762,52194,-
32258,4,533,30093,-
32258,8,589,44982,-
32258,16,480,44979,-
32258,32,401,53772,-
32258,64,429,19373,-
32258,128,403,19356,-
35483,1,1047,52187,-
35483,2,685,52187,-
35483,4,577,53778,-
35483,8,546,45113,-
35483,16,513,45117,-
35483,32,439,27469,-
35483,64,437,19371,-
35483,128,405,19350,-
38709,1,929,52180,-
38709,2,810,52180,-
38709,4,639,27465,-
38709,8,522,27465,-
38709,16,514,27469,-
38709,32,398,27466,-
38709,64,456,19371,-
38709,128,393,19347,-
41935,1,1045,52174,-
41935,2,819,52175,-
41935,4,723,52175,-
41935,8,622,33454,-
41935,16,504,33457,-
41935,32,423,19389,-
41935,64,470,19371,-
41935,128,407,19347,-
45161,1,1063,52167,-
45161,2,692,4830,-
45161,4,679,12222,-
45161,8,607,12224,-
45161,16,470,33451,-
45161,32,470,19392,-
45161,64,480,19368,-
45161,128,404,19339,-
48387,1,1030,52160,-
48387,2,757,54826,-
48387,4,608,52159,-
48387,8,506,9055,-
48387,16,424,44818,-
48387,32,488,19386,-
48387,64,480,19369,-
48387,128,400,19339,-
51612,1,970,52154,-
51612,2,682,52155,-
51612,4,560,13860,-
51612,8,531,54823,-
51612,16,460,41277,-
51612,32,457,19384,-
51612,64,466,19368,-
51612,128,383,19338,-
54838,1,1055,55954,-
54838,2,852,55954,-
54838,4,637,39425,-
54838,8,558,52462,-
54838,16,501,20463,-
54838,32,432,20460,-
54838,64,446,19365,-
54838,128,362,19343,-
58064,1,1095,52140,-
58064,2,772,52141,-
58064,4,629,52459,-
58064,8,618,52459,-
58064,16,460,27469,-
58064,32,440,27463,-
58064,64,451,19371,-
58064,128,374,19344,-
61290,1,1071,52134,-
61290,2,763,52135,-
61290,4,557,32151,-
61290,8,495,40744,-
61290,16,508,55948,-
61290,32,399,20445,-
61290,64,443,19369,-
61290,128,371,19339,-
64516,1,1041,52127,-
64516,2,838,52128,-
64516,4,593,52128,-
64516,8,464,28129,-
64516,16,450,57608,-
64516,32,429,53329,-
64516,64,475,19365,-
64516,128,384,27458,-
67741,1,988,52121,-
67741,2,703,52121,-
67741,4,602,5602,-
67741,8,520,53878,-
67741,16,445,53874,-
67741,32,416,53322,-
67741,64,435,19363,-
67741,128,374,27883,-
70967,1,956,52114,-
70967,2,709,30803,-
70967,4,697,53873,-
70967,8,674,53873,-
70967,16,453,53869,-
70967,32,418,54826,-
70967,64,418,19358,-
70967,128,367,27449,-
74193,1,1026,52107,-
74193,2,826,52108,-
74193,4,617,50877,-
74193,8,528,22928,-
74193,16,529,22926,-
74193,32,445,61384,-
74193,64,405,40720,-
74193,128,368,27439,-
77419,1,921,52101,-
77419,2,771,33829,-
77419,4,674,33829,-
77419,8,547,22923,-
77419,16,533,22926,-
77419,32,463,61379,-
77419,64,405,61362,-
77419,128,366,27432,-
80645,1,1008,52094,-
80645,2,755,39953,-
80645,4,678,39952,-
80645,8,513,49693,-
80645,16,533,61375,-
80645,32,445,40688,-
80645,64,428,61356,-
80645,128,381,27877,-
83870,1,999,52088,-
83870,2,765,40695,-
83870,4,607,49689,-
83870,8,544,49689,-
83870,16,475,24961,-
83870,32,452,40692,-
83870,64,426,41217,-
83870,128,382,27871,-
87096,1,954,52081,-
87096,2,751,32960,-
87096,4,568,46487,-
87096,8,564,49687,-
87096,16,443,49683,-
87096,32,495,40686,-
87096,64,415,41208,-
87096,128,396,27870,-
90322,1,888,52074,-
90322,2,761,8749,-
90322,4,625,57227,-
90322,8,477,56629,-
90322,16,446,47605,-
90322,32,439,40677,-
90322,64,416,41209,-
90322,128,416,27871,-
93548,1,976,52068,-
93548,2,744,52069,-
93548,4,628,20157,-
93548,8,487,40673,-
93548,16,441,32953,-
93548,32,413,40683,-
93548,64,414,26529,-
93548,128,420,27870,-
96774,1,971,52061,-
96774,2,691,52062,-
96774,4,563,40667,-
96774,8,507,44987,-
96774,16,518,53645,-
96774,32,516,53638,-
96774,64,407,27879,-
96774,128,415,27867,-
100000,1,1086,52054,-
100000,2,898,40662,-
100000,4,622,40661,-
100000,8,531,24925,-
100000,16,471,44985,-
100000,32,499,53635,-
100000,64,410,26529,-
100000,128,407,27860,-
