dm,width,sigma_x100,t,verdict
32258,64,491,5062,-
32258,128,427,10759,-
35483,1,970,30559,-
35483,2,643,63577,-
35483,4,571,15687,-
35483,8,509,47538,-
35483,16,518,5038,-
35483,32,478,5041,-
35483,64,474,5056,-
35483,128,442,5090,-
38709,1,967,38293,-
38709,2,677,29229,-
38709,4,570,39775,-
38709,8,561,14720,-
38709,16,454,4176,-
38709,32,453,5038,-
38709,64,467,5052,-
38709,128,448,5084,-
41935,1,1093,38293,-
41935,2,816,30547,-
41935,4,579,4171,-
41935,8,496,4174,-
41935,16,530,4176,-
41935,32,455,14725,-
41935,64,432,5044,-
41935,128,424,5079,-
45161,1,1007,38293,-
45161,2,759,38293,-
45161,4,680,52875,-
45161,8,531,19799,-
45161,16,508,4170,-
45161,32,473,14719,-
45161,64,416,10718,-
45161,128,419,10745,-
48387,1,924,24466,-
48387,2,729,24466,-
48387,4,747,48525,-
48387,8,528,48523,-
48387,16,508,14718,-
48387,32,496,14713,-
48387,64,402,24451,-
48387,128,390,10743,-
51612,1,953,30526,-
51612,2,673,52786,-
51612,4,528,15688,-
51612,8,514,15689,-
51612,16,566,15693,-
51612,32,480,14708,-
51612,64,385,24451,-
51612,128,370,10743,-
54838,1,982,61779,-
54838,2,726,14712,-
54838,4,638,48512,-
54838,8,640,15686,-
54838,16,543,15688,-
54838,32,474,24465,-
54838,64,366,10720,-
54838,128,369,27494,-
58064,1,1170,38293,-
58064,2,850,38293,-
58064,4,596,38292,-
58064,8,563,54139,-
58064,16,528,24452,-
58064,32,425,24460,-
58064,64,372,19799,-
58064,128,377,27486,-
61290,1,895,30506,-
61290,2,629,30507,-
61290,4,525,54134,-
61290,8,529,19769,-
61290,16,482,44589,-
61290,32,458,24455,-
61290,64,425,19793,-
61290,128,388,16322,-
64516,1,1151,30499,-
64516,2,744,30499,-
64516,4,570,33451,-
64516,8,532,33804,-
64516,16,501,16328,-
64516,32,418,30197,-
64516,64,412,19787,-
64516,128,385,16315,-
67741,1,1087,38293,-
67741,2,746,38293,-
67741,4,643,30495,-
67741,8,537,61699,-
67741,16,474,36154,-
67741,32,489,1247,-
67741,64,399,19784,-
67741,128,401,16323,-
70967,1,1021,1933,-
70967,2,739,1934,-
70967,4,602,1935,-
70967,8,495,36149,-
70967,16,486,36153,-
70967,32,468,1249,-
70967,64,392,19777,-
70967,128,393,16302,-
74193,1,1328,30479,-
74193,2,830,30479,-
74193,4,609,57230,-
74193,8,570,14715,-
74193,16,480,30185,-
74193,32,473,1241,-
74193,64,373,19784,-
74193,128,414,16323,-
77419,1,1009,30473,-
77419,2,885,30186,-
77419,4,829,30187,-
77419,8,551,30189,-
77419,16,483,1237,-
77419,32,464,1246,-
77419,64,372,1234,-
77419,128,416,16320,-
80645,1,1040,38293,-
80645,2,717,38293,-
80645,4,564,53383,-
80645,8,548,47538,-
80645,16,531,1236,-
80645,32,479,1244,-
80645,64,391,19796,-
80645,128,427,16317,-
83870,1,912,30460,-
83870,2,660,48081,-
83870,4,584,53626,-
83870,8,528,62819,-
83870,16,473,64430,-
83870,32,426,64438,-
83870,64,404,19795,-
83870,128,437,16306,-
87096,1,1144,30453,-
87096,2,751,28662,-
87096,4,575,16680,-
87096,8,481,28659,-
87096,16,439,64425,-
87096,32,409,64430,-
87096,64,424,19790,-
87096,128,437,16300,-
90322,1,1092,38293,-
90322,2,789,38294,-
90322,4,600,38293,-
90322,8,528,28658,-
90322,16,437,35396,-
90322,32,405,48427,-
90322,64,405,16265,-
90322,128,423,16300,-
93548,1,991,30440,-
93548,2,736,57231,-
93548,4,502,3378,-
93548,8,499,48657,-
93548,16,512,39079,-
93548,32,404,16281,-
93548,64,427,16271,-
93548,128,418,16303,-
96774,1,893,38293,-
96774,2,691,44069,-
96774,4,562,38295,-
96774,8,565,17914,-
96774,16,488,48653,-
96774,32,420,16280,-
96774,64,434,16264,-
96774,128,406,19738,-
100000,1,922,30426,-
100000,2,731,17910,-
100000,4,652,17910,-
100000,8,593,17907,-
100000,16,465,48416,-
100000,32,413,58685,-
100000,64,416,16259,-
100000,128,405,16300,-
