dm,width,sigma_x100,t,verdict
0,1,972,17060,-
0,2,748,16716,-
0,4,654,64827,-
0,8,570,64826,-
0,16,462,14847,-
0,32,407,13985,-
0,64,344,23664,-
0,128,328,20073,-
3225,1,970,17994,-
3225,2,755,17995,-
3225,4,622,17995,-
3225,8,563,47988,-
3225,16,466,23683,-
3225,32,401,29722,-
3225,64,359,19611,-
3225,128,332,20068,-
6451,1,872,19580,-
6451,2,741,35640,-
6451,4,552,24246,-
6451,8,525,28635,-
6451,16,486,23682,-
6451,32,429,29719,-
6451,64,396,1355,-
6451,128,331,20067,-
9677,1,911,64289,-
9677,2,810,39120,-
9677,4,647,39119,-
9677,8,583,28635,-
9677,16,486,1372,-
9677,32,424,13978,-
9677,64,398,1350,-
9677,128,315,40984,-
12903,1,888,188,-
12903,2,697,188,-
12903,4,614,190,-
12903,8,518,191,-
12903,16,485,1372,-
12903,32,390,29715,-
12903,64,400,1348,-
12903,128,316,40980,-
16129,1,1157,800,-
16129,2,811,16716,-
16129,4,578,1543,-
16129,8,481,31323,-
16129,16,502,31319,-
16129,32,384,52336,-
16129,64,385,1351,-
16129,128,327,40970,-
19354,1,923,49049,-
19354,2,805,20044,-
19354,4,628,16715,-
19354,8,490,31317,-
19354,16,440,41021,-
19354,32,403,52334,-
19354,64,391,1350,-
19354,128,328,40966,-
22580,1,954,20043,-
22580,2,738,20043,-
22580,4,706,20042,-
22580,8,480,54579,-
22580,16,475,41018,-
22580,32,395,13960,-
22580,64,377,1348,-
22580,128,316,2165,-
25806,1,879,16716,-
25806,2,777,16717,-
25806,4,638,16716,-
25806,8,502,37744,-
25806,16,459,41016,-
25806,32,404,37745,-
25806,64,368,41003,-
25806,128,330,2150,-
29032,1,983,16716,-
29032,2,810,16716,-
29032,4,621,16715,-
29032,8,518,16714,-
29032,16,491,2176,-
29032,32,412,1324,-
29032,64,360,40997,-
29032,128,342,2148,-
32258,1,880,16716,-
32258,2,754,16716,-
32258,4,565,16716,-
32258,8,507,45451,-
32258,16,514,16709,-
32258,32,454,41006,-
32258,64,350,45300,-
32258,128,354,2141,-
35483,1,1001,761,-
35483,2,736,761,-
35483,4,605,13509,-
35483,8,525,13507,-
35483,16,501,16709,-
35483,32,404,2166,-
35483,64,359,14834,-
35483,128,353,2140,-
38709,1,855,6952,-
38709,2,771,1498,-
38709,4,610,1499,-
38709,8,537,21747,-
38709,16,419,17220,-
38709,32,439,17211,-
38709,64,374,14831,-
38709,128,344,2141,-
41935,1,848,65465,-
41935,2,713,44224,-
41935,4,576,8928,-
41935,8,514,17218,-
41935,16,454,30564,-
41935,32,411,20028,-
41935,64,416,14826,-
41935,128,341,2113,-
45161,1,949,741,-
45161,2,716,29563,-
45161,4,553,64735,-
45161,8,532,30561,-
45161,16,488,933,-
45161,32,409,17206,-
45161,64,410,14822,-
45161,128,349,14790,-
48387,1,988,734,-
48387,2,775,39097,-
48387,4,583,47230,-
48387,8,544,9609,-
48387,16,520,9606,-
48387,32,442,20036,-
48387,64,368,25751,-
48387,128,345,1335,-
51612,1,908,4603,-
51612,2,671,4604,-
