dm,width,sigma_x100,t,verdict
0,1,803,9955,-
0,2,688,29044,-
0,4,605,25112,-
0,8,488,2872,-
0,16,475,26576,-
0,32,384,27866,-
0,64,406,33630,-
0,128,366,42783,-
3225,1,851,46796,-
3225,2,808,37659,-
3225,4,651,18360,-
3225,8,519,48510,-
3225,16,477,26577,-
3225,32,408,27861,-
3225,64,426,6444,-
3225,128,371,42782,-
6451,1,929,27292,-
6451,2,789,29190,-
6451,4,615,2872,-
6451,8,556,6413,-
6451,16,452,6462,-
6451,32,390,27860,-
6451,64,422,6438,-
6451,128,360,42782,-
9677,1,901,9435,-
9677,2,725,36376,-
9677,4,605,46544,-
9677,8,563,8240,-
9677,16,475,27855,-
9677,32,384,27848,-
9677,64,432,6437,-
9677,128,354,42780,-
12903,1,861,26040,-
12903,2,708,38103,-
12903,4,695,25086,-
12903,8,486,25084,-
12903,16,454,30681,-
12903,32,389,27845,-
12903,64,390,49483,-
12903,128,377,49511,-
16129,1,946,48428,-
16129,2,686,331,-
16129,4,663,332,-
16129,8,516,30676,-
16129,16,450,8759,-
16129,32,427,49502,-
16129,64,427,49481,-
16129,128,368,6428,-
19354,1,965,48428,-
19354,2,694,48429,-
19354,4,628,8757,-
19354,8,604,8755,-
19354,16,496,15340,-
19354,32,393,32887,-
19354,64,428,49481,-
19354,128,393,11144,-
22580,1,929,8751,-
22580,2,777,8752,-
22580,4,717,8753,-
22580,8,671,8753,-
22580,16,608,8758,-
22580,32,460,32887,-
22580,64,450,49468,-
22580,128,392,49493,-
25806,1,845,53499,-
25806,2,743,43449,-
25806,4,685,25060,-
25806,8,548,25058,-
25806,16,602,8753,-
25806,32,421,32881,-
25806,64,446,49464,-
25806,128,404,49481,-
29032,1,1002,60326,-
29032,2,803,37659,-
29032,4,592,25053,-
29032,8,566,8752,-
29032,16,501,8753,-
29032,32,431,32877,-
29032,64,452,49460,-
29032,128,432,49480,-
32258,1,812,41074,-
32258,2,666,32962,-
32258,4,661,25046,-
32258,8,569,47924,-
32258,16,551,8751,-
32258,32,414,56785,-
32258,64,439,49461,-
32258,128,435,49475,-
35483,1,979,48428,-
35483,2,713,47922,-
35483,4,601,47921,-
35483,8,461,1914,-
35483,16,457,49579,-
35483,32,407,56785,-
35483,64,443,49448,-
35483,128,426,49479,-
38709,1,838,5781,-
38709,2,693,23558,-
38709,4,664,32519,-
38709,8,529,6346,-
38709,16,540,49577,-
38709,32,416,49451,-
38709,64,419,49446,-
38709,128,461,49481,-
