tag,seg,rank,bin,alpha_hz_x100,ratio_x100,log10p_x100,hit
Y2,8192,0,73,2610683,106,-391,1
Y2,8192,1,49,1752376,105,-293,1
Y2,8192,2,188,6723403,105,-226,1
Y2,8192,3,454,16236305,105,-202,1
Y2,8192,4,486,17380714,105,-187,0
Y4,8192,0,261,9334087,104,-113,0
Y4,8192,1,488,17452239,104,-90,0
Y4,8192,2,174,6222724,104,-38,0
Y4,8192,3,423,15127658,104,-37,0
Y4,8192,4,83,2968311,103,-13,0
