file,samples,skdev_x1000,skfrac_x10000,skflag,coh_x100,cohflag,ladder_x100,ladderq,dm_sign,dm_r2_x1000,impuls,maxz_x10,kurt_x100,tailx_x100,lattice,verdict
reports/2026-09-23_gc_survey/a00_blc07_bandmean.f32,3352,0,0,0,0,0,0,0,+0,0,1,58,102,2841,SINGLE-IMP,XENO-WATCH
