dm,width,sigma_x100,t,verdict
54838,128,309,42882,-
58064,1,815,13229,-
58064,2,734,13230,-
58064,4,585,42899,-
58064,8,563,39521,-
58064,16,513,39518,-
58064,32,498,46615,-
58064,64,371,39521,-
58064,128,312,42874,-
61290,1,764,10060,-
61290,2,652,31408,-
61290,4,525,13909,-
61290,8,486,23997,-
61290,16,440,13903,-
61290,32,402,41160,-
61290,64,360,42673,-
61290,128,326,19642,-
64516,1,985,38755,-
64516,2,677,38756,-
64516,4,522,44693,-
64516,8,524,7556,-
64516,16,521,13130,-
64516,32,442,41118,-
64516,64,366,19617,-
64516,128,307,42894,-
67741,1,808,51316,-
67741,2,588,47801,-
67741,4,553,38707,-
67741,8,467,6832,-
67741,16,454,6495,-
67741,32,398,21692,-
67741,64,390,42868,-
67741,128,336,42870,-
70967,1,710,5696,-
70967,2,618,46120,-
70967,4,587,12137,-
70967,8,570,11525,-
70967,16,466,5693,-
70967,32,437,8279,-
70967,64,404,41039,-
70967,128,330,42876,-
74193,1,746,51223,-
74193,2,611,26825,-
74193,4,544,7082,-
74193,8,504,7417,-
74193,16,452,7416,-
74193,32,403,40287,-
74193,64,423,40275,-
74193,128,352,42876,-
77419,1,764,51177,-
77419,2,620,10060,-
77419,4,557,38971,-
77419,8,495,38973,-
77419,16,447,17066,-
77419,32,371,14678,-
77419,64,390,42883,-
77419,128,333,42878,-
80645,1,798,63887,-
80645,2,621,31407,-
80645,4,513,42814,-
80645,8,484,59678,-
80645,16,455,10549,-
80645,32,435,10549,-
80645,64,399,42844,-
80645,128,313,42876,-
83870,1,804,7013,-
83870,2,677,19508,-
83870,4,585,46481,-
83870,8,523,19510,-
83870,16,478,14462,-
83870,32,446,13516,-
83870,64,365,13530,-
83870,128,310,42874,-
87096,1,775,43169,-
87096,2,626,39101,-
87096,4,701,39100,-
87096,8,505,42428,-
87096,16,481,48264,-
87096,32,428,9500,-
87096,64,393,11761,-
87096,128,310,42876,-
90322,1,711,45989,-
90322,2,623,21441,-
90322,4,514,37601,-
90322,8,544,7942,-
90322,16,409,39692,-
90322,32,424,7933,-
90322,64,349,41009,-
90322,128,309,42876,-
93548,1,759,7921,-
93548,2,698,42899,-
93548,4,542,42898,-
93548,8,488,42896,-
93548,16,429,6231,-
93548,32,396,6224,-
93548,64,346,6208,-
93548,128,293,52309,-
96774,1,815,38557,-
96774,2,667,11765,-
96774,4,676,46071,-
96774,8,572,46073,-
96774,16,473,46073,-
96774,32,440,46064,-
96774,64,361,44959,-
96774,128,303,52290,-
100000,1,836,50851,-
100000,2,688,55800,-
100000,4,555,50850,-
100000,8,502,62686,-
100000,16,427,5274,-
100000,32,380,45701,-
100000,64,342,44960,-
100000,128,288,44947,-
