dm,width,sigma_x100,t,verdict
0,1,786,12767,-
0,2,638,12768,-
0,4,648,44206,-
0,8,508,44204,-
0,16,457,37760,-
0,32,426,8072,-
0,64,399,5962,-
0,128,298,8086,-
3225,1,880,44207,-
3225,2,695,42334,-
3225,4,596,48869,-
3225,8,496,41211,-
3225,16,510,9598,-
3225,32,438,41200,-
3225,64,419,5936,-
3225,128,345,41255,-
6451,1,1051,57776,-
6451,2,745,9790,-
6451,4,557,9791,-
6451,8,508,41390,-
6451,16,444,12192,-
6451,32,400,42231,-
6451,64,363,41266,-
6451,128,349,41229,-
9677,1,784,4156,-
9677,2,681,42217,-
9677,4,586,42216,-
9677,8,506,55283,-
9677,16,453,42708,-
9677,32,394,12420,-
9677,64,408,41213,-
9677,128,314,41233,-
12903,1,747,54884,-
12903,2,540,49561,-
12903,4,569,8081,-
12903,8,515,22850,-
12903,16,468,49568,-
12903,32,401,8070,-
12903,64,352,41207,-
12903,128,287,9539,-
16129,1,720,45157,-
16129,2,693,18593,-
16129,4,657,13396,-
16129,8,575,14598,-
16129,16,456,13394,-
16129,32,398,41200,-
16129,64,314,14570,-
16129,128,312,8103,-
19354,1,880,6810,-
19354,2,706,44208,-
19354,4,499,44207,-
19354,8,503,44921,-
19354,16,434,8103,-
19354,32,465,8111,-
19354,64,437,8089,-
19354,128,327,8063,-
22580,1,810,8416,-
22580,2,815,13981,-
22580,4,574,51375,-
22580,8,484,51374,-
22580,16,410,20437,-
22580,32,421,8065,-
22580,64,407,8081,-
22580,128,336,43146,-
25806,1,760,50216,-
25806,2,722,33716,-
25806,4,531,9512,-
25806,8,546,28833,-
25806,16,484,44534,-
25806,32,404,11725,-
25806,64,433,43093,-
25806,128,401,43123,-
29032,1,655,44207,-
29032,2,616,48516,-
29032,4,566,41238,-
29032,8,494,62242,-
29032,16,512,40847,-
29032,32,411,43057,-
29032,64,398,43072,-
29032,128,385,43078,-
32258,1,755,44207,-
32258,2,715,14365,-
32258,4,558,14366,-
32258,8,533,14368,-
32258,16,421,47018,-
32258,32,386,40789,-
32258,64,366,43037,-
32258,128,388,43072,-
35483,1,789,18223,-
35483,2,686,39254,-
35483,4,597,42215,-
35483,8,528,22906,-
35483,16,428,6572,-
35483,32,396,43098,-
35483,64,374,43085,-
35483,128,373,43055,-
38709,1,792,57776,-
38709,2,596,33716,-
38709,4,514,40818,-
38709,8,454,55282,-
38709,16,455,57769,-
38709,32,433,13075,-
38709,64,353,8071,-
38709,128,338,40761,-
41935,1,804,20239,-
41935,2,697,20240,-
41935,4,665,20240,-
41935,8,526,2789,-
41935,16,427,39962,-
41935,32,438,16135,-
41935,64,381,16149,-
41935,128,362,8086,-
45161,1,812,55284,-
45161,2,597,41728,-
45161,4,509,12522,-
45161,8,539,30629,-
45161,16,503,49372,-
45161,32,450,8067,-
45161,64,414,8053,-
45161,128,393,8064,-
48387,1,863,44207,-
48387,2,718,44208,-
48387,4,554,33329,-
48387,8,494,9432,-
48387,16,472,8037,-
48387,32,469,8045,-
48387,64,484,8051,-
48387,128,380,8040,-
51612,1,696,10594,-
51612,2,594,45703,-
51612,4,527,11939,-
51612,8,481,43089,-
51612,16,413,10627,-
51612,32,415,8031,-
51612,64,500,8014,-
51612,128,349,8009,-
54838,1,808,38973,-
54838,2,636,13981,-
54838,4,591,46751,-
54838,8,524,11043,-
54838,16,496,40957,-
54838,32,508,7992,-
54838,64,445,7979,-
54838,128,317,6803,-
58064,1,845,48515,-
58064,2,702,17149,-
58064,4,658,47922,-
58064,8,565,49134,-
58064,16,471,41205,-
58064,32,414,41205,-
58064,64,359,9307,-
58064,128,311,43000,-
61290,1,837,22492,-
61290,2,662,22493,-
61290,4,550,21670,-
61290,8,480,22492,-
61290,16,528,50355,-
61290,32,393,50362,-
61290,64,366,40798,-
61290,128,316,7900,-
64516,1,824,61918,-
64516,2,711,61919,-
64516,4,506,61920,-
64516,8,484,41211,-
64516,16,461,42904,-
64516,32,458,44337,-
64516,64,387,44353,-
64516,128,345,8898,-
67741,1,876,2415,-
67741,2,769,10662,-
67741,4,509,12524,-
67741,8,476,12522,-
67741,16,478,41205,-
67741,32,440,41197,-
67741,64,390,8866,-
67741,128,337,8853,-
70967,1,768,13981,-
70967,2,616,38741,-
70967,4,605,47737,-
70967,8,490,47734,-
70967,16,432,11708,-
70967,32,399,8846,-
70967,64,382,8865,-
70967,128,335,46881,-
74193,1,830,53613,-
74193,2,806,44338,-
74193,4,652,21484,-
74193,8,558,21482,-
74193,16,474,43067,-
74193,32,452,44335,-
74193,64,367,44324,-
74193,128,328,44337,-
77419,1,815,13714,-
77419,2,650,41213,-
77419,4,599,8850,-
77419,8,533,8852,-
77419,16,512,41207,-
77419,32,395,41206,-
77419,64,368,44313,-
77419,128,303,44331,-
80645,1,742,959,-
80645,2,634,8101,-
80645,4,557,10177,-
80645,8,521,55695,-
80645,16,500,16818,-
80645,32,483,16811,-
80645,64,348,8071,-
80645,128,302,42984,-
83870,1,794,12767,-
83870,2,734,5881,-
83870,4,601,11344,-
83870,8,479,21537,-
83870,16,422,8037,-
83870,32,363,11358,-
83870,64,368,8058,-
83870,128,291,48099,-
87096,1,797,12371,-
87096,2,632,54918,-
87096,4,562,42218,-
87096,8,475,42216,-
87096,16,436,41207,-
87096,32,399,45374,-
87096,64,341,44209,-
87096,128,314,48088,-
90322,1,810,959,-
90322,2,621,5788,-
90322,4,572,54553,-
90322,8,476,39960,-
90322,16,473,39779,-
90322,32,423,12776,-
90322,64,378,39772,-
90322,128,326,48072,-
93548,1,898,35079,-
93548,2,649,35079,-
93548,4,511,13983,-
93548,8,558,48023,-
93548,16,515,48021,-
93548,32,395,39746,-
93548,64,444,48052,-
93548,128,365,48077,-
96774,1,681,30058,-
96774,2,678,25567,-
96774,4,585,42216,-
96774,8,523,42215,-
96774,16,593,42219,-
96774,32,468,48014,-
96774,64,393,48017,-
96774,128,386,48048,-
100000,1,777,44207,-
100000,2,612,12058,-
100000,4,576,14258,-
100000,8,494,14260,-
100000,16,411,47984,-
100000,32,384,47993,-
100000,64,331,47996,-
100000,128,321,48029,-
