dm,width,sigma_x100,t,verdict
74193,64,362,7724,-
74193,128,330,7749,-
77419,1,802,40342,-
77419,2,649,40343,-
77419,4,548,53439,-
77419,8,537,43241,-
77419,16,506,7705,-
77419,32,480,45042,-
77419,64,387,14218,-
77419,128,374,44997,-
80645,1,816,43344,-
80645,2,702,43344,-
80645,4,638,40461,-
80645,8,501,47149,-
80645,16,471,17303,-
80645,32,394,45247,-
80645,64,361,14175,-
80645,128,337,44988,-
83870,1,904,17302,-
83870,2,818,42227,-
83870,4,630,44952,-
83870,8,531,44953,-
83870,16,518,44957,-
83870,32,513,44952,-
83870,64,406,44963,-
83870,128,356,44928,-
87096,1,775,15637,-
87096,2,695,15637,-
87096,4,548,7702,-
87096,8,508,15994,-
87096,16,459,15636,-
87096,32,438,40459,-
87096,64,425,40443,-
87096,128,363,40474,-
90322,1,798,40156,-
90322,2,726,49882,-
90322,4,570,49881,-
90322,8,561,44954,-
90322,16,504,44950,-
90322,32,521,15583,-
90322,64,500,15588,-
90322,128,374,15610,-
93548,1,722,57372,-
93548,2,653,35500,-
93548,4,532,9422,-
93548,8,505,9233,-
93548,16,520,43008,-
93548,32,584,15554,-
93548,64,512,15553,-
93548,128,386,15569,-
96774,1,817,52813,-
96774,2,630,60257,-
96774,4,694,22669,-
96774,8,539,22669,-
96774,16,445,40467,-
96774,32,397,42994,-
96774,64,403,15537,-
96774,128,356,15525,-
100000,1,759,35499,-
100000,2,672,7737,-
100000,4,598,7736,-
100000,8,531,10106,-
100000,16,455,44954,-
100000,32,447,44953,-
100000,64,401,44932,-
100000,128,363,45002,-
