bin_lo,freq_lo_mhz,mean,std,max,median,top3(bin:val)
192937984,2181.738281,6.94757e+10,5.64654e+10,5.70746e+13,7.16511e+10,19398656:5.707e+13;33030144:5.707e+13;4718592:5.702e+13
193986560,2178.808594,6.64253e+10,5.64367e+10,5.74733e+13,6.84788e+10,31981568:5.747e+13;12058624:5.729e+13;9961472:5.714e+13
195035136,2175.878906,6.47573e+10,5.62652e+10,5.71481e+13,6.67654e+10,15204352:5.715e+13;12058624:5.703e+13;9961472:5.698e+13
196083712,2172.949219,6.51218e+10,5.63247e+10,5.69257e+13,6.71499e+10,22544384:5.693e+13;30932992:5.682e+13;11010048:5.681e+13
197132288,2170.019531,6.67286e+10,5.64535e+10,5.70318e+13,6.88236e+10,5767168:5.703e+13;3670016:5.697e+13;24641536:5.691e+13
198180864,2167.089844,6.7368e+10,4.88198e+10,4.89276e+13,6.94991e+10,1572864:4.893e+13;8912896:4.89e+13;18350080:4.882e+13
199229440,2164.160156,6.56359e+10,5.64949e+10,5.71415e+13,6.76806e+10,5767168:5.714e+13;7864320:5.713e+13;28835840:5.69e+13
200278016,2161.230469,6.22953e+10,5.63096e+10,5.72076e+13,6.42166e+10,15204352:5.721e+13;22544384:5.706e+13;29884416:5.699e+13
201326592,2158.300781,5.93106e+10,5.61813e+10,5.69039e+13,6.11489e+10,11010048:5.69e+13;27787264:5.684e+13;5767168:5.684e+13
202375168,2155.371094,5.93197e+10,5.63192e+10,5.71366e+13,6.11905e+10,26738688:5.714e+13;7864320:5.713e+13;30932992:5.697e+13
203423744,2152.441406,6.0031e+10,5.62064e+10,5.69922e+13,6.18804e+10,524288:5.699e+13;26738688:5.693e+13;3670016:5.69e+13
204472320,2149.511719,6.04764e+10,5.62359e+10,5.69782e+13,6.23747e+10,14155776:5.698e+13;2621440:5.687e+13;28835840:5.682e+13
205520896,2146.582031,5.95153e+10,5.61824e+10,5.71545e+13,6.1384e+10,23592960:5.715e+13;7864320:5.689e+13;28835840:5.685e+13
206569472,2143.652344,5.75181e+10,5.6276e+10,5.73367e+13,5.93214e+10,25690112:5.734e+13;31981568:5.72e+13;24641536:5.719e+13
207618048,2140.722656,5.55142e+10,5.60887e+10,5.70392e+13,5.71939e+10,6815744:5.704e+13;22544384:5.697e+13;30932992:5.694e+13
208666624,2137.792969,5.52684e+10,5.62376e+10,5.73199e+13,5.69551e+10,27787264:5.732e+13;15204352:5.714e+13;2621440:5.709e+13
209715200,2134.863281,5.62413e+10,5.61269e+10,5.71779e+13,5.79628e+10,29884416:5.718e+13;5767168:5.707e+13;20447232:5.7e+13
210763776,2131.933594,5.64736e+10,5.60658e+10,5.71533e+13,5.81261e+10,24641536:5.715e+13;5767168:5.697e+13;17301504:5.69e+13
211812352,2129.003906,5.75566e+10,5.61628e+10,5.69955e+13,5.9255e+10,11010048:5.7e+13;23592960:5.698e+13;524288:5.69e+13
212860928,2126.074219,5.65905e+10,5.61491e+10,5.69567e+13,5.82498e+10,25690112:5.696e+13;2621440:5.692e+13;11010048:5.689e+13
213909504,2123.144531,5.45068e+10,5.62035e+10,5.71427e+13,5.62521e+10,24641536:5.714e+13;16252928:5.702e+13;15204352:5.694e+13
214958080,2120.214844,5.00776e+10,3.7873e+10,3.82022e+13,5.1747e+10,23592960:3.82e+13;33030144:3.795e+13;3670016:3.787e+13
216006656,2117.285156,5.11113e+10,5.60977e+10,5.73214e+13,5.27521e+10,31981568:5.732e+13;6815744:5.714e+13;24641536:5.705e+13
217055232,2114.355469,5.12075e+10,5.61553e+10,5.70873e+13,5.27726e+10,1572864:5.709e+13;20447232:5.707e+13;27787264:5.706e+13
218103808,2111.425781,4.97976e+10,5.60133e+10,5.71707e+13,5.12674e+10,33030144:5.717e+13;17301504:5.705e+13;20447232:5.697e+13
219152384,2108.496094,4.92307e+10,5.59391e+10,5.70524e+13,5.07756e+10,1572864:5.705e+13;24641536:5.696e+13;12058624:5.696e+13
220200960,2105.566406,4.86375e+10,5.59844e+10,5.71471e+13,5.01544e+10,26738688:5.715e+13;4718592:5.713e+13;3670016:5.7e+13
221249536,2102.636719,4.77979e+10,5.58966e+10,5.70637e+13,4.9287e+10,11010048:5.706e+13;7864320:5.703e+13;5767168:5.7e+13
222298112,2099.707031,4.73412e+10,5.58864e+10,5.70229e+13,4.88139e+10,25690112:5.702e+13;20447232:5.701e+13;24641536:5.696e+13
223346688,2096.777344,4.7571e+10,5.59994e+10,5.71608e+13,4.90492e+10,14155776:5.716e+13;12058624:5.713e+13;11010048:5.71e+13
224395264,2093.847656,4.83709e+10,5.60293e+10,5.72621e+13,4.98691e+10,6815744:5.726e+13;5767168:5.712e+13;11010048:5.707e+13
225443840,2090.917969,4.89022e+10,5.59001e+10,5.73015e+13,5.04275e+10,26738688:5.73e+13;11010048:5.721e+13;19398656:5.705e+13
226492416,2087.988281,4.87103e+10,5.59503e+10,5.70859e+13,5.02287e+10,12058624:5.709e+13;15204352:5.707e+13;26738688:5.705e+13
227540992,2085.058594,4.76568e+10,5.59176e+10,5.7135e+13,4.91363e+10,3670016:5.713e+13;29884416:5.703e+13;16252928:5.702e+13
228589568,2082.128906,4.65719e+10,5.58829e+10,5.71648e+13,4.80182e+10,12058624:5.716e+13;23592960:5.693e+13;17301504:5.685e+13
229638144,2079.199219,4.62538e+10,5.58038e+10,5.72592e+13,4.76901e+10,24641536:5.726e+13;17301504:5.691e+13;9961472:5.684e+13
230686720,2076.269531,4.65199e+10,5.59078e+10,5.72107e+13,4.79664e+10,25690112:5.721e+13;9961472:5.712e+13;30932992:5.697e+13
231735296,2073.339844,4.68559e+10,6.83871e+10,6.98951e+13,4.83062e+10,29884416:6.99e+13;25690112:6.989e+13;20447232:6.987e+13
232783872,2070.410156,4.68038e+10,5.59669e+10,5.70902e+13,4.82673e+10,7864320:5.709e+13;5767168:5.704e+13;19398656:5.7e+13
233832448,2067.480469,4.61806e+10,5.58584e+10,5.72644e+13,4.76007e+10,15204352:5.726e+13;19398656:5.696e+13;14155776:5.694e+13
234881024,2064.550781,4.51415e+10,5.58656e+10,5.69985e+13,4.65069e+10,26738688:5.7e+13;524288:5.698e+13;1572864:5.692e+13
235929600,2061.621094,4.44833e+10,5.58114e+10,5.69795e+13,4.58459e+10,15204352:5.698e+13;7864320:5.694e+13;13107200:5.684e+13
236978176,2058.691406,4.43523e+10,5.58571e+10,5.70856e+13,4.57164e+10,28835840:5.709e+13;2621440:5.708e+13;524288:5.704e+13
238026752,2055.761719,4.44569e+10,5.58041e+10,5.71305e+13,4.58365e+10,16252928:5.713e+13;2621440:5.699e+13;11010048:5.698e+13
239075328,2052.832031,4.43263e+10,5.58975e+10,5.71415e+13,4.57096e+10,21495808:5.714e+13;11010048:5.707e+13;19398656:5.7e+13
240123904,2049.902344,4.34488e+10,5.58856e+10,5.72169e+13,4.48022e+10,1572864:5.722e+13;7864320:5.712e+13;30932992:5.706e+13
241172480,2046.972656,4.23118e+10,5.57965e+10,5.7141e+13,4.36169e+10,17301504:5.714e+13;16252928:5.699e+13;31981568:5.698e+13
242221056,2044.042969,4.1626e+10,5.57985e+10,5.70336e+13,4.2906e+10,21495808:5.703e+13;31981568:5.699e+13;4718592:5.696e+13
243269632,2041.113281,4.16676e+10,5.58214e+10,5.72287e+13,4.29571e+10,9961472:5.723e+13;31981568:5.709e+13;13107200:5.706e+13
244318208,2038.183594,4.23355e+10,5.57766e+10,5.70493e+13,4.36543e+10,27787264:5.705e+13;25690112:5.699e+13;9961472:5.696e+13
245366784,2035.253906,4.27898e+10,5.58492e+10,5.70788e+13,4.41294e+10,524288:5.708e+13;22544384:5.695e+13;27787264:5.69e+13
246415360,2032.324219,4.23066e+10,5.58281e+10,5.69434e+13,4.36191e+10,15204352:5.694e+13;17301504:5.692e+13;21495808:5.687e+13
247463936,2029.394531,4.16058e+10,5.58527e+10,5.71959e+13,4.28892e+10,3670016:5.72e+13;16252928:5.707e+13;7864320:5.7e+13
248512512,2026.464844,4.17338e+10,7.77334e+10,7.99125e+13,4.29998e+10,23592960:7.991e+13;25690112:7.984e+13;29884416:7.972e+13
249561088,2023.535156,4.30301e+10,5.5602e+10,5.68017e+13,4.43567e+10,33030144:5.68e+13;2621440:5.677e+13;19398656:5.671e+13
250609664,2020.605469,4.51359e+10,5.56482e+10,5.70773e+13,4.65376e+10,11010048:5.708e+13;27787264:5.7e+13;17301504:5.679e+13
251658240,2017.675781,4.68988e+10,5.5646e+10,5.68047e+13,4.83747e+10,20447232:5.68e+13;18350080:5.669e+13;24641536:5.662e+13
252706816,2014.746094,4.71168e+10,5.57117e+10,5.68378e+13,4.85967e+10,524288:5.684e+13;7864320:5.683e+13;6815744:5.682e+13
253755392,2011.816406,4.64747e+10,5.56536e+10,5.69287e+13,4.79195e+10,21495808:5.693e+13;3670016:5.681e+13;1572864:5.675e+13
254803968,2008.886719,4.642e+10,5.55812e+10,5.69178e+13,4.78578e+10,20447232:5.692e+13;524288:5.667e+13;13107200:5.665e+13
255852544,2005.957031,4.73693e+10,5.56507e+10,5.68571e+13,4.88331e+10,9961472:5.686e+13;25690112:5.673e+13;19398656:5.671e+13
256901120,2003.027344,4.8902e+10,5.58077e+10,5.70543e+13,5.04309e+10,6815744:5.705e+13;25690112:5.694e+13;9961472:5.693e+13
257949696,2000.097656,4.99021e+10,5.57341e+10,5.66976e+13,5.14797e+10,19398656:5.67e+13;26738688:5.661e+13;16252928:5.661e+13
258998272,1997.167969,4.95012e+10,5.57025e+10,5.69803e+13,5.09394e+10,11010048:5.698e+13;33030144:5.672e+13;28835840:5.659e+13
260046848,1994.238281,4.99625e+10,5.57134e+10,5.70132e+13,5.14864e+10,31981568:5.701e+13;14155776:5.68e+13;5767168:5.677e+13
261095424,1991.308594,4.71357e+10,5.5662e+10,5.67388e+13,4.84862e+10,8912896:5.674e+13;15204352:5.665e+13;4718592:5.664e+13
262144000,1988.378906,4.61534e+10,5.56418e+10,5.68798e+13,4.75782e+10,17301504:5.688e+13;19398656:5.671e+13;5767168:5.666e+13
263192576,1985.449219,4.60279e+10,5.56162e+10,5.68145e+13,4.74258e+10,23592960:5.681e+13;28835840:5.679e+13;24641536:5.678e+13
264241152,1982.519531,4.7162e+10,5.56735e+10,5.67157e+13,4.86275e+10,33030144:5.672e+13;16252928:5.664e+13;20447232:5.66e+13
265289728,1979.589844,4.70811e+10,5.53788e+10,5.67824e+13,4.85363e+10,524288:5.678e+13;2621440:5.659e+13;21495808:5.648e+13
266338304,1976.660156,4.43273e+10,5.55431e+10,5.69487e+13,4.55469e+10,33030144:5.695e+13;14155776:5.675e+13;15204352:5.668e+13
267386880,1973.730469,4.18457e+10,5.55367e+10,5.67948e+13,4.30985e+10,26738688:5.679e+13;31981568:5.668e+13;29884416:5.666e+13
268435456,1970.800781,4.07849e+10,5.55644e+10,5.67596e+13,4.19893e+10,16252928:5.676e+13;20447232:5.676e+13;3670016:5.668e+13
269484032,1967.871094,4.12686e+10,5.55768e+10,5.67652e+13,4.25434e+10,30932992:5.677e+13;18350080:5.67e+13;11010048:5.668e+13
270532608,1964.941406,4.20074e+10,5.56644e+10,5.68099e+13,4.33552e+10,4718592:5.681e+13;19398656:5.678e+13;33030144:5.675e+13
271581184,1962.011719,4.1538e+10,5.55294e+10,5.67183e+13,4.28205e+10,17301504:5.672e+13;33030144:5.667e+13;7864320:5.661e+13
272629760,1959.082031,3.90693e+10,5.55371e+10,5.69682e+13,4.02547e+10,22544384:5.697e+13;6815744:5.679e+13;13107200:5.673e+13
273678336,1956.152344,3.65943e+10,5.55569e+10,5.6869e+13,3.76365e+10,2621440:5.687e+13;5767168:5.687e+13;524288:5.686e+13
274726912,1953.222656,3.5084e+10,5.54489e+10,5.6786e+13,3.6124e+10,11010048:5.679e+13;21495808:5.673e+13;12058624:5.668e+13
275775488,1950.292969,3.50058e+10,5.54301e+10,5.69289e+13,3.5962e+10,6815744:5.693e+13;3670016:5.675e+13;20447232:5.669e+13
276824064,1947.363281,3.65675e+10,5.54663e+10,5.69953e+13,3.75028e+10,19398656:5.7e+13;8912896:5.686e+13;3670016:5.671e+13
277872640,1944.433594,3.59803e+10,5.54396e+10,5.67873e+13,3.71012e+10,8912896:5.679e+13;20447232:5.678e+13;13107200:5.663e+13
278921216,1941.503906,3.48765e+10,5.54765e+10,5.68237e+13,3.59084e+10,5767168:5.682e+13;17301504:5.682e+13;13107200:5.674e+13
279969792,1938.574219,3.31269e+10,5.54089e+10,5.68989e+13,3.41003e+10,30932992:5.69e+13;13107200:5.672e+13;21495808:5.667e+13
281018368,1935.644531,3.12931e+10,5.53746e+10,5.68488e+13,3.21865e+10,28835840:5.685e+13;9961472:5.678e+13;18350080:5.676e+13
282066944,1932.714844,3.02485e+10,4.8145e+10,4.94145e+13,3.11676e+10,3670016:4.941e+13;24641536:4.933e+13;4718592:4.927e+13
283115520,1929.785156,2.91528e+10,5.55423e+10,5.69882e+13,2.99938e+10,9961472:5.699e+13;11010048:5.692e+13;29884416:5.691e+13
284164096,1926.855469,3.20224e+10,5.69099e+10,5.70149e+13,3.11312e+10,18350080:5.701e+13;25690112:5.7e+13;21495808:5.691e+13
285212672,1923.925781,2.85277e+10,5.54577e+10,5.71229e+13,2.92116e+10,29884416:5.712e+13;16252928:5.679e+13;8912896:5.678e+13
286261248,1920.996094,2.5734e+10,5.53892e+10,5.69016e+13,2.64796e+10,28835840:5.69e+13;24641536:5.687e+13;20447232:5.682e+13
287309824,1918.066406,2.39159e+10,5.53741e+10,5.68543e+13,2.46155e+10,22544384:5.685e+13;31981568:5.685e+13;11010048:5.68e+13
288358400,1915.136719,2.28713e+10,5.53294e+10,5.6794e+13,2.35423e+10,23592960:5.679e+13;4718592:5.673e+13;26738688:5.673e+13
289406976,1912.207031,2.25914e+10,5.52681e+10,5.68727e+13,2.32557e+10,20447232:5.687e+13;5767168:5.675e+13;11010048:5.674e+13
290455552,1909.277344,2.27179e+10,5.54226e+10,5.69029e+13,2.3389e+10,17301504:5.69e+13;5767168:5.689e+13;23592960:5.686e+13
291504128,1906.347656,2.25333e+10,5.53357e+10,5.6855e+13,2.31975e+10,33030144:5.686e+13;29884416:5.684e+13;4718592:5.679e+13
292552704,1903.417969,2.17331e+10,5.5201e+10,5.6854e+13,2.23641e+10,14155776:5.685e+13;16252928:5.662e+13;21495808:5.658e+13
293601280,1900.488281,2.0955e+10,5.5172e+10,5.68088e+13,2.15637e+10,17301504:5.681e+13;8912896:5.666e+13;21495808:5.664e+13
294649856,1897.558594,2.06609e+10,5.5211e+10,5.66202e+13,2.12629e+10,9961472:5.662e+13;6815744:5.658e+13;11010048:5.656e+13
295698432,1894.628906,2.08923e+10,5.5257e+10,5.67896e+13,2.15029e+10,12058624:5.679e+13;3670016:5.674e+13;9961472:5.674e+13
296747008,1891.699219,2.12992e+10,5.52199e+10,5.68027e+13,2.19272e+10,16252928:5.68e+13;21495808:5.676e+13;20447232:5.674e+13
297795584,1888.769531,2.12224e+10,5.52389e+10,5.66895e+13,2.18467e+10,1572864:5.669e+13;18350080:5.665e+13;33030144:5.662e+13
298844160,1885.839844,2.03413e+10,7.65153e+10,7.86284e+13,2.09075e+10,4718592:7.863e+13;30932992:7.86e+13;20447232:7.85e+13
299892736,1882.910156,1.89543e+10,5.54138e+10,5.70622e+13,1.94926e+10,5767168:5.706e+13;31981568:5.696e+13;20447232:5.692e+13
300941312,1879.980469,1.7704e+10,5.53097e+10,5.68624e+13,1.82062e+10,21495808:5.686e+13;33030144:5.683e+13;30932992:5.681e+13
301989888,1877.050781,1.66887e+10,5.52513e+10,5.67906e+13,1.71624e+10,29884416:5.679e+13;33030144:5.678e+13;17301504:5.675e+13
303038464,1874.121094,1.56992e+10,5.52921e+10,5.68524e+13,1.61391e+10,17301504:5.685e+13;2621440:5.681e+13;13107200:5.678e+13
304087040,1871.191406,1.44841e+10,5.52707e+10,5.68083e+13,1.48793e+10,19398656:5.681e+13;24641536:5.676e+13;21495808:5.675e+13
305135616,1868.261719,1.2885e+10,5.51991e+10,5.67926e+13,1.32204e+10,13107200:5.679e+13;21495808:5.672e+13;9961472:5.666e+13
306184192,1865.332031,1.11882e+10,5.51608e+10,5.66521e+13,1.14683e+10,26738688:5.665e+13;14155776:5.664e+13;16252928:5.662e+13
307232768,1862.402344,9.72376e+09,5.52875e+10,5.67847e+13,9.96202e+09,14155776:5.678e+13;12058624:5.676e+13;25690112:5.676e+13
308281344,1859.472656,8.55433e+09,5.52354e+10,5.67481e+13,8.75896e+09,14155776:5.675e+13;30932992:5.673e+13;6815744:5.67e+13
309329920,1856.542969,7.54566e+09,5.51446e+10,5.68411e+13,7.71758e+09,22544384:5.684e+13;17301504:5.659e+13;13107200:5.657e+13
310378496,1853.613281,6.54305e+09,5.51243e+10,5.66366e+13,6.68079e+09,27787264:5.664e+13;21495808:5.662e+13;13107200:5.658e+13
311427072,1850.683594,5.50822e+09,5.51476e+10,5.66381e+13,5.61016e+09,22544384:5.664e+13;33030144:5.661e+13;5767168:5.659e+13
312475648,1847.753906,4.52629e+09,5.52471e+10,5.67216e+13,4.59971e+09,31981568:5.672e+13;2621440:5.669e+13;1572864:5.668e+13
313524224,1844.824219,3.54965e+09,5.52112e+10,5.6689e+13,3.5742e+09,13107200:5.669e+13;7864320:5.668e+13;19398656:5.666e+13
314572800,1841.894531,3.23489e+09,5.52254e+10,5.66765e+13,3.2744e+09,14155776:5.668e+13;20447232:5.667e+13;2621440:5.666e+13
315621376,1838.964844,2.77137e+09,5.2669e+10,5.40722e+13,2.79969e+09,11010048:5.407e+13;5767168:5.404e+13;12058624:5.401e+13
316669952,1836.035156,2.36111e+09,5.49468e+10,5.63949e+13,2.37407e+09,19398656:5.639e+13;15204352:5.638e+13;17301504:5.636e+13
317718528,1833.105469,1.98204e+09,5.48583e+10,5.62572e+13,1.98325e+09,21495808:5.626e+13;33030144:5.626e+13;4718592:5.625e+13
318767104,1830.175781,1.6594e+09,5.47883e+10,5.62055e+13,1.65147e+09,30932992:5.621e+13;8912896:5.619e+13;22544384:5.619e+13
319815680,1827.246094,1.41799e+09,5.48131e+10,5.61891e+13,1.40425e+09,26738688:5.619e+13;6815744:5.619e+13;4718592:5.618e+13
320864256,1824.316406,1.25357e+09,5.48333e+10,5.62172e+13,1.23601e+09,524288:5.622e+13;17301504:5.622e+13;23592960:5.621e+13
321912832,1821.386719,1.1304e+09,5.47183e+10,5.60875e+13,1.10959e+09,26738688:5.609e+13;12058624:5.608e+13;19398656:5.608e+13
