file,nbits,ones_x1000,distinct,sub_x100,stk_ops,stk_loops,stk_depth,stk_w,ca_x1e6,acf_lag,acf_z_x10,bm_L,bm_z_x10,ras_w,ras_h,ras_z_x10,tag_steps,tag_depth,tag_fire,jit_equiv,mut_stk,mut_bm_x10,score_x100,verdict
../../reports/2026-09-22_gc/sgrb2_0013b8_bits.head.mag.bin,171008,508,38,0,1,0,0,3,31178,229,1762,2048,0,229,143,2475,1371,5446,0,1,1,0,50,XENO-CANDIDATE
