file,source,nchans,nspec,mode,out_n,fs_hz,tsamp_us,fch1_x1e4,foff_hz_x1e3,verdict
D:/data/gc/gc_C07_sample.fil,BLGCsurvey_Cband_C07,1703936,279,band 0-1703935 mean,279,0.9,1073741,84389648,-2861022,EXTRACTED-exact
